forecast_execution_date_ept,forecast_date,region,total_outages_mw,planned_outages_mw,maintenance_outages_mw,forced_outages_mw
1/4/2019 12:00:00 AM,1/5/2019 12:00:00 AM,Mid Atlantic - Dominion,8387,1405,5540,1442
1/4/2019 12:00:00 AM,1/5/2019 12:00:00 AM,Western,11389,160,8875,2354
1/4/2019 12:00:00 AM,1/5/2019 12:00:00 AM,PJM RTO,19776,1565,14415,3796
1/5/2019 12:00:00 AM,1/5/2019 12:00:00 AM,Mid Atlantic - Dominion,7448,1405,4369,1674
1/5/2019 12:00:00 AM,1/5/2019 12:00:00 AM,Western,13527,160,9335,4032
1/5/2019 12:00:00 AM,1/5/2019 12:00:00 AM,PJM RTO,20975,1565,13704,5706
1/1/2019 12:00:00 AM,1/6/2019 12:00:00 AM,Western,5187,160,3372,1655
1/1/2019 12:00:00 AM,1/6/2019 12:00:00 AM,Mid Atlantic - Dominion,6758,1405,4158,1195
1/1/2019 12:00:00 AM,1/6/2019 12:00:00 AM,PJM RTO,11945,1565,7530,2850
1/2/2019 12:00:00 AM,1/6/2019 12:00:00 AM,Western,5252,160,3380,1712
1/2/2019 12:00:00 AM,1/6/2019 12:00:00 AM,Mid Atlantic - Dominion,7204,1405,4416,1383
1/2/2019 12:00:00 AM,1/6/2019 12:00:00 AM,PJM RTO,12456,1565,7796,3095
1/3/2019 12:00:00 AM,1/6/2019 12:00:00 AM,Mid Atlantic - Dominion,6425,1405,3625,1395
1/3/2019 12:00:00 AM,1/6/2019 12:00:00 AM,Western,7289,160,4859,2270
1/3/2019 12:00:00 AM,1/6/2019 12:00:00 AM,PJM RTO,13714,1565,8484,3665
1/4/2019 12:00:00 AM,1/6/2019 12:00:00 AM,Mid Atlantic - Dominion,7473,1405,4639,1429
1/4/2019 12:00:00 AM,1/6/2019 12:00:00 AM,Western,11836,160,9322,2354
1/4/2019 12:00:00 AM,1/6/2019 12:00:00 AM,PJM RTO,19309,1565,13961,3783
1/5/2019 12:00:00 AM,1/6/2019 12:00:00 AM,Mid Atlantic - Dominion,8315,1405,5300,1610
1/5/2019 12:00:00 AM,1/6/2019 12:00:00 AM,Western,11273,160,9071,2042
1/5/2019 12:00:00 AM,1/6/2019 12:00:00 AM,PJM RTO,19588,1565,14371,3652
1/6/2019 12:00:00 AM,1/6/2019 12:00:00 AM,Mid Atlantic - Dominion,7768,1405,4612,1751
1/6/2019 12:00:00 AM,1/6/2019 12:00:00 AM,Western,12368,160,8016,4192
1/6/2019 12:00:00 AM,1/6/2019 12:00:00 AM,PJM RTO,20136,1565,12628,5943
1/1/2019 12:00:00 AM,1/7/2019 12:00:00 AM,Mid Atlantic - Dominion,4047,1460,1392,1195
1/1/2019 12:00:00 AM,1/7/2019 12:00:00 AM,Western,5220,310,3256,1654
1/1/2019 12:00:00 AM,1/7/2019 12:00:00 AM,PJM RTO,9267,1770,4648,2849
1/2/2019 12:00:00 AM,1/7/2019 12:00:00 AM,Mid Atlantic - Dominion,4622,1460,1779,1383
1/2/2019 12:00:00 AM,1/7/2019 12:00:00 AM,Western,5269,310,3264,1695
1/2/2019 12:00:00 AM,1/7/2019 12:00:00 AM,PJM RTO,9891,1770,5043,3078
1/3/2019 12:00:00 AM,1/7/2019 12:00:00 AM,Mid Atlantic - Dominion,4555,1460,1700,1395
1/3/2019 12:00:00 AM,1/7/2019 12:00:00 AM,Western,6493,310,4379,1804
1/3/2019 12:00:00 AM,1/7/2019 12:00:00 AM,PJM RTO,11048,1770,6079,3199
1/4/2019 12:00:00 AM,1/7/2019 12:00:00 AM,Mid Atlantic - Dominion,4761,1460,1903,1398
1/4/2019 12:00:00 AM,1/7/2019 12:00:00 AM,Western,10827,310,8617,1900
1/4/2019 12:00:00 AM,1/7/2019 12:00:00 AM,PJM RTO,15588,1770,10520,3298
1/5/2019 12:00:00 AM,1/7/2019 12:00:00 AM,Mid Atlantic - Dominion,6239,1460,3220,1559
1/5/2019 12:00:00 AM,1/7/2019 12:00:00 AM,Western,11002,310,8650,2042
1/5/2019 12:00:00 AM,1/7/2019 12:00:00 AM,PJM RTO,17241,1770,11870,3601
1/6/2019 12:00:00 AM,1/7/2019 12:00:00 AM,Mid Atlantic - Dominion,9193,1460,6204,1529
1/6/2019 12:00:00 AM,1/7/2019 12:00:00 AM,Western,11525,310,7323,3892
1/6/2019 12:00:00 AM,1/7/2019 12:00:00 AM,PJM RTO,20718,1770,13527,5421
1/7/2019 12:00:00 AM,1/7/2019 12:00:00 AM,Mid Atlantic - Dominion,7649,1460,4211,1978
1/7/2019 12:00:00 AM,1/7/2019 12:00:00 AM,Western,10055,310,6203,3542
1/7/2019 12:00:00 AM,1/7/2019 12:00:00 AM,PJM RTO,17704,1770,10414,5520
1/2/2019 12:00:00 AM,1/8/2019 12:00:00 AM,Western,3912,310,1914,1688
1/2/2019 12:00:00 AM,1/8/2019 12:00:00 AM,Mid Atlantic - Dominion,4743,1460,1910,1373
1/2/2019 12:00:00 AM,1/8/2019 12:00:00 AM,PJM RTO,8655,1770,3824,3061
1/3/2019 12:00:00 AM,1/8/2019 12:00:00 AM,Mid Atlantic - Dominion,4597,1460,1752,1385
1/3/2019 12:00:00 AM,1/8/2019 12:00:00 AM,Western,4986,310,2929,1747
1/3/2019 12:00:00 AM,1/8/2019 12:00:00 AM,PJM RTO,9583,1770,4681,3132
1/4/2019 12:00:00 AM,1/8/2019 12:00:00 AM,Mid Atlantic - Dominion,4848,1460,1998,1390
1/4/2019 12:00:00 AM,1/8/2019 12:00:00 AM,Western,7830,310,5627,1893
1/4/2019 12:00:00 AM,1/8/2019 12:00:00 AM,PJM RTO,12678,1770,7625,3283
1/5/2019 12:00:00 AM,1/8/2019 12:00:00 AM,Mid Atlantic - Dominion,6605,1460,3595,1550
1/5/2019 12:00:00 AM,1/8/2019 12:00:00 AM,Western,8055,310,5710,2035
1/5/2019 12:00:00 AM,1/8/2019 12:00:00 AM,PJM RTO,14660,1770,9305,3585
1/6/2019 12:00:00 AM,1/8/2019 12:00:00 AM,Mid Atlantic - Dominion,6737,1460,3757,1520
1/6/2019 12:00:00 AM,1/8/2019 12:00:00 AM,Western,7282,310,4937,2035
1/6/2019 12:00:00 AM,1/8/2019 12:00:00 AM,PJM RTO,14019,1770,8694,3555
1/7/2019 12:00:00 AM,1/8/2019 12:00:00 AM,Mid Atlantic - Dominion,7022,1460,3735,1827
1/7/2019 12:00:00 AM,1/8/2019 12:00:00 AM,Western,9650,310,5877,3463
1/7/2019 12:00:00 AM,1/8/2019 12:00:00 AM,PJM RTO,16672,1770,9612,5290
1/8/2019 12:00:00 AM,1/8/2019 12:00:00 AM,Mid Atlantic - Dominion,8045,1460,4204,2381
1/8/2019 12:00:00 AM,1/8/2019 12:00:00 AM,Western,12133,310,7002,4821
1/8/2019 12:00:00 AM,1/8/2019 12:00:00 AM,PJM RTO,20178,1770,11206,7202
1/3/2019 12:00:00 AM,1/9/2019 12:00:00 AM,Mid Atlantic - Dominion,4439,1460,1613,1366
1/3/2019 12:00:00 AM,1/9/2019 12:00:00 AM,Western,5184,310,3127,1747
1/3/2019 12:00:00 AM,1/9/2019 12:00:00 AM,PJM RTO,9623,1770,4740,3113
1/4/2019 12:00:00 AM,1/9/2019 12:00:00 AM,Mid Atlantic - Dominion,4688,1460,1857,1371
1/4/2019 12:00:00 AM,1/9/2019 12:00:00 AM,Western,7458,310,5255,1893
1/4/2019 12:00:00 AM,1/9/2019 12:00:00 AM,PJM RTO,12146,1770,7112,3264
1/5/2019 12:00:00 AM,1/9/2019 12:00:00 AM,Mid Atlantic - Dominion,6511,1460,3638,1413
1/5/2019 12:00:00 AM,1/9/2019 12:00:00 AM,Western,7563,310,5369,1884
1/5/2019 12:00:00 AM,1/9/2019 12:00:00 AM,PJM RTO,14074,1770,9007,3297
1/6/2019 12:00:00 AM,1/9/2019 12:00:00 AM,Mid Atlantic - Dominion,6455,1460,3612,1383
1/6/2019 12:00:00 AM,1/9/2019 12:00:00 AM,Western,6790,310,4596,1884
1/6/2019 12:00:00 AM,1/9/2019 12:00:00 AM,PJM RTO,13245,1770,8208,3267
1/7/2019 12:00:00 AM,1/9/2019 12:00:00 AM,Mid Atlantic - Dominion,6437,1460,3590,1387
1/7/2019 12:00:00 AM,1/9/2019 12:00:00 AM,Western,7069,310,4596,2163
1/7/2019 12:00:00 AM,1/9/2019 12:00:00 AM,PJM RTO,13506,1770,8186,3550
1/8/2019 12:00:00 AM,1/9/2019 12:00:00 AM,Mid Atlantic - Dominion,8152,1460,4737,1955
1/8/2019 12:00:00 AM,1/9/2019 12:00:00 AM,Western,9028,310,4117,4601
1/8/2019 12:00:00 AM,1/9/2019 12:00:00 AM,PJM RTO,17180,1770,8854,6556
1/9/2019 12:00:00 AM,1/9/2019 12:00:00 AM,Mid Atlantic - Dominion,7870,1460,3343,3067
1/9/2019 12:00:00 AM,1/9/2019 12:00:00 AM,Western,9966,310,4113,5543
1/9/2019 12:00:00 AM,1/9/2019 12:00:00 AM,PJM RTO,17836,1770,7456,8610
1/4/2019 12:00:00 AM,1/10/2019 12:00:00 AM,Mid Atlantic - Dominion,4617,1460,1788,1369
1/4/2019 12:00:00 AM,1/10/2019 12:00:00 AM,Western,6415,310,4220,1885
1/4/2019 12:00:00 AM,1/10/2019 12:00:00 AM,PJM RTO,11032,1770,6008,3254
1/5/2019 12:00:00 AM,1/10/2019 12:00:00 AM,Mid Atlantic - Dominion,6106,1460,3274,1372
1/5/2019 12:00:00 AM,1/10/2019 12:00:00 AM,Western,6545,310,4356,1879
1/5/2019 12:00:00 AM,1/10/2019 12:00:00 AM,PJM RTO,12651,1770,7630,3251
1/6/2019 12:00:00 AM,1/10/2019 12:00:00 AM,Mid Atlantic - Dominion,6089,1460,3248,1381
1/6/2019 12:00:00 AM,1/10/2019 12:00:00 AM,Western,7089,310,4898,1881
1/6/2019 12:00:00 AM,1/10/2019 12:00:00 AM,PJM RTO,13178,1770,8146,3262
1/7/2019 12:00:00 AM,1/10/2019 12:00:00 AM,Western,5770,310,3583,1877
1/7/2019 12:00:00 AM,1/10/2019 12:00:00 AM,Mid Atlantic - Dominion,6089,1460,3244,1385
1/7/2019 12:00:00 AM,1/10/2019 12:00:00 AM,PJM RTO,11859,1770,6827,3262
1/8/2019 12:00:00 AM,1/10/2019 12:00:00 AM,Western,6084,310,3092,2682
1/8/2019 12:00:00 AM,1/10/2019 12:00:00 AM,Mid Atlantic - Dominion,6945,1460,4050,1435
1/8/2019 12:00:00 AM,1/10/2019 12:00:00 AM,PJM RTO,13029,1770,7142,4117
1/9/2019 12:00:00 AM,1/10/2019 12:00:00 AM,Western,7532,310,3295,3927
1/9/2019 12:00:00 AM,1/10/2019 12:00:00 AM,Mid Atlantic - Dominion,7787,1460,4339,1988
1/9/2019 12:00:00 AM,1/10/2019 12:00:00 AM,PJM RTO,15319,1770,7634,5915
1/10/2019 12:00:00 AM,1/10/2019 12:00:00 AM,Mid Atlantic - Dominion,6875,1405,2307,3163
1/10/2019 12:00:00 AM,1/10/2019 12:00:00 AM,Western,8713,310,4043,4360
1/10/2019 12:00:00 AM,1/10/2019 12:00:00 AM,PJM RTO,15588,1715,6350,7523
1/5/2019 12:00:00 AM,1/11/2019 12:00:00 AM,Mid Atlantic - Dominion,5502,1460,2680,1362
1/5/2019 12:00:00 AM,1/11/2019 12:00:00 AM,Western,5888,310,3699,1879
1/5/2019 12:00:00 AM,1/11/2019 12:00:00 AM,PJM RTO,11390,1770,6379,3241
1/6/2019 12:00:00 AM,1/11/2019 12:00:00 AM,Mid Atlantic - Dominion,5485,1460,2654,1371
1/6/2019 12:00:00 AM,1/11/2019 12:00:00 AM,Western,6432,310,4241,1881
1/6/2019 12:00:00 AM,1/11/2019 12:00:00 AM,PJM RTO,11917,1770,6895,3252
1/7/2019 12:00:00 AM,1/11/2019 12:00:00 AM,Mid Atlantic - Dominion,5485,1460,2650,1375
1/7/2019 12:00:00 AM,1/11/2019 12:00:00 AM,Western,6428,310,4241,1877
1/7/2019 12:00:00 AM,1/11/2019 12:00:00 AM,PJM RTO,11913,1770,6891,3252
1/8/2019 12:00:00 AM,1/11/2019 12:00:00 AM,Mid Atlantic - Dominion,6272,1460,3399,1413
1/8/2019 12:00:00 AM,1/11/2019 12:00:00 AM,Western,6548,310,3750,2488
1/8/2019 12:00:00 AM,1/11/2019 12:00:00 AM,PJM RTO,12820,1770,7149,3901
1/9/2019 12:00:00 AM,1/11/2019 12:00:00 AM,Mid Atlantic - Dominion,6616,1460,3743,1413
1/9/2019 12:00:00 AM,1/11/2019 12:00:00 AM,Western,6779,310,2808,3661
1/9/2019 12:00:00 AM,1/11/2019 12:00:00 AM,PJM RTO,13395,1770,6551,5074
1/10/2019 12:00:00 AM,1/11/2019 12:00:00 AM,Mid Atlantic - Dominion,7010,1405,4309,1296
1/10/2019 12:00:00 AM,1/11/2019 12:00:00 AM,Western,7632,310,3397,3925
1/10/2019 12:00:00 AM,1/11/2019 12:00:00 AM,PJM RTO,14642,1715,7706,5221
1/11/2019 12:00:00 AM,1/11/2019 12:00:00 AM,Mid Atlantic - Dominion,5026,1405,1855,1766
1/11/2019 12:00:00 AM,1/11/2019 12:00:00 AM,Western,8449,310,3362,4777
1/11/2019 12:00:00 AM,1/11/2019 12:00:00 AM,PJM RTO,13475,1715,5217,6543
1/6/2019 12:00:00 AM,1/12/2019 12:00:00 AM,Mid Atlantic - Dominion,4345,1375,1599,1371
1/6/2019 12:00:00 AM,1/12/2019 12:00:00 AM,Western,5458,310,3267,1881
1/6/2019 12:00:00 AM,1/12/2019 12:00:00 AM,PJM RTO,9803,1685,4866,3252
1/7/2019 12:00:00 AM,1/12/2019 12:00:00 AM,Mid Atlantic - Dominion,4345,1375,1595,1375
1/7/2019 12:00:00 AM,1/12/2019 12:00:00 AM,Western,5454,310,3267,1877
1/7/2019 12:00:00 AM,1/12/2019 12:00:00 AM,PJM RTO,9799,1685,4862,3252
1/8/2019 12:00:00 AM,1/12/2019 12:00:00 AM,Mid Atlantic - Dominion,4380,1375,1595,1410
1/8/2019 12:00:00 AM,1/12/2019 12:00:00 AM,Western,6597,310,3831,2456
1/8/2019 12:00:00 AM,1/12/2019 12:00:00 AM,PJM RTO,10977,1685,5426,3866
1/9/2019 12:00:00 AM,1/12/2019 12:00:00 AM,Mid Atlantic - Dominion,4750,1375,1963,1412
1/9/2019 12:00:00 AM,1/12/2019 12:00:00 AM,Western,7485,310,4201,2974
1/9/2019 12:00:00 AM,1/12/2019 12:00:00 AM,PJM RTO,12235,1685,6164,4386
1/10/2019 12:00:00 AM,1/12/2019 12:00:00 AM,Mid Atlantic - Dominion,5891,1320,3285,1286
1/10/2019 12:00:00 AM,1/12/2019 12:00:00 AM,Western,9234,310,5686,3238
1/10/2019 12:00:00 AM,1/12/2019 12:00:00 AM,PJM RTO,15125,1630,8971,4524
1/11/2019 12:00:00 AM,1/12/2019 12:00:00 AM,Mid Atlantic - Dominion,6496,1320,3880,1296
1/11/2019 12:00:00 AM,1/12/2019 12:00:00 AM,Western,10558,310,6164,4084
1/11/2019 12:00:00 AM,1/12/2019 12:00:00 AM,PJM RTO,17054,1630,10044,5380
1/12/2019 12:00:00 AM,1/12/2019 12:00:00 AM,Mid Atlantic - Dominion,4421,1320,1295,1806
1/12/2019 12:00:00 AM,1/12/2019 12:00:00 AM,Western,10674,310,6877,3487
1/12/2019 12:00:00 AM,1/12/2019 12:00:00 AM,PJM RTO,15095,1630,8172,5293
1/7/2019 12:00:00 AM,1/13/2019 12:00:00 AM,Mid Atlantic - Dominion,4093,1375,1343,1375
1/7/2019 12:00:00 AM,1/13/2019 12:00:00 AM,Western,4888,310,2701,1877
1/7/2019 12:00:00 AM,1/13/2019 12:00:00 AM,PJM RTO,8981,1685,4044,3252
1/8/2019 12:00:00 AM,1/13/2019 12:00:00 AM,Mid Atlantic - Dominion,4763,1375,1978,1410
1/8/2019 12:00:00 AM,1/13/2019 12:00:00 AM,Western,6031,310,3265,2456
1/8/2019 12:00:00 AM,1/13/2019 12:00:00 AM,PJM RTO,10794,1685,5243,3866
1/9/2019 12:00:00 AM,1/13/2019 12:00:00 AM,Mid Atlantic - Dominion,4834,1375,2047,1412
1/9/2019 12:00:00 AM,1/13/2019 12:00:00 AM,Western,6919,310,3635,2974
1/9/2019 12:00:00 AM,1/13/2019 12:00:00 AM,PJM RTO,11753,1685,5682,4386
1/10/2019 12:00:00 AM,1/13/2019 12:00:00 AM,Mid Atlantic - Dominion,5181,1320,2586,1275
1/10/2019 12:00:00 AM,1/13/2019 12:00:00 AM,Western,8277,310,4852,3115
1/10/2019 12:00:00 AM,1/13/2019 12:00:00 AM,PJM RTO,13458,1630,7438,4390
1/11/2019 12:00:00 AM,1/13/2019 12:00:00 AM,Mid Atlantic - Dominion,5759,1320,3154,1285
1/11/2019 12:00:00 AM,1/13/2019 12:00:00 AM,Western,7970,310,5086,2574
1/11/2019 12:00:00 AM,1/13/2019 12:00:00 AM,PJM RTO,13729,1630,8240,3859
1/12/2019 12:00:00 AM,1/13/2019 12:00:00 AM,Mid Atlantic - Dominion,6181,1320,3298,1563
1/12/2019 12:00:00 AM,1/13/2019 12:00:00 AM,Western,8922,310,5739,2873
1/12/2019 12:00:00 AM,1/13/2019 12:00:00 AM,PJM RTO,15103,1630,9037,4436
1/13/2019 12:00:00 AM,1/13/2019 12:00:00 AM,Mid Atlantic - Dominion,5213,1320,1946,1947
1/13/2019 12:00:00 AM,1/13/2019 12:00:00 AM,Western,10522,310,6924,3288
1/13/2019 12:00:00 AM,1/13/2019 12:00:00 AM,PJM RTO,15735,1630,8870,5235
1/8/2019 12:00:00 AM,1/14/2019 12:00:00 AM,Mid Atlantic - Dominion,4182,1375,1397,1410
1/8/2019 12:00:00 AM,1/14/2019 12:00:00 AM,Western,5201,310,2684,2207
1/8/2019 12:00:00 AM,1/14/2019 12:00:00 AM,PJM RTO,9383,1685,4081,3617
1/9/2019 12:00:00 AM,1/14/2019 12:00:00 AM,Mid Atlantic - Dominion,4258,1375,1457,1426
1/9/2019 12:00:00 AM,1/14/2019 12:00:00 AM,Western,5411,310,2704,2397
1/9/2019 12:00:00 AM,1/14/2019 12:00:00 AM,PJM RTO,9669,1685,4161,3823
1/10/2019 12:00:00 AM,1/14/2019 12:00:00 AM,Mid Atlantic - Dominion,4481,1320,1872,1289
1/10/2019 12:00:00 AM,1/14/2019 12:00:00 AM,Western,6752,310,3955,2487
1/10/2019 12:00:00 AM,1/14/2019 12:00:00 AM,PJM RTO,11233,1630,5827,3776
1/11/2019 12:00:00 AM,1/14/2019 12:00:00 AM,Mid Atlantic - Dominion,5077,1320,2473,1284
1/11/2019 12:00:00 AM,1/14/2019 12:00:00 AM,Western,7589,310,5280,1999
1/11/2019 12:00:00 AM,1/14/2019 12:00:00 AM,PJM RTO,12666,1630,7753,3283
1/12/2019 12:00:00 AM,1/14/2019 12:00:00 AM,Mid Atlantic - Dominion,5662,1320,2780,1562
1/12/2019 12:00:00 AM,1/14/2019 12:00:00 AM,Western,8599,310,5954,2335
1/12/2019 12:00:00 AM,1/14/2019 12:00:00 AM,PJM RTO,14261,1630,8734,3897
1/13/2019 12:00:00 AM,1/14/2019 12:00:00 AM,Mid Atlantic - Dominion,6904,1320,3963,1621
1/13/2019 12:00:00 AM,1/14/2019 12:00:00 AM,Western,8595,310,6006,2279
1/13/2019 12:00:00 AM,1/14/2019 12:00:00 AM,PJM RTO,15499,1630,9969,3900
1/14/2019 12:00:00 AM,1/14/2019 12:00:00 AM,Mid Atlantic - Dominion,4875,1320,1582,1973
1/14/2019 12:00:00 AM,1/14/2019 12:00:00 AM,Western,8716,310,5250,3156
1/14/2019 12:00:00 AM,1/14/2019 12:00:00 AM,PJM RTO,13591,1630,6832,5129
1/9/2019 12:00:00 AM,1/15/2019 12:00:00 AM,Mid Atlantic - Dominion,4364,1491,1457,1416
1/9/2019 12:00:00 AM,1/15/2019 12:00:00 AM,Western,4903,338,2684,1881
1/9/2019 12:00:00 AM,1/15/2019 12:00:00 AM,PJM RTO,9267,1829,4141,3297
1/10/2019 12:00:00 AM,1/15/2019 12:00:00 AM,Mid Atlantic - Dominion,4594,1436,1879,1279
1/10/2019 12:00:00 AM,1/15/2019 12:00:00 AM,Western,5003,338,2694,1971
1/10/2019 12:00:00 AM,1/15/2019 12:00:00 AM,PJM RTO,9597,1774,4573,3250
1/11/2019 12:00:00 AM,1/15/2019 12:00:00 AM,Mid Atlantic - Dominion,4713,1436,2009,1268
1/11/2019 12:00:00 AM,1/15/2019 12:00:00 AM,Western,6276,338,3951,1987
1/11/2019 12:00:00 AM,1/15/2019 12:00:00 AM,PJM RTO,10989,1774,5960,3255
1/12/2019 12:00:00 AM,1/15/2019 12:00:00 AM,Mid Atlantic - Dominion,5109,1436,2405,1268
1/12/2019 12:00:00 AM,1/15/2019 12:00:00 AM,Western,6781,338,4614,1829
1/12/2019 12:00:00 AM,1/15/2019 12:00:00 AM,PJM RTO,11890,1774,7019,3097
1/13/2019 12:00:00 AM,1/15/2019 12:00:00 AM,Mid Atlantic - Dominion,6073,1436,3330,1307
1/13/2019 12:00:00 AM,1/15/2019 12:00:00 AM,Western,6801,338,4616,1847
1/13/2019 12:00:00 AM,1/15/2019 12:00:00 AM,PJM RTO,12874,1774,7946,3154
1/14/2019 12:00:00 AM,1/15/2019 12:00:00 AM,Mid Atlantic - Dominion,6106,1436,3344,1326
1/14/2019 12:00:00 AM,1/15/2019 12:00:00 AM,Western,7687,338,5001,2348
1/14/2019 12:00:00 AM,1/15/2019 12:00:00 AM,PJM RTO,13793,1774,8345,3674
1/15/2019 12:00:00 AM,1/15/2019 12:00:00 AM,Mid Atlantic - Dominion,3892,1436,703,1753
1/15/2019 12:00:00 AM,1/15/2019 12:00:00 AM,Western,11699,338,7717,3644
1/15/2019 12:00:00 AM,1/15/2019 12:00:00 AM,PJM RTO,15591,1774,8420,5397
1/10/2019 12:00:00 AM,1/16/2019 12:00:00 AM,Western,4566,338,2291,1937
1/10/2019 12:00:00 AM,1/16/2019 12:00:00 AM,Mid Atlantic - Dominion,4880,1436,2169,1275
1/10/2019 12:00:00 AM,1/16/2019 12:00:00 AM,PJM RTO,9446,1774,4460,3212
1/11/2019 12:00:00 AM,1/16/2019 12:00:00 AM,Mid Atlantic - Dominion,4996,1436,2292,1268
1/11/2019 12:00:00 AM,1/16/2019 12:00:00 AM,Western,5876,338,3601,1937
1/11/2019 12:00:00 AM,1/16/2019 12:00:00 AM,PJM RTO,10872,1774,5893,3205
1/12/2019 12:00:00 AM,1/16/2019 12:00:00 AM,Mid Atlantic - Dominion,5511,1436,2807,1268
1/12/2019 12:00:00 AM,1/16/2019 12:00:00 AM,Western,6943,338,4792,1813
1/12/2019 12:00:00 AM,1/16/2019 12:00:00 AM,PJM RTO,12454,1774,7599,3081
1/13/2019 12:00:00 AM,1/16/2019 12:00:00 AM,Mid Atlantic - Dominion,6853,1436,4110,1307
1/13/2019 12:00:00 AM,1/16/2019 12:00:00 AM,Western,6955,338,4794,1823
1/13/2019 12:00:00 AM,1/16/2019 12:00:00 AM,PJM RTO,13808,1774,8904,3130
1/14/2019 12:00:00 AM,1/16/2019 12:00:00 AM,Western,6542,338,4379,1825
1/14/2019 12:00:00 AM,1/16/2019 12:00:00 AM,Mid Atlantic - Dominion,6898,1436,4138,1324
1/14/2019 12:00:00 AM,1/16/2019 12:00:00 AM,PJM RTO,13440,1774,8517,3149
1/15/2019 12:00:00 AM,1/16/2019 12:00:00 AM,Mid Atlantic - Dominion,7741,1436,4923,1382
1/15/2019 12:00:00 AM,1/16/2019 12:00:00 AM,Western,11618,338,8206,3074
