datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/2/2019 11:00:00 PM,1/2/2019 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,3224.161,True
1/3/2019 12:00:00 AM,1/2/2019 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,3124.335,True
1/3/2019 1:00:00 AM,1/2/2019 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,3001.435,True
1/3/2019 2:00:00 AM,1/2/2019 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,2876.209,True
1/3/2019 3:00:00 AM,1/2/2019 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,2707.414,True
1/3/2019 4:00:00 AM,1/2/2019 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,2504.604,True
1/3/2019 5:00:00 AM,1/3/2019 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2381.560,True
1/3/2019 6:00:00 AM,1/3/2019 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,2283.061,True
1/3/2019 7:00:00 AM,1/3/2019 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,2243.183,True
1/3/2019 8:00:00 AM,1/3/2019 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,2247.405,True
1/3/2019 9:00:00 AM,1/3/2019 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,2326.922,True
1/3/2019 10:00:00 AM,1/3/2019 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,2539.610,True
1/3/2019 11:00:00 AM,1/3/2019 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,2890.723,True
1/3/2019 12:00:00 PM,1/3/2019 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,3086.012,True
1/3/2019 1:00:00 PM,1/3/2019 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,3103.978,True
1/3/2019 2:00:00 PM,1/3/2019 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,3077.414,True
1/3/2019 3:00:00 PM,1/3/2019 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,3044.373,True
1/3/2019 4:00:00 PM,1/3/2019 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,3006.656,True
1/3/2019 5:00:00 PM,1/3/2019 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,3018.307,True
1/3/2019 6:00:00 PM,1/3/2019 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,2987.766,True
1/3/2019 7:00:00 PM,1/3/2019 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,2965.584,True
1/3/2019 8:00:00 PM,1/3/2019 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,2989.247,True
1/3/2019 9:00:00 PM,1/3/2019 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,3063.285,True
1/3/2019 10:00:00 PM,1/3/2019 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,3253.975,True
1/3/2019 11:00:00 PM,1/3/2019 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,3250.338,True
1/4/2019 12:00:00 AM,1/3/2019 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,3187.474,True
1/4/2019 1:00:00 AM,1/3/2019 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,3089.467,True
1/4/2019 2:00:00 AM,1/3/2019 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,3004.197,True
1/4/2019 3:00:00 AM,1/3/2019 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,2826.827,True
1/4/2019 4:00:00 AM,1/3/2019 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,2673.321,True
1/4/2019 5:00:00 AM,1/4/2019 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2562.089,True
1/4/2019 6:00:00 AM,1/4/2019 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,2494.436,True
1/4/2019 7:00:00 AM,1/4/2019 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,2477.131,True
1/4/2019 8:00:00 AM,1/4/2019 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,2497.419,True
1/4/2019 9:00:00 AM,1/4/2019 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,2633.884,True
1/4/2019 10:00:00 AM,1/4/2019 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,2848.998,True
1/4/2019 11:00:00 AM,1/4/2019 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,3189.308,True
1/4/2019 12:00:00 PM,1/4/2019 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,3390.108,True
1/4/2019 1:00:00 PM,1/4/2019 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,3393.256,True
1/4/2019 2:00:00 PM,1/4/2019 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,3332.750,True
1/4/2019 3:00:00 PM,1/4/2019 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,3239.439,True
1/4/2019 4:00:00 PM,1/4/2019 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,3167.972,True
1/4/2019 5:00:00 PM,1/4/2019 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,3113.545,True
1/4/2019 6:00:00 PM,1/4/2019 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,3080.144,True
1/4/2019 7:00:00 PM,1/4/2019 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,3086.604,True
1/4/2019 8:00:00 PM,1/4/2019 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,3095.063,True
1/4/2019 9:00:00 PM,1/4/2019 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,3145.873,True
1/4/2019 10:00:00 PM,1/4/2019 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,3254.494,True
1/4/2019 11:00:00 PM,1/4/2019 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,3124.940,True
1/5/2019 12:00:00 AM,1/4/2019 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,3016.989,True
1/5/2019 1:00:00 AM,1/4/2019 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,2885.314,True
1/5/2019 2:00:00 AM,1/4/2019 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,2813.379,True
1/5/2019 3:00:00 AM,1/4/2019 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,2638.585,True
1/5/2019 4:00:00 AM,1/4/2019 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,2511.786,True
1/5/2019 5:00:00 AM,1/5/2019 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2403.708,True
1/5/2019 6:00:00 AM,1/5/2019 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,2300.949,True
1/5/2019 7:00:00 AM,1/5/2019 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,2251.798,True
1/5/2019 8:00:00 AM,1/5/2019 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,2201.168,True
1/5/2019 9:00:00 AM,1/5/2019 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,2224.011,True
1/5/2019 10:00:00 AM,1/5/2019 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,2267.217,True
1/5/2019 11:00:00 AM,1/5/2019 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,2342.974,True
1/5/2019 12:00:00 PM,1/5/2019 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,2491.775,True
1/5/2019 1:00:00 PM,1/5/2019 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,2612.055,True
1/5/2019 2:00:00 PM,1/5/2019 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,2712.014,True
1/5/2019 3:00:00 PM,1/5/2019 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,2805.538,True
1/5/2019 4:00:00 PM,1/5/2019 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,2795.003,True
1/5/2019 5:00:00 PM,1/5/2019 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,2730.318,True
1/5/2019 6:00:00 PM,1/5/2019 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,2714.276,True
1/5/2019 7:00:00 PM,1/5/2019 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,2712.252,True
1/5/2019 8:00:00 PM,1/5/2019 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,2610.732,True
1/5/2019 9:00:00 PM,1/5/2019 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,2653.153,True
1/5/2019 10:00:00 PM,1/5/2019 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,2801.565,True
1/5/2019 11:00:00 PM,1/5/2019 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,2867.958,True
1/6/2019 12:00:00 AM,1/5/2019 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,2808.355,True
1/6/2019 1:00:00 AM,1/5/2019 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,2801.098,True
1/6/2019 2:00:00 AM,1/5/2019 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,2706.631,True
1/6/2019 3:00:00 AM,1/5/2019 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,2613.125,True
1/6/2019 4:00:00 AM,1/5/2019 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,2518.914,True
1/6/2019 5:00:00 AM,1/6/2019 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2394.525,True
1/6/2019 6:00:00 AM,1/6/2019 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,2301.561,True
1/6/2019 7:00:00 AM,1/6/2019 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,2251.620,True
1/6/2019 8:00:00 AM,1/6/2019 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,2256.444,True
1/6/2019 9:00:00 AM,1/6/2019 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,2266.765,True
1/6/2019 10:00:00 AM,1/6/2019 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,2341.103,True
1/6/2019 11:00:00 AM,1/6/2019 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,2411.961,True
1/6/2019 12:00:00 PM,1/6/2019 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,2482.377,True
1/6/2019 1:00:00 PM,1/6/2019 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,2548.956,True
1/6/2019 2:00:00 PM,1/6/2019 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,2475.278,True
1/6/2019 3:00:00 PM,1/6/2019 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,2540.896,True
1/6/2019 4:00:00 PM,1/6/2019 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,2475.887,True
1/6/2019 5:00:00 PM,1/6/2019 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,2461.801,True
1/6/2019 6:00:00 PM,1/6/2019 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,2437.753,True
1/6/2019 7:00:00 PM,1/6/2019 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,2447.170,True
1/6/2019 8:00:00 PM,1/6/2019 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,2506.096,True
1/6/2019 9:00:00 PM,1/6/2019 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,2581.141,True
1/6/2019 10:00:00 PM,1/6/2019 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,2848.993,True
1/6/2019 11:00:00 PM,1/6/2019 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,2886.265,True
1/7/2019 12:00:00 AM,1/6/2019 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,2906.251,True
1/7/2019 1:00:00 AM,1/6/2019 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,2900.274,True
1/7/2019 2:00:00 AM,1/6/2019 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,2823.616,True
1/7/2019 3:00:00 AM,1/6/2019 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,2665.900,True
1/7/2019 4:00:00 AM,1/6/2019 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,2547.078,True
1/7/2019 5:00:00 AM,1/7/2019 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2418.529,True
1/7/2019 6:00:00 AM,1/7/2019 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,2408.592,True
1/7/2019 7:00:00 AM,1/7/2019 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,2379.549,True
1/7/2019 8:00:00 AM,1/7/2019 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,2480.283,True
1/7/2019 9:00:00 AM,1/7/2019 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,2599.091,True
1/7/2019 10:00:00 AM,1/7/2019 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,2889.284,True
1/7/2019 11:00:00 AM,1/7/2019 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,3229.721,True
1/7/2019 12:00:00 PM,1/7/2019 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,3437.814,True
1/7/2019 1:00:00 PM,1/7/2019 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,3440.112,True
1/7/2019 2:00:00 PM,1/7/2019 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,3390.823,True
1/7/2019 3:00:00 PM,1/7/2019 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,3351.619,True
1/7/2019 4:00:00 PM,1/7/2019 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,3371.758,True
1/7/2019 5:00:00 PM,1/7/2019 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,3337.817,True
1/7/2019 6:00:00 PM,1/7/2019 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,3355.541,True
1/7/2019 7:00:00 PM,1/7/2019 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,3326.885,True
1/7/2019 8:00:00 PM,1/7/2019 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,3352.514,True
1/7/2019 9:00:00 PM,1/7/2019 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,3452.056,True
1/7/2019 10:00:00 PM,1/7/2019 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,3565.771,True
1/7/2019 11:00:00 PM,1/7/2019 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,3538.367,True
1/8/2019 12:00:00 AM,1/7/2019 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,3451.975,True
1/8/2019 1:00:00 AM,1/7/2019 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,3320.905,True
1/8/2019 2:00:00 AM,1/7/2019 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,3142.534,True
1/8/2019 3:00:00 AM,1/7/2019 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,2949.455,True
1/8/2019 4:00:00 AM,1/7/2019 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,2771.739,True
1/8/2019 5:00:00 AM,1/8/2019 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2562.355,True
1/8/2019 6:00:00 AM,1/8/2019 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,2510.199,True
1/8/2019 7:00:00 AM,1/8/2019 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,2481.071,True
1/8/2019 8:00:00 AM,1/8/2019 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,2453.426,True
1/8/2019 9:00:00 AM,1/8/2019 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,2537.094,True
1/8/2019 10:00:00 AM,1/8/2019 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,2774.288,True
1/8/2019 11:00:00 AM,1/8/2019 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,3123.579,True
1/8/2019 12:00:00 PM,1/8/2019 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,3343.152,True
1/8/2019 1:00:00 PM,1/8/2019 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,3311.990,True
1/8/2019 2:00:00 PM,1/8/2019 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,3264.285,True
1/8/2019 3:00:00 PM,1/8/2019 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,3187.341,True
1/8/2019 4:00:00 PM,1/8/2019 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,3119.312,True
1/8/2019 5:00:00 PM,1/8/2019 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,3023.623,True
1/8/2019 6:00:00 PM,1/8/2019 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,2934.049,True
1/8/2019 7:00:00 PM,1/8/2019 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,2842.639,True
1/8/2019 8:00:00 PM,1/8/2019 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,2852.344,True
1/8/2019 9:00:00 PM,1/8/2019 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,2943.362,True
1/8/2019 10:00:00 PM,1/8/2019 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,3090.707,True
1/8/2019 11:00:00 PM,1/8/2019 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,3087.523,True
1/9/2019 12:00:00 AM,1/8/2019 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,3014.864,True
1/9/2019 1:00:00 AM,1/8/2019 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,2902.679,True
1/9/2019 2:00:00 AM,1/8/2019 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,2754.664,True
1/9/2019 3:00:00 AM,1/8/2019 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,2596.015,True
1/9/2019 4:00:00 AM,1/8/2019 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,2405.867,True
1/9/2019 5:00:00 AM,1/9/2019 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2295.584,True
1/9/2019 6:00:00 AM,1/9/2019 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,2231.468,True
1/9/2019 7:00:00 AM,1/9/2019 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,2214.524,True
1/9/2019 8:00:00 AM,1/9/2019 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,2227.721,True
1/9/2019 9:00:00 AM,1/9/2019 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,2328.730,True
1/9/2019 10:00:00 AM,1/9/2019 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,2626.022,True
1/9/2019 11:00:00 AM,1/9/2019 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,2977.076,True
1/9/2019 12:00:00 PM,1/9/2019 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,3173.820,True
1/9/2019 1:00:00 PM,1/9/2019 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,3217.999,True
1/9/2019 2:00:00 PM,1/9/2019 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,3161.774,True
1/9/2019 3:00:00 PM,1/9/2019 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,3080.681,True
1/9/2019 4:00:00 PM,1/9/2019 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,3086.095,True
1/9/2019 5:00:00 PM,1/9/2019 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,3111.532,True
1/9/2019 6:00:00 PM,1/9/2019 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,3144.727,True
1/9/2019 7:00:00 PM,1/9/2019 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,3158.762,True
1/9/2019 8:00:00 PM,1/9/2019 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,3264.647,True
1/9/2019 9:00:00 PM,1/9/2019 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,3371.033,True
1/9/2019 10:00:00 PM,1/9/2019 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,3535.675,True
1/9/2019 11:00:00 PM,1/9/2019 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,3531.153,True
1/10/2019 12:00:00 AM,1/9/2019 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,3469.720,True
1/10/2019 1:00:00 AM,1/9/2019 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,3360.012,True
1/10/2019 2:00:00 AM,1/9/2019 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,3288.308,True
1/10/2019 3:00:00 AM,1/9/2019 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,3094.654,True
1/10/2019 4:00:00 AM,1/9/2019 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,2923.415,True
1/10/2019 5:00:00 AM,1/10/2019 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2826.664,True
1/10/2019 6:00:00 AM,1/10/2019 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,2769.583,True
1/10/2019 7:00:00 AM,1/10/2019 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,2774.345,True
1/10/2019 8:00:00 AM,1/10/2019 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,2793.750,True
1/10/2019 9:00:00 AM,1/10/2019 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,2925.670,True
1/10/2019 10:00:00 AM,1/10/2019 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,3237.481,True
1/10/2019 11:00:00 AM,1/10/2019 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,3584.724,True
1/10/2019 12:00:00 PM,1/10/2019 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,3788.425,True
1/10/2019 1:00:00 PM,1/10/2019 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,3761.050,True
1/10/2019 2:00:00 PM,1/10/2019 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,3625.596,True
1/10/2019 3:00:00 PM,1/10/2019 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,3516.484,True
1/10/2019 4:00:00 PM,1/10/2019 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,3411.269,True
1/10/2019 5:00:00 PM,1/10/2019 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,3376.813,True
1/10/2019 6:00:00 PM,1/10/2019 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,3351.302,True
1/10/2019 7:00:00 PM,1/10/2019 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,3307.590,True
1/10/2019 8:00:00 PM,1/10/2019 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,3377.281,True
1/10/2019 9:00:00 PM,1/10/2019 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,3551.288,True
1/10/2019 10:00:00 PM,1/10/2019 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,3791.379,True
1/10/2019 11:00:00 PM,1/10/2019 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,3781.111,True
