datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,51298,PEPCO,,,AGGREGATE,,25.430000,27.322355,1.107805,0.784549,25.020000,27.364613,1.070623,1.273990
1/1/2017 4:00:00 AM,12/31/2016 11:00:00 PM,51298,PEPCO,,,AGGREGATE,,24.640000,25.486471,0.045640,0.800831,24.090000,26.939663,1.802677,1.046986
1/1/2017 3:00:00 AM,12/31/2016 10:00:00 PM,51298,PEPCO,,,AGGREGATE,,25.900000,26.768067,0.053535,0.814532,25.780000,28.021676,1.260243,0.981433
1/1/2017 2:00:00 AM,12/31/2016 9:00:00 PM,51298,PEPCO,,,AGGREGATE,,26.080000,26.946048,0.046858,0.819190,27.370000,29.496542,1.140354,0.986188
1/1/2017 1:00:00 AM,12/31/2016 8:00:00 PM,51298,PEPCO,,,AGGREGATE,,27.740000,28.578787,0.024826,0.813961,28.580000,30.734025,1.193828,0.960197
1/1/2017 12:00:00 AM,12/31/2016 7:00:00 PM,51298,PEPCO,,,AGGREGATE,,31.640000,32.729638,0.068730,1.020908,29.720000,31.998693,1.304833,0.973860
12/31/2016 11:00:00 PM,12/31/2016 6:00:00 PM,51298,PEPCO,,,AGGREGATE,,40.380000,41.876149,0.093905,1.402244,31.620000,34.383033,1.741956,1.021077
12/31/2016 10:00:00 PM,12/31/2016 5:00:00 PM,51298,PEPCO,,,AGGREGATE,,40.110000,41.946617,0.177534,1.659083,31.900000,34.313680,1.313565,1.100115
12/31/2016 9:00:00 PM,12/31/2016 4:00:00 PM,51298,PEPCO,,,AGGREGATE,,32.830000,34.336845,0.117524,1.389322,26.180000,28.175845,1.106961,0.888884
12/31/2016 8:00:00 PM,12/31/2016 3:00:00 PM,51298,PEPCO,,,AGGREGATE,,27.870000,29.096513,0.075571,1.150942,24.950000,26.834559,1.055008,0.829551
12/31/2016 7:00:00 PM,12/31/2016 2:00:00 PM,51298,PEPCO,,,AGGREGATE,,27.450000,28.774912,0.217969,1.106943,24.750000,26.790623,1.272265,0.768358
12/31/2016 6:00:00 PM,12/31/2016 1:00:00 PM,51298,PEPCO,,,AGGREGATE,,30.530000,33.577053,1.780155,1.266898,25.240000,26.999859,0.988485,0.771374
12/31/2016 5:00:00 PM,12/31/2016 12:00:00 PM,51298,PEPCO,,,AGGREGATE,,26.340000,28.521644,1.050792,1.130852,26.000000,27.621786,0.861421,0.760365
12/31/2016 4:00:00 PM,12/31/2016 11:00:00 AM,51298,PEPCO,,,AGGREGATE,,27.790000,29.068267,0.152099,1.126168,27.560000,29.082082,0.791903,0.730179
12/31/2016 3:00:00 PM,12/31/2016 10:00:00 AM,51298,PEPCO,,,AGGREGATE,,28.920000,30.212928,0.062423,1.230505,28.120000,30.618442,1.673135,0.825307
12/31/2016 2:00:00 PM,12/31/2016 9:00:00 AM,51298,PEPCO,,,AGGREGATE,,28.380000,30.381302,0.643102,1.358201,29.670000,32.610181,1.984176,0.956005
12/31/2016 1:00:00 PM,12/31/2016 8:00:00 AM,51298,PEPCO,,,AGGREGATE,,27.030000,29.451288,1.015827,1.405462,29.710000,33.265650,2.553028,1.002622
12/31/2016 12:00:00 PM,12/31/2016 7:00:00 AM,51298,PEPCO,,,AGGREGATE,,44.410000,52.579508,5.863325,2.306183,28.630000,33.286213,3.594215,1.061998
12/31/2016 11:00:00 AM,12/31/2016 6:00:00 AM,51298,PEPCO,,,AGGREGATE,,27.710000,29.543950,0.376704,1.457246,26.450000,30.175177,2.661893,1.063284
12/31/2016 10:00:00 AM,12/31/2016 5:00:00 AM,51298,PEPCO,,,AGGREGATE,,33.100000,45.663508,10.884991,1.678516,24.930000,27.487658,1.601680,0.955978
12/31/2016 9:00:00 AM,12/31/2016 4:00:00 AM,51298,PEPCO,,,AGGREGATE,,26.300000,29.045306,1.430309,1.314997,24.160000,25.927674,0.987707,0.779967
12/31/2016 8:00:00 AM,12/31/2016 3:00:00 AM,51298,PEPCO,,,AGGREGATE,,39.940000,42.717380,0.865678,1.911703,24.050000,26.000693,1.198739,0.751954
12/31/2016 7:00:00 AM,12/31/2016 2:00:00 AM,51298,PEPCO,,,AGGREGATE,,28.560000,31.797218,1.881581,1.355637,23.980000,25.855771,1.146894,0.728877
12/31/2016 6:00:00 AM,12/31/2016 1:00:00 AM,51298,PEPCO,,,AGGREGATE,,26.820000,30.186093,2.102330,1.263763,24.360000,25.925457,0.825605,0.739852
12/31/2016 5:00:00 AM,12/31/2016 12:00:00 AM,51298,PEPCO,,,AGGREGATE,,34.000000,38.671791,2.995125,1.676666,25.220000,27.088622,1.060256,0.808366
12/31/2016 4:00:00 AM,12/30/2016 11:00:00 PM,51298,PEPCO,,,AGGREGATE,,26.830000,28.279907,0.050000,1.399907,25.770000,27.221620,0.542184,0.909436
12/31/2016 3:00:00 AM,12/30/2016 10:00:00 PM,51298,PEPCO,,,AGGREGATE,,26.540000,28.056080,0.112490,1.403590,27.010000,28.420051,0.454750,0.955301
12/31/2016 2:00:00 AM,12/30/2016 9:00:00 PM,51298,PEPCO,,,AGGREGATE,,28.090000,29.570624,0.000000,1.480624,31.550000,33.088232,0.433912,1.104320
12/31/2016 1:00:00 AM,12/30/2016 8:00:00 PM,51298,PEPCO,,,AGGREGATE,,26.760000,28.308475,0.144374,1.404101,32.840000,34.318412,0.401268,1.077144
12/31/2016 12:00:00 AM,12/30/2016 7:00:00 PM,51298,PEPCO,,,AGGREGATE,,27.120000,28.678393,0.171387,1.387006,34.890000,36.868625,0.763715,1.214910
12/30/2016 11:00:00 PM,12/30/2016 6:00:00 PM,51298,PEPCO,,,AGGREGATE,,28.000000,29.615696,0.261674,1.354022,38.500000,40.669823,0.851680,1.318143
12/30/2016 10:00:00 PM,12/30/2016 5:00:00 PM,51298,PEPCO,,,AGGREGATE,,47.170000,55.714640,6.183486,2.361154,44.990000,47.675268,1.027917,1.657351
12/30/2016 9:00:00 PM,12/30/2016 4:00:00 PM,51298,PEPCO,,,AGGREGATE,,26.240000,27.504429,0.035929,1.228500,32.430000,33.942641,0.236655,1.275986
12/30/2016 8:00:00 PM,12/30/2016 3:00:00 PM,51298,PEPCO,,,AGGREGATE,,25.980000,27.349133,0.208846,1.160287,27.790000,28.926241,0.191931,0.944310
12/30/2016 7:00:00 PM,12/30/2016 2:00:00 PM,51298,PEPCO,,,AGGREGATE,,25.750000,27.029363,0.125226,1.154138,27.730000,29.150777,0.442635,0.978142
12/30/2016 6:00:00 PM,12/30/2016 1:00:00 PM,51298,PEPCO,,,AGGREGATE,,26.300000,27.742703,0.249696,1.193007,28.210000,29.751055,0.528567,1.012488
12/30/2016 5:00:00 PM,12/30/2016 12:00:00 PM,51298,PEPCO,,,AGGREGATE,,27.860000,29.205528,0.221619,1.123909,28.810000,30.113776,0.215725,1.088051
12/30/2016 4:00:00 PM,12/30/2016 11:00:00 AM,51298,PEPCO,,,AGGREGATE,,30.870000,35.676332,3.632539,1.173793,30.400000,32.019868,0.480087,1.139781
12/30/2016 3:00:00 PM,12/30/2016 10:00:00 AM,51298,PEPCO,,,AGGREGATE,,28.330000,31.680927,2.144860,1.206067,32.250000,34.284727,0.772315,1.262412
12/30/2016 2:00:00 PM,12/30/2016 9:00:00 AM,51298,PEPCO,,,AGGREGATE,,26.500000,28.353581,0.699632,1.153949,31.950000,34.532126,1.296502,1.285624
12/30/2016 1:00:00 PM,12/30/2016 8:00:00 AM,51298,PEPCO,,,AGGREGATE,,29.350000,33.222063,2.540361,1.331702,31.910000,34.792089,1.603891,1.278198
12/30/2016 12:00:00 PM,12/30/2016 7:00:00 AM,51298,PEPCO,,,AGGREGATE,,28.950000,34.821739,4.477225,1.394514,31.700000,35.946085,2.987587,1.258498
12/30/2016 11:00:00 AM,12/30/2016 6:00:00 AM,51298,PEPCO,,,AGGREGATE,,25.110000,28.558570,2.248084,1.200486,30.020000,32.658906,1.426131,1.212775
12/30/2016 10:00:00 AM,12/30/2016 5:00:00 AM,51298,PEPCO,,,AGGREGATE,,24.390000,26.336312,0.828667,1.117645,25.280000,26.509686,0.272972,0.956714
12/30/2016 9:00:00 AM,12/30/2016 4:00:00 AM,51298,PEPCO,,,AGGREGATE,,24.180000,25.222154,0.026786,1.015368,23.750000,24.627716,0.103002,0.774714
12/30/2016 8:00:00 AM,12/30/2016 3:00:00 AM,51298,PEPCO,,,AGGREGATE,,23.360000,24.279797,0.011672,0.908125,22.950000,23.792161,0.094648,0.747513
12/30/2016 7:00:00 AM,12/30/2016 2:00:00 AM,51298,PEPCO,,,AGGREGATE,,23.050000,24.001244,0.044470,0.906774,22.810000,23.647995,0.087602,0.750393
12/30/2016 6:00:00 AM,12/30/2016 1:00:00 AM,51298,PEPCO,,,AGGREGATE,,23.240000,24.258948,0.076371,0.942577,23.210000,24.008006,0.030000,0.768006
12/30/2016 5:00:00 AM,12/30/2016 12:00:00 AM,51298,PEPCO,,,AGGREGATE,,23.900000,24.950071,0.043719,1.006352,23.870000,24.711292,0.010000,0.831292
12/30/2016 4:00:00 AM,12/29/2016 11:00:00 PM,51298,PEPCO,,,AGGREGATE,,24.380000,25.460491,0.064599,1.015892,25.160000,26.518118,0.552160,0.805958
12/30/2016 3:00:00 AM,12/29/2016 10:00:00 PM,51298,PEPCO,,,AGGREGATE,,25.890000,27.010350,0.009998,1.110352,27.490000,28.399388,0.287139,0.622249
12/30/2016 2:00:00 AM,12/29/2016 9:00:00 PM,51298,PEPCO,,,AGGREGATE,,26.040000,27.583836,0.367012,1.176824,31.720000,32.854161,0.400618,0.733543
12/30/2016 1:00:00 AM,12/29/2016 8:00:00 PM,51298,PEPCO,,,AGGREGATE,,25.860000,27.469142,0.339775,1.269367,33.570000,35.473468,1.237783,0.665685
12/30/2016 12:00:00 AM,12/29/2016 7:00:00 PM,51298,PEPCO,,,AGGREGATE,,26.680000,27.969838,0.000000,1.289838,34.230000,35.759071,0.824915,0.704156
12/29/2016 11:00:00 PM,12/29/2016 6:00:00 PM,51298,PEPCO,,,AGGREGATE,,26.290000,27.480305,0.000000,1.190305,35.160000,36.526824,0.657063,0.709761
12/29/2016 10:00:00 PM,12/29/2016 5:00:00 PM,51298,PEPCO,,,AGGREGATE,,28.870000,36.767416,6.676165,1.221251,40.260000,42.447252,1.202602,0.984650
12/29/2016 9:00:00 PM,12/29/2016 4:00:00 PM,51298,PEPCO,,,AGGREGATE,,23.460000,24.573447,0.256344,0.857102,30.180000,31.191889,0.217799,0.794090
12/29/2016 8:00:00 PM,12/29/2016 3:00:00 PM,51298,PEPCO,,,AGGREGATE,,23.250000,24.091252,-0.048734,0.889986,28.030000,28.816194,0.183456,0.602738
12/29/2016 7:00:00 PM,12/29/2016 2:00:00 PM,51298,PEPCO,,,AGGREGATE,,24.230000,25.154765,-0.110550,1.035316,27.910000,28.800538,0.247530,0.643008
12/29/2016 6:00:00 PM,12/29/2016 1:00:00 PM,51298,PEPCO,,,AGGREGATE,,25.840000,26.988492,-0.088011,1.236503,28.570000,29.752841,0.459713,0.723128
12/29/2016 5:00:00 PM,12/29/2016 12:00:00 PM,51298,PEPCO,,,AGGREGATE,,26.380000,27.579293,-0.088555,1.287849,29.560000,30.422974,0.158830,0.704144
12/29/2016 4:00:00 PM,12/29/2016 11:00:00 AM,51298,PEPCO,,,AGGREGATE,,26.240000,27.491568,-0.025842,1.277411,30.360000,31.137422,0.088997,0.688425
12/29/2016 3:00:00 PM,12/29/2016 10:00:00 AM,51298,PEPCO,,,AGGREGATE,,26.160000,27.726919,0.264324,1.302595,31.580000,32.770801,0.536776,0.654025
12/29/2016 2:00:00 PM,12/29/2016 9:00:00 AM,51298,PEPCO,,,AGGREGATE,,26.290000,27.593172,-0.071801,1.374972,33.010000,34.679508,0.979113,0.690395
12/29/2016 1:00:00 PM,12/29/2016 8:00:00 AM,51298,PEPCO,,,AGGREGATE,,25.780000,27.028314,-0.071291,1.319604,30.500000,32.460175,1.279524,0.680651
12/29/2016 12:00:00 PM,12/29/2016 7:00:00 AM,51298,PEPCO,,,AGGREGATE,,25.000000,26.301637,0.060881,1.240755,31.540000,33.846884,1.741230,0.565654
12/29/2016 11:00:00 AM,12/29/2016 6:00:00 AM,51298,PEPCO,,,AGGREGATE,,23.630000,24.832717,0.055949,1.146768,28.320000,29.898966,0.878298,0.700668
12/29/2016 10:00:00 AM,12/29/2016 5:00:00 AM,51298,PEPCO,,,AGGREGATE,,23.660000,25.277220,0.523714,1.093506,25.050000,25.830059,0.239068,0.540991
12/29/2016 9:00:00 AM,12/29/2016 4:00:00 AM,51298,PEPCO,,,AGGREGATE,,23.060000,25.273373,1.238831,0.974542,23.010000,23.606289,0.234162,0.362127
12/29/2016 8:00:00 AM,12/29/2016 3:00:00 AM,51298,PEPCO,,,AGGREGATE,,22.820000,24.434078,0.671919,0.942159,22.690000,23.223654,0.212994,0.320660
12/29/2016 7:00:00 AM,12/29/2016 2:00:00 AM,51298,PEPCO,,,AGGREGATE,,23.600000,24.732330,0.151261,0.981069,22.700000,23.240241,0.204162,0.336079
12/29/2016 6:00:00 AM,12/29/2016 1:00:00 AM,51298,PEPCO,,,AGGREGATE,,23.540000,24.882621,0.350000,0.992621,22.820000,23.316955,0.191256,0.305699
12/29/2016 5:00:00 AM,12/29/2016 12:00:00 AM,51298,PEPCO,,,AGGREGATE,,23.920000,24.997051,0.050000,1.027051,24.050000,24.526839,0.135290,0.341549
12/29/2016 4:00:00 AM,12/28/2016 11:00:00 PM,51298,PEPCO,,,AGGREGATE,,23.640000,24.749298,0.150000,0.959298,24.740000,25.221904,0.178810,0.303094
12/29/2016 3:00:00 AM,12/28/2016 10:00:00 PM,51298,PEPCO,,,AGGREGATE,,27.130000,28.099549,-0.067969,1.037518,26.890000,27.365917,0.168495,0.307422
12/29/2016 2:00:00 AM,12/28/2016 9:00:00 PM,51298,PEPCO,,,AGGREGATE,,29.380000,30.515912,-0.010000,1.145912,29.590000,30.086961,0.113177,0.383784
12/29/2016 1:00:00 AM,12/28/2016 8:00:00 PM,51298,PEPCO,,,AGGREGATE,,35.770000,36.854914,-0.131361,1.216275,34.530000,35.046583,0.160654,0.355929
12/29/2016 12:00:00 AM,12/28/2016 7:00:00 PM,51298,PEPCO,,,AGGREGATE,,68.340000,70.353788,-0.186513,2.200301,35.670000,36.289054,0.261612,0.357442
