datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2018 5:00:00 AM,1/1/2018 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,3825.767,True
1/1/2018 6:00:00 AM,1/1/2018 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,3783.487,True
1/1/2018 7:00:00 AM,1/1/2018 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,3755.850,True
1/1/2018 8:00:00 AM,1/1/2018 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,3758.579,True
1/1/2018 9:00:00 AM,1/1/2018 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,3789.200,True
1/1/2018 10:00:00 AM,1/1/2018 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,3931.894,True
1/1/2018 11:00:00 AM,1/1/2018 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,3988.881,True
1/1/2018 12:00:00 PM,1/1/2018 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,4050.723,True
1/1/2018 1:00:00 PM,1/1/2018 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,4000.849,True
1/1/2018 2:00:00 PM,1/1/2018 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,3951.986,True
1/1/2018 3:00:00 PM,1/1/2018 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,3898.801,True
1/1/2018 4:00:00 PM,1/1/2018 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,3863.449,True
1/1/2018 5:00:00 PM,1/1/2018 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,3884.974,True
1/1/2018 6:00:00 PM,1/1/2018 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,3903.128,True
1/1/2018 7:00:00 PM,1/1/2018 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,3921.421,True
1/1/2018 8:00:00 PM,1/1/2018 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,3903.964,True
1/1/2018 9:00:00 PM,1/1/2018 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,4056.632,True
1/1/2018 10:00:00 PM,1/1/2018 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,4276.107,True
1/1/2018 11:00:00 PM,1/1/2018 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,4282.036,True
1/2/2018 12:00:00 AM,1/1/2018 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,4339.767,True
1/2/2018 1:00:00 AM,1/1/2018 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,4299.212,True
1/2/2018 2:00:00 AM,1/1/2018 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,4275.392,True
1/2/2018 3:00:00 AM,1/1/2018 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,4144.101,True
1/2/2018 4:00:00 AM,1/1/2018 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,3954.924,True
1/2/2018 5:00:00 AM,1/2/2018 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,3876.303,True
1/2/2018 6:00:00 AM,1/2/2018 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,3812.891,True
1/2/2018 7:00:00 AM,1/2/2018 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,3857.595,True
1/2/2018 8:00:00 AM,1/2/2018 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,3907.464,True
1/2/2018 9:00:00 AM,1/2/2018 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,4012.505,True
1/2/2018 10:00:00 AM,1/2/2018 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,4224.603,True
1/2/2018 11:00:00 AM,1/2/2018 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,4555.913,True
1/2/2018 12:00:00 PM,1/2/2018 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,4734.042,True
1/2/2018 1:00:00 PM,1/2/2018 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,4695.883,True
1/2/2018 2:00:00 PM,1/2/2018 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,4604.203,True
1/2/2018 3:00:00 PM,1/2/2018 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,4426.232,True
1/2/2018 4:00:00 PM,1/2/2018 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,4352.736,True
1/2/2018 5:00:00 PM,1/2/2018 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,4270.927,True
1/2/2018 6:00:00 PM,1/2/2018 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,4152.250,True
1/2/2018 7:00:00 PM,1/2/2018 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,4120.690,True
1/2/2018 8:00:00 PM,1/2/2018 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,4107.505,True
1/2/2018 9:00:00 PM,1/2/2018 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,4254.771,True
1/2/2018 10:00:00 PM,1/2/2018 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,4465.871,True
1/2/2018 11:00:00 PM,1/2/2018 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,4521.207,True
1/3/2018 12:00:00 AM,1/2/2018 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,4445.297,True
1/3/2018 1:00:00 AM,1/2/2018 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,4401.965,True
1/3/2018 2:00:00 AM,1/2/2018 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,4248.481,True
1/3/2018 3:00:00 AM,1/2/2018 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,4061.585,True
1/3/2018 4:00:00 AM,1/2/2018 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,3901.563,True
1/3/2018 5:00:00 AM,1/3/2018 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,3761.487,True
1/3/2018 6:00:00 AM,1/3/2018 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,3738.918,True
1/3/2018 7:00:00 AM,1/3/2018 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,3795.723,True
1/3/2018 8:00:00 AM,1/3/2018 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,3818.678,True
1/3/2018 9:00:00 AM,1/3/2018 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,3957.678,True
1/3/2018 10:00:00 AM,1/3/2018 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,4195.419,True
1/3/2018 11:00:00 AM,1/3/2018 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,4525.294,True
1/3/2018 12:00:00 PM,1/3/2018 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,4726.965,True
1/3/2018 1:00:00 PM,1/3/2018 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,4586.912,True
1/3/2018 2:00:00 PM,1/3/2018 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,4378.227,True
1/3/2018 3:00:00 PM,1/3/2018 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,4220.259,True
1/3/2018 4:00:00 PM,1/3/2018 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,4078.882,True
1/3/2018 5:00:00 PM,1/3/2018 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,4045.351,True
1/3/2018 6:00:00 PM,1/3/2018 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,3858.435,True
1/3/2018 7:00:00 PM,1/3/2018 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,3745.190,True
1/3/2018 8:00:00 PM,1/3/2018 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,3845.392,True
1/3/2018 9:00:00 PM,1/3/2018 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,3948.560,True
1/3/2018 10:00:00 PM,1/3/2018 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,4132.695,True
1/3/2018 11:00:00 PM,1/3/2018 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,4143.324,True
1/4/2018 12:00:00 AM,1/3/2018 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,4082.936,True
1/4/2018 1:00:00 AM,1/3/2018 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,3985.306,True
1/4/2018 2:00:00 AM,1/3/2018 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,3858.121,True
1/4/2018 3:00:00 AM,1/3/2018 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,3624.667,True
1/4/2018 4:00:00 AM,1/3/2018 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,3457.846,True
1/4/2018 5:00:00 AM,1/4/2018 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,3323.866,True
1/4/2018 6:00:00 AM,1/4/2018 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,3312.594,True
1/4/2018 7:00:00 AM,1/4/2018 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,3304.028,True
1/4/2018 8:00:00 AM,1/4/2018 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,3365.728,True
1/4/2018 9:00:00 AM,1/4/2018 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,3512.573,True
1/4/2018 10:00:00 AM,1/4/2018 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,3748.864,True
1/4/2018 11:00:00 AM,1/4/2018 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,4022.225,True
1/4/2018 12:00:00 PM,1/4/2018 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,4170.264,True
1/4/2018 1:00:00 PM,1/4/2018 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,4283.191,True
1/4/2018 2:00:00 PM,1/4/2018 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,4297.457,True
1/4/2018 3:00:00 PM,1/4/2018 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,4340.295,True
1/4/2018 4:00:00 PM,1/4/2018 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,4351.982,True
1/4/2018 5:00:00 PM,1/4/2018 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,4353.952,True
1/4/2018 6:00:00 PM,1/4/2018 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,4373.161,True
1/4/2018 7:00:00 PM,1/4/2018 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,4321.230,True
1/4/2018 8:00:00 PM,1/4/2018 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,4284.916,True
1/4/2018 9:00:00 PM,1/4/2018 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,4335.334,True
1/4/2018 10:00:00 PM,1/4/2018 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,4635.555,True
1/4/2018 11:00:00 PM,1/4/2018 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,4666.321,True
1/5/2018 12:00:00 AM,1/4/2018 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,4643.736,True
1/5/2018 1:00:00 AM,1/4/2018 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,4593.020,True
1/5/2018 2:00:00 AM,1/4/2018 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,4499.975,True
1/5/2018 3:00:00 AM,1/4/2018 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,4315.638,True
1/5/2018 4:00:00 AM,1/4/2018 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,4187.811,True
1/5/2018 5:00:00 AM,1/5/2018 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,4083.717,True
1/5/2018 6:00:00 AM,1/5/2018 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,4024.256,True
1/5/2018 7:00:00 AM,1/5/2018 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,4034.674,True
1/5/2018 8:00:00 AM,1/5/2018 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,4053.158,True
1/5/2018 9:00:00 AM,1/5/2018 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,4168.321,True
1/5/2018 10:00:00 AM,1/5/2018 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,4372.406,True
1/5/2018 11:00:00 AM,1/5/2018 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,4635.620,True
1/5/2018 12:00:00 PM,1/5/2018 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,4827.634,True
1/5/2018 1:00:00 PM,1/5/2018 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,4823.215,True
1/5/2018 2:00:00 PM,1/5/2018 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,4735.696,True
1/5/2018 3:00:00 PM,1/5/2018 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,4629.484,True
1/5/2018 4:00:00 PM,1/5/2018 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,4532.005,True
1/5/2018 5:00:00 PM,1/5/2018 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,4456.582,True
1/5/2018 6:00:00 PM,1/5/2018 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,4392.231,True
1/5/2018 7:00:00 PM,1/5/2018 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,4351.261,True
1/5/2018 8:00:00 PM,1/5/2018 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,4419.732,True
1/5/2018 9:00:00 PM,1/5/2018 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,4606.443,True
1/5/2018 10:00:00 PM,1/5/2018 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,4862.584,True
1/5/2018 11:00:00 PM,1/5/2018 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,4855.944,True
1/6/2018 12:00:00 AM,1/5/2018 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,4793.740,True
1/6/2018 1:00:00 AM,1/5/2018 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,4722.712,True
1/6/2018 2:00:00 AM,1/5/2018 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,4589.415,True
1/6/2018 3:00:00 AM,1/5/2018 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,4417.925,True
1/6/2018 4:00:00 AM,1/5/2018 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,4294.733,True
1/6/2018 5:00:00 AM,1/6/2018 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,4182.329,True
1/6/2018 6:00:00 AM,1/6/2018 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,4126.545,True
1/6/2018 7:00:00 AM,1/6/2018 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,4087.788,True
1/6/2018 8:00:00 AM,1/6/2018 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,4100.943,True
1/6/2018 9:00:00 AM,1/6/2018 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,4165.081,True
1/6/2018 10:00:00 AM,1/6/2018 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,4238.229,True
1/6/2018 11:00:00 AM,1/6/2018 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,4351.076,True
1/6/2018 12:00:00 PM,1/6/2018 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,4468.573,True
1/6/2018 1:00:00 PM,1/6/2018 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,4505.578,True
1/6/2018 2:00:00 PM,1/6/2018 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,4493.697,True
1/6/2018 3:00:00 PM,1/6/2018 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,4444.509,True
1/6/2018 4:00:00 PM,1/6/2018 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,4346.700,True
1/6/2018 5:00:00 PM,1/6/2018 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,4283.969,True
1/6/2018 6:00:00 PM,1/6/2018 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,4203.500,True
1/6/2018 7:00:00 PM,1/6/2018 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,4198.753,True
1/6/2018 8:00:00 PM,1/6/2018 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,4214.053,True
1/6/2018 9:00:00 PM,1/6/2018 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,4385.764,True
1/6/2018 10:00:00 PM,1/6/2018 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,4647.051,True
1/6/2018 11:00:00 PM,1/6/2018 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,4729.574,True
1/7/2018 12:00:00 AM,1/6/2018 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,4713.206,True
1/7/2018 1:00:00 AM,1/6/2018 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,4661.668,True
1/7/2018 2:00:00 AM,1/6/2018 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,4599.010,True
1/7/2018 3:00:00 AM,1/6/2018 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,4459.687,True
1/7/2018 4:00:00 AM,1/6/2018 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,4372.405,True
1/7/2018 5:00:00 AM,1/7/2018 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,4263.784,True
1/7/2018 6:00:00 AM,1/7/2018 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,4183.483,True
1/7/2018 7:00:00 AM,1/7/2018 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,4186.602,True
1/7/2018 8:00:00 AM,1/7/2018 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,4174.160,True
1/7/2018 9:00:00 AM,1/7/2018 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,4220.290,True
1/7/2018 10:00:00 AM,1/7/2018 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,4276.802,True
1/7/2018 11:00:00 AM,1/7/2018 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,4362.574,True
1/7/2018 12:00:00 PM,1/7/2018 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,4461.272,True
1/7/2018 1:00:00 PM,1/7/2018 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,4487.019,True
1/7/2018 2:00:00 PM,1/7/2018 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,4334.757,True
1/7/2018 3:00:00 PM,1/7/2018 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,4251.257,True
1/7/2018 4:00:00 PM,1/7/2018 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,4130.486,True
1/7/2018 5:00:00 PM,1/7/2018 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,4030.727,True
1/7/2018 6:00:00 PM,1/7/2018 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,3988.370,True
1/7/2018 7:00:00 PM,1/7/2018 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,3958.486,True
1/7/2018 8:00:00 PM,1/7/2018 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,3966.770,True
1/7/2018 9:00:00 PM,1/7/2018 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,4108.939,True
1/7/2018 10:00:00 PM,1/7/2018 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,4364.458,True
1/7/2018 11:00:00 PM,1/7/2018 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,4458.590,True
1/8/2018 12:00:00 AM,1/7/2018 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,4441.390,True
1/8/2018 1:00:00 AM,1/7/2018 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,4430.014,True
1/8/2018 2:00:00 AM,1/7/2018 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,4283.708,True
1/8/2018 3:00:00 AM,1/7/2018 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,4117.294,True
1/8/2018 4:00:00 AM,1/7/2018 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,3948.947,True
1/8/2018 5:00:00 AM,1/8/2018 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,3816.357,True
1/8/2018 6:00:00 AM,1/8/2018 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,3749.671,True
1/8/2018 7:00:00 AM,1/8/2018 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,3736.959,True
1/8/2018 8:00:00 AM,1/8/2018 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,3741.216,True
1/8/2018 9:00:00 AM,1/8/2018 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,3835.224,True
1/8/2018 10:00:00 AM,1/8/2018 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,3988.926,True
1/8/2018 11:00:00 AM,1/8/2018 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,4350.097,True
1/8/2018 12:00:00 PM,1/8/2018 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,4488.295,True
1/8/2018 1:00:00 PM,1/8/2018 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,4422.031,True
1/8/2018 2:00:00 PM,1/8/2018 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,4353.823,True
1/8/2018 3:00:00 PM,1/8/2018 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,4119.592,True
1/8/2018 4:00:00 PM,1/8/2018 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,4030.053,True
1/8/2018 5:00:00 PM,1/8/2018 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,4004.387,True
1/8/2018 6:00:00 PM,1/8/2018 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,4009.801,True
1/8/2018 7:00:00 PM,1/8/2018 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,3957.366,True
1/8/2018 8:00:00 PM,1/8/2018 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,3981.935,True
1/8/2018 9:00:00 PM,1/8/2018 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,4063.217,True
1/8/2018 10:00:00 PM,1/8/2018 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,4207.525,True
1/8/2018 11:00:00 PM,1/8/2018 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,4119.436,True
1/9/2018 12:00:00 AM,1/8/2018 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,3994.354,True
1/9/2018 1:00:00 AM,1/8/2018 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,3821.486,True
1/9/2018 2:00:00 AM,1/8/2018 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,3667.621,True
1/9/2018 3:00:00 AM,1/8/2018 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,3414.049,True
1/9/2018 4:00:00 AM,1/8/2018 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,3240.672,True
1/9/2018 5:00:00 AM,1/9/2018 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,3011.013,True
1/9/2018 6:00:00 AM,1/9/2018 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,2958.627,True
1/9/2018 7:00:00 AM,1/9/2018 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,2956.268,True
1/9/2018 8:00:00 AM,1/9/2018 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,3004.297,True
1/9/2018 9:00:00 AM,1/9/2018 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,3119.538,True
1/9/2018 10:00:00 AM,1/9/2018 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,3352.367,True
1/9/2018 11:00:00 AM,1/9/2018 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,3705.185,True
1/9/2018 12:00:00 PM,1/9/2018 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,3896.880,True
1/9/2018 1:00:00 PM,1/9/2018 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,3875.336,True
1/9/2018 2:00:00 PM,1/9/2018 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,3695.697,True
1/9/2018 3:00:00 PM,1/9/2018 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,3625.011,True
1/9/2018 4:00:00 PM,1/9/2018 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,3528.401,True
1/9/2018 5:00:00 PM,1/9/2018 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,3459.787,True
1/9/2018 6:00:00 PM,1/9/2018 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,3321.285,True
1/9/2018 7:00:00 PM,1/9/2018 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,3235.368,True
1/9/2018 8:00:00 PM,1/9/2018 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,3264.604,True
1/9/2018 9:00:00 PM,1/9/2018 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,3366.303,True
1/9/2018 10:00:00 PM,1/9/2018 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,3518.874,True
1/9/2018 11:00:00 PM,1/9/2018 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,3607.179,True
1/10/2018 12:00:00 AM,1/9/2018 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,3579.732,True
1/10/2018 1:00:00 AM,1/9/2018 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,3498.402,True
1/10/2018 2:00:00 AM,1/9/2018 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,3387.896,True
1/10/2018 3:00:00 AM,1/9/2018 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,3221.312,True
1/10/2018 4:00:00 AM,1/9/2018 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,3080.948,True
1/10/2018 5:00:00 AM,1/10/2018 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2947.609,True
1/10/2018 6:00:00 AM,1/10/2018 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,2888.713,True
1/10/2018 7:00:00 AM,1/10/2018 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,2843.110,True
1/10/2018 8:00:00 AM,1/10/2018 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,2907.258,True
1/10/2018 9:00:00 AM,1/10/2018 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,2973.457,True
1/10/2018 10:00:00 AM,1/10/2018 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,3278.791,True
1/10/2018 11:00:00 AM,1/10/2018 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,3638.165,True
1/10/2018 12:00:00 PM,1/10/2018 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,3846.044,True
1/10/2018 1:00:00 PM,1/10/2018 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,3788.103,True
1/10/2018 2:00:00 PM,1/10/2018 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,3683.592,True
1/10/2018 3:00:00 PM,1/10/2018 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,3575.139,True
1/10/2018 4:00:00 PM,1/10/2018 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,3544.427,True
1/10/2018 5:00:00 PM,1/10/2018 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,3512.396,True
1/10/2018 6:00:00 PM,1/10/2018 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,3457.919,True
1/10/2018 7:00:00 PM,1/10/2018 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,3452.789,True
1/10/2018 8:00:00 PM,1/10/2018 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,3442.547,True
