datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da
11/1/2019 3:00,10/31/2019 23:00,51298,PEPCO,,,ZONE,,21.25,23.295518,2.060602,-0.015084,20.97,23.900047,3.008257,-0.07821
11/1/2019 2:00,10/31/2019 22:00,51298,PEPCO,,,ZONE,,24.029167,27.566484,3.514332,0.022986,22.77,26.608556,3.866697,-0.028141
11/1/2019 1:00,10/31/2019 21:00,51298,PEPCO,,,ZONE,,29.521667,35.694411,6.063727,0.109018,29.45,35.664129,6.358806,-0.144677
11/1/2019 0:00,10/31/2019 20:00,51298,PEPCO,,,ZONE,,34.11,43.749605,9.31507,0.324535,33.52,39.75078,6.218231,0.012549
10/31/2019 23:00,10/31/2019 19:00,51298,PEPCO,,,ZONE,,44.308333,64.620824,19.774818,0.537673,33.61,40.442592,6.693291,0.139301
10/31/2019 22:00,10/31/2019 18:00,51298,PEPCO,,,ZONE,,23.255833,25.12642,1.50404,0.366546,32.22,37.303596,4.878786,0.20481
10/31/2019 21:00,10/31/2019 17:00,51298,PEPCO,,,ZONE,,22.003333,25.607264,3.173283,0.430647,27.71,31.800212,4.085984,0.004228
10/31/2019 20:00,10/31/2019 16:00,51298,PEPCO,,,ZONE,,23.0925,24.738562,1.204507,0.441555,27.91,31.765315,3.80916,0.046155
10/31/2019 19:00,10/31/2019 15:00,51298,PEPCO,,,ZONE,,22.698333,25.360217,2.282663,0.379221,26.84,30.807985,4.021271,-0.053286
10/31/2019 18:00,10/31/2019 14:00,51298,PEPCO,,,ZONE,,22.876667,26.493628,3.248227,0.368734,27.6,32.332918,4.808521,-0.075603
10/31/2019 17:00,10/31/2019 13:00,51298,PEPCO,,,ZONE,,23.544167,26.941349,3.009008,0.388175,28.6,33.199437,4.68861,-0.089173
10/31/2019 16:00,10/31/2019 12:00,51298,PEPCO,,,ZONE,,23.124167,27.273671,3.787033,0.362471,29.21,34.394782,5.310126,-0.125344
10/31/2019 15:00,10/31/2019 11:00,51298,PEPCO,,,ZONE,,28.44,29.621144,0.828122,0.353023,29.37,34.488251,5.286412,-0.168161
