forecast_execution_date_ept,forecast_date,region,total_outages_mw,planned_outages_mw,maintenance_outages_mw,forced_outages_mw
1/1/2016 12:00:00 AM,1/7/2016 12:00:00 AM,Western,4967,2261,1946,760
12/31/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Mid Atlantic - Dominion,5063,1525,2827,711
12/31/2015 12:00:00 AM,12/31/2015 12:00:00 AM,PJM RTO,15599,3696,6137,5766
12/31/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Western,10536,2171,3310,5055
12/31/2015 12:00:00 AM,1/1/2016 12:00:00 AM,Mid Atlantic - Dominion,4392,1525,2245,622
12/31/2015 12:00:00 AM,1/1/2016 12:00:00 AM,PJM RTO,12512,3696,5351,3465
12/31/2015 12:00:00 AM,1/1/2016 12:00:00 AM,Western,8120,2171,3106,2843
12/31/2015 12:00:00 AM,1/2/2016 12:00:00 AM,Mid Atlantic - Dominion,5770,1537,3621,612
12/31/2015 12:00:00 AM,1/2/2016 12:00:00 AM,PJM RTO,12860,3628,5969,3263
12/31/2015 12:00:00 AM,1/2/2016 12:00:00 AM,Western,7090,2091,2348,2651
12/31/2015 12:00:00 AM,1/3/2016 12:00:00 AM,Mid Atlantic - Dominion,3477,1537,1328,612
12/31/2015 12:00:00 AM,1/3/2016 12:00:00 AM,PJM RTO,8705,3628,3164,1913
12/31/2015 12:00:00 AM,1/3/2016 12:00:00 AM,Western,5228,2091,1836,1301
12/31/2015 12:00:00 AM,1/4/2016 12:00:00 AM,Mid Atlantic - Dominion,4103,1537,1954,612
12/31/2015 12:00:00 AM,1/4/2016 12:00:00 AM,PJM RTO,7642,3798,2106,1738
12/31/2015 12:00:00 AM,1/4/2016 12:00:00 AM,Western,3539,2261,152,1126
12/31/2015 12:00:00 AM,1/5/2016 12:00:00 AM,Mid Atlantic - Dominion,3396,1546,1526,324
12/31/2015 12:00:00 AM,1/5/2016 12:00:00 AM,PJM RTO,6805,3807,1567,1431
12/31/2015 12:00:00 AM,1/5/2016 12:00:00 AM,Western,3409,2261,41,1107
12/31/2015 12:00:00 AM,1/6/2016 12:00:00 AM,Mid Atlantic - Dominion,2987,760,1903,324
12/31/2015 12:00:00 AM,1/6/2016 12:00:00 AM,PJM RTO,6556,3021,2104,1431
12/31/2015 12:00:00 AM,1/6/2016 12:00:00 AM,Western,3569,2261,201,1107
12/30/2015 12:00:00 AM,12/30/2015 12:00:00 AM,Mid Atlantic - Dominion,7178,1525,3873,1780
12/30/2015 12:00:00 AM,12/30/2015 12:00:00 AM,PJM RTO,17116,3721,7481,5914
12/30/2015 12:00:00 AM,12/30/2015 12:00:00 AM,Western,9938,2196,3608,4134
12/30/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Mid Atlantic - Dominion,6183,1525,3695,963
12/30/2015 12:00:00 AM,12/31/2015 12:00:00 AM,PJM RTO,14691,3641,6524,4526
12/30/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Western,8508,2116,2829,3563
12/30/2015 12:00:00 AM,1/1/2016 12:00:00 AM,Mid Atlantic - Dominion,4805,1525,2418,862
12/30/2015 12:00:00 AM,1/1/2016 12:00:00 AM,PJM RTO,13106,3641,5256,4209
12/30/2015 12:00:00 AM,1/1/2016 12:00:00 AM,Western,8301,2116,2838,3347
12/30/2015 12:00:00 AM,1/2/2016 12:00:00 AM,Mid Atlantic - Dominion,5574,1537,3175,862
12/30/2015 12:00:00 AM,1/2/2016 12:00:00 AM,PJM RTO,12497,3603,4693,4201
12/30/2015 12:00:00 AM,1/2/2016 12:00:00 AM,Western,6923,2066,1518,3339
12/30/2015 12:00:00 AM,1/3/2016 12:00:00 AM,Mid Atlantic - Dominion,3913,1537,1514,862
12/30/2015 12:00:00 AM,1/3/2016 12:00:00 AM,PJM RTO,8350,3603,2686,2061
12/30/2015 12:00:00 AM,1/3/2016 12:00:00 AM,Western,4437,2066,1172,1199
12/30/2015 12:00:00 AM,1/4/2016 12:00:00 AM,Mid Atlantic - Dominion,4539,1537,2140,862
12/30/2015 12:00:00 AM,1/4/2016 12:00:00 AM,PJM RTO,8077,3773,2243,2061
12/30/2015 12:00:00 AM,1/4/2016 12:00:00 AM,Western,3538,2236,103,1199
12/30/2015 12:00:00 AM,1/5/2016 12:00:00 AM,Mid Atlantic - Dominion,4319,1546,2199,574
12/30/2015 12:00:00 AM,1/5/2016 12:00:00 AM,PJM RTO,7832,3782,2296,1754
12/30/2015 12:00:00 AM,1/5/2016 12:00:00 AM,Western,3513,2236,97,1180
12/29/2015 12:00:00 AM,12/29/2015 12:00:00 AM,Mid Atlantic - Dominion,8405,1525,6014,866
12/29/2015 12:00:00 AM,12/29/2015 12:00:00 AM,PJM RTO,21257,3721,11769,5767
12/29/2015 12:00:00 AM,12/29/2015 12:00:00 AM,Western,12852,2196,5755,4901
12/29/2015 12:00:00 AM,12/30/2015 12:00:00 AM,Mid Atlantic - Dominion,7035,739,5590,706
12/29/2015 12:00:00 AM,12/30/2015 12:00:00 AM,PJM RTO,17228,2935,10056,4237
12/29/2015 12:00:00 AM,12/30/2015 12:00:00 AM,Western,10193,2196,4466,3531
12/29/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Mid Atlantic - Dominion,5588,739,4152,697
12/29/2015 12:00:00 AM,12/31/2015 12:00:00 AM,PJM RTO,14083,2855,7066,4162
12/29/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Western,8495,2116,2914,3465
12/29/2015 12:00:00 AM,1/1/2016 12:00:00 AM,Mid Atlantic - Dominion,3262,739,1939,584
12/29/2015 12:00:00 AM,1/1/2016 12:00:00 AM,PJM RTO,11466,2855,4864,3747
12/29/2015 12:00:00 AM,1/1/2016 12:00:00 AM,Western,8204,2116,2925,3163
12/29/2015 12:00:00 AM,1/2/2016 12:00:00 AM,Mid Atlantic - Dominion,4125,751,2790,584
12/29/2015 12:00:00 AM,1/2/2016 12:00:00 AM,PJM RTO,10951,2817,4395,3739
12/29/2015 12:00:00 AM,1/2/2016 12:00:00 AM,Western,6826,2066,1605,3155
12/29/2015 12:00:00 AM,1/3/2016 12:00:00 AM,Mid Atlantic - Dominion,2640,751,1305,584
12/29/2015 12:00:00 AM,1/3/2016 12:00:00 AM,PJM RTO,6980,2817,2564,1599
12/29/2015 12:00:00 AM,1/3/2016 12:00:00 AM,Western,4340,2066,1259,1015
12/29/2015 12:00:00 AM,1/4/2016 12:00:00 AM,Mid Atlantic - Dominion,3266,751,1931,584
12/29/2015 12:00:00 AM,1/4/2016 12:00:00 AM,PJM RTO,6527,2897,2031,1599
12/29/2015 12:00:00 AM,1/4/2016 12:00:00 AM,Western,3261,2146,100,1015
12/28/2015 12:00:00 AM,12/28/2015 12:00:00 AM,Mid Atlantic - Dominion,7723,1525,5123,1075
12/28/2015 12:00:00 AM,12/28/2015 12:00:00 AM,PJM RTO,19277,4306,9806,5165
12/28/2015 12:00:00 AM,12/28/2015 12:00:00 AM,Western,11554,2781,4683,4090
12/28/2015 12:00:00 AM,12/29/2015 12:00:00 AM,Mid Atlantic - Dominion,7599,1525,5341,733
12/28/2015 12:00:00 AM,12/29/2015 12:00:00 AM,PJM RTO,18258,3721,10511,4026
12/28/2015 12:00:00 AM,12/29/2015 12:00:00 AM,Western,10659,2196,5170,3293
12/28/2015 12:00:00 AM,12/30/2015 12:00:00 AM,Mid Atlantic - Dominion,6562,739,5131,692
12/28/2015 12:00:00 AM,12/30/2015 12:00:00 AM,PJM RTO,15951,2935,9045,3971
12/28/2015 12:00:00 AM,12/30/2015 12:00:00 AM,Western,9389,2196,3914,3279
12/28/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Mid Atlantic - Dominion,5050,739,3625,686
12/28/2015 12:00:00 AM,12/31/2015 12:00:00 AM,PJM RTO,12235,2855,5425,3955
12/28/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Western,7185,2116,1800,3269
12/28/2015 12:00:00 AM,1/1/2016 12:00:00 AM,Mid Atlantic - Dominion,2783,739,1463,581
12/28/2015 12:00:00 AM,1/1/2016 12:00:00 AM,PJM RTO,8318,2855,3279,2184
12/28/2015 12:00:00 AM,1/1/2016 12:00:00 AM,Western,5535,2116,1816,1603
12/28/2015 12:00:00 AM,1/2/2016 12:00:00 AM,Mid Atlantic - Dominion,3646,751,2314,581
12/28/2015 12:00:00 AM,1/2/2016 12:00:00 AM,PJM RTO,8253,2817,3260,2176
12/28/2015 12:00:00 AM,1/2/2016 12:00:00 AM,Western,4607,2066,946,1595
12/28/2015 12:00:00 AM,1/3/2016 12:00:00 AM,Mid Atlantic - Dominion,2634,751,1302,581
12/28/2015 12:00:00 AM,1/3/2016 12:00:00 AM,PJM RTO,6201,2817,1998,1386
12/28/2015 12:00:00 AM,1/3/2016 12:00:00 AM,Western,3567,2066,696,805
12/27/2015 12:00:00 AM,12/27/2015 12:00:00 AM,Mid Atlantic - Dominion,7460,1525,4702,1233
12/27/2015 12:00:00 AM,12/27/2015 12:00:00 AM,PJM RTO,19141,4306,8409,6426
12/27/2015 12:00:00 AM,12/27/2015 12:00:00 AM,Western,11681,2781,3707,5193
12/27/2015 12:00:00 AM,12/28/2015 12:00:00 AM,Mid Atlantic - Dominion,7477,2139,4978,360
12/27/2015 12:00:00 AM,12/28/2015 12:00:00 AM,PJM RTO,17584,4920,8431,4233
12/27/2015 12:00:00 AM,12/28/2015 12:00:00 AM,Western,10107,2781,3453,3873
12/27/2015 12:00:00 AM,12/29/2015 12:00:00 AM,Mid Atlantic - Dominion,7614,2139,5118,357
12/27/2015 12:00:00 AM,12/29/2015 12:00:00 AM,PJM RTO,16948,4335,8968,3645
12/27/2015 12:00:00 AM,12/29/2015 12:00:00 AM,Western,9334,2196,3850,3288
12/27/2015 12:00:00 AM,12/30/2015 12:00:00 AM,Mid Atlantic - Dominion,6618,1353,4908,357
12/27/2015 12:00:00 AM,12/30/2015 12:00:00 AM,PJM RTO,14682,3549,7502,3631
12/27/2015 12:00:00 AM,12/30/2015 12:00:00 AM,Western,8064,2196,2594,3274
12/27/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Mid Atlantic - Dominion,5224,1353,3520,351
12/27/2015 12:00:00 AM,12/31/2015 12:00:00 AM,PJM RTO,11084,3469,4000,3615
12/27/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Western,5860,2116,480,3264
12/27/2015 12:00:00 AM,1/1/2016 12:00:00 AM,Mid Atlantic - Dominion,3064,1353,1463,248
12/27/2015 12:00:00 AM,1/1/2016 12:00:00 AM,PJM RTO,7274,3469,1959,1846
12/27/2015 12:00:00 AM,1/1/2016 12:00:00 AM,Western,4210,2116,496,1598
12/27/2015 12:00:00 AM,1/2/2016 12:00:00 AM,Mid Atlantic - Dominion,3313,751,2314,248
12/27/2015 12:00:00 AM,1/2/2016 12:00:00 AM,PJM RTO,7915,2817,3260,1838
12/27/2015 12:00:00 AM,1/2/2016 12:00:00 AM,Western,4602,2066,946,1590
12/26/2015 12:00:00 AM,12/26/2015 12:00:00 AM,Mid Atlantic - Dominion,6865,1525,4342,998
12/26/2015 12:00:00 AM,12/26/2015 12:00:00 AM,PJM RTO,20172,4306,9408,6458
12/26/2015 12:00:00 AM,12/26/2015 12:00:00 AM,Western,13307,2781,5066,5460
12/26/2015 12:00:00 AM,12/27/2015 12:00:00 AM,Mid Atlantic - Dominion,6875,1525,4972,378
12/26/2015 12:00:00 AM,12/27/2015 12:00:00 AM,PJM RTO,19242,4306,10508,4428
12/26/2015 12:00:00 AM,12/27/2015 12:00:00 AM,Western,12367,2781,5536,4050
12/26/2015 12:00:00 AM,12/28/2015 12:00:00 AM,Mid Atlantic - Dominion,7520,2139,5005,376
12/26/2015 12:00:00 AM,12/28/2015 12:00:00 AM,PJM RTO,19118,4920,9772,4426
12/26/2015 12:00:00 AM,12/28/2015 12:00:00 AM,Western,11598,2781,4767,4050
12/26/2015 12:00:00 AM,12/29/2015 12:00:00 AM,Mid Atlantic - Dominion,7660,2139,5148,373
12/26/2015 12:00:00 AM,12/29/2015 12:00:00 AM,PJM RTO,17975,4335,9802,3838
12/26/2015 12:00:00 AM,12/29/2015 12:00:00 AM,Western,10315,2196,4654,3465
12/26/2015 12:00:00 AM,12/30/2015 12:00:00 AM,Mid Atlantic - Dominion,6666,1353,4940,373
12/26/2015 12:00:00 AM,12/30/2015 12:00:00 AM,PJM RTO,15652,3549,8279,3824
12/26/2015 12:00:00 AM,12/30/2015 12:00:00 AM,Western,8986,2196,3339,3451
12/26/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Mid Atlantic - Dominion,5272,1353,3552,367
12/26/2015 12:00:00 AM,12/31/2015 12:00:00 AM,PJM RTO,12564,3469,5287,3808
12/26/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Western,7292,2116,1735,3441
12/26/2015 12:00:00 AM,1/1/2016 12:00:00 AM,Mid Atlantic - Dominion,3080,1353,1463,264
12/26/2015 12:00:00 AM,1/1/2016 12:00:00 AM,PJM RTO,7396,3469,1894,2033
12/26/2015 12:00:00 AM,1/1/2016 12:00:00 AM,Western,4316,2116,431,1769
12/25/2015 12:00:00 AM,12/25/2015 12:00:00 AM,Mid Atlantic - Dominion,6207,1525,3742,940
12/25/2015 12:00:00 AM,12/25/2015 12:00:00 AM,PJM RTO,16651,4306,5649,6696
12/25/2015 12:00:00 AM,12/25/2015 12:00:00 AM,Western,10444,2781,1907,5756
12/25/2015 12:00:00 AM,12/26/2015 12:00:00 AM,Mid Atlantic - Dominion,7018,1525,4621,872
12/25/2015 12:00:00 AM,12/26/2015 12:00:00 AM,PJM RTO,20413,4306,9807,6300
12/25/2015 12:00:00 AM,12/26/2015 12:00:00 AM,Western,13395,2781,5186,5428
12/25/2015 12:00:00 AM,12/27/2015 12:00:00 AM,Mid Atlantic - Dominion,6957,1525,5074,358
12/25/2015 12:00:00 AM,12/27/2015 12:00:00 AM,PJM RTO,19307,4306,10610,4391
12/25/2015 12:00:00 AM,12/27/2015 12:00:00 AM,Western,12350,2781,5536,4033
12/25/2015 12:00:00 AM,12/28/2015 12:00:00 AM,Mid Atlantic - Dominion,7602,2139,5107,356
12/25/2015 12:00:00 AM,12/28/2015 12:00:00 AM,PJM RTO,18598,4920,9874,3804
12/25/2015 12:00:00 AM,12/28/2015 12:00:00 AM,Western,10996,2781,4767,3448
12/25/2015 12:00:00 AM,12/29/2015 12:00:00 AM,Mid Atlantic - Dominion,7741,2139,5249,353
12/25/2015 12:00:00 AM,12/29/2015 12:00:00 AM,PJM RTO,18039,4335,9903,3801
12/25/2015 12:00:00 AM,12/29/2015 12:00:00 AM,Western,10298,2196,4654,3448
12/25/2015 12:00:00 AM,12/30/2015 12:00:00 AM,Mid Atlantic - Dominion,6747,1353,5041,353
12/25/2015 12:00:00 AM,12/30/2015 12:00:00 AM,PJM RTO,15716,3549,8380,3787
12/25/2015 12:00:00 AM,12/30/2015 12:00:00 AM,Western,8969,2196,3339,3434
12/25/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Mid Atlantic - Dominion,5353,1353,3653,347
12/25/2015 12:00:00 AM,12/31/2015 12:00:00 AM,PJM RTO,12628,3469,5388,3771
12/25/2015 12:00:00 AM,12/31/2015 12:00:00 AM,Western,7275,2116,1735,3424
12/24/2015 12:00:00 AM,12/24/2015 12:00:00 AM,Mid Atlantic - Dominion,7603,1525,4312,1766
12/24/2015 12:00:00 AM,12/24/2015 12:00:00 AM,PJM RTO,20340,4306,8500,7534
12/24/2015 12:00:00 AM,12/24/2015 12:00:00 AM,Western,12737,2781,4188,5768
12/24/2015 12:00:00 AM,12/25/2015 12:00:00 AM,Mid Atlantic - Dominion,7401,1525,4649,1227
12/24/2015 12:00:00 AM,12/25/2015 12:00:00 AM,PJM RTO,17857,4306,6556,6995
12/24/2015 12:00:00 AM,12/25/2015 12:00:00 AM,Western,10456,2781,1907,5768
12/24/2015 12:00:00 AM,12/26/2015 12:00:00 AM,Mid Atlantic - Dominion,8122,1525,5386,1211
12/24/2015 12:00:00 AM,12/26/2015 12:00:00 AM,PJM RTO,21339,4306,10457,6576
12/24/2015 12:00:00 AM,12/26/2015 12:00:00 AM,Western,13217,2781,5071,5365
12/24/2015 12:00:00 AM,12/27/2015 12:00:00 AM,Mid Atlantic - Dominion,7758,1525,5022,1211
12/24/2015 12:00:00 AM,12/27/2015 12:00:00 AM,PJM RTO,19715,4306,10153,5256
12/24/2015 12:00:00 AM,12/27/2015 12:00:00 AM,Western,11957,2781,5131,4045
12/24/2015 12:00:00 AM,12/28/2015 12:00:00 AM,Mid Atlantic - Dominion,8263,2139,4912,1212
12/24/2015 12:00:00 AM,12/28/2015 12:00:00 AM,PJM RTO,18883,4920,9291,4672
12/24/2015 12:00:00 AM,12/28/2015 12:00:00 AM,Western,10620,2781,4379,3460
12/24/2015 12:00:00 AM,12/29/2015 12:00:00 AM,Mid Atlantic - Dominion,8554,2139,5204,1211
12/24/2015 12:00:00 AM,12/29/2015 12:00:00 AM,PJM RTO,18459,4335,9453,4671
12/24/2015 12:00:00 AM,12/29/2015 12:00:00 AM,Western,9905,2196,4249,3460
12/24/2015 12:00:00 AM,12/30/2015 12:00:00 AM,Mid Atlantic - Dominion,7560,1353,4996,1211
12/24/2015 12:00:00 AM,12/30/2015 12:00:00 AM,PJM RTO,17451,3549,9245,4657
12/24/2015 12:00:00 AM,12/30/2015 12:00:00 AM,Western,9891,2196,4249,3446
12/23/2015 12:00:00 AM,12/23/2015 12:00:00 AM,Mid Atlantic - Dominion,9045,1525,5890,1630
12/23/2015 12:00:00 AM,12/23/2015 12:00:00 AM,PJM RTO,23726,4306,11102,8318
12/23/2015 12:00:00 AM,12/23/2015 12:00:00 AM,Western,14681,2781,5212,6688
12/23/2015 12:00:00 AM,12/24/2015 12:00:00 AM,Mid Atlantic - Dominion,8519,1525,5415,1579
12/23/2015 12:00:00 AM,12/24/2015 12:00:00 AM,PJM RTO,20413,4306,8919,7188
12/23/2015 12:00:00 AM,12/24/2015 12:00:00 AM,Western,11894,2781,3504,5609
12/23/2015 12:00:00 AM,12/25/2015 12:00:00 AM,Mid Atlantic - Dominion,8277,1525,5173,1579
12/23/2015 12:00:00 AM,12/25/2015 12:00:00 AM,PJM RTO,19583,4306,8249,7028
12/23/2015 12:00:00 AM,12/25/2015 12:00:00 AM,Western,11306,2781,3076,5449
12/23/2015 12:00:00 AM,12/26/2015 12:00:00 AM,Mid Atlantic - Dominion,9056,1525,5952,1579
12/23/2015 12:00:00 AM,12/26/2015 12:00:00 AM,PJM RTO,20151,4306,9220,6625
12/23/2015 12:00:00 AM,12/26/2015 12:00:00 AM,Western,11095,2781,3268,5046
12/23/2015 12:00:00 AM,12/27/2015 12:00:00 AM,Mid Atlantic - Dominion,7511,1525,4407,1579
12/23/2015 12:00:00 AM,12/27/2015 12:00:00 AM,PJM RTO,17201,4226,7670,5305
12/23/2015 12:00:00 AM,12/27/2015 12:00:00 AM,Western,9690,2701,3263,3726
12/23/2015 12:00:00 AM,12/28/2015 12:00:00 AM,Mid Atlantic - Dominion,6721,2139,3278,1304
12/23/2015 12:00:00 AM,12/28/2015 12:00:00 AM,PJM RTO,14493,4255,5853,4385
12/23/2015 12:00:00 AM,12/28/2015 12:00:00 AM,Western,7772,2116,2575,3081
12/23/2015 12:00:00 AM,12/29/2015 12:00:00 AM,Mid Atlantic - Dominion,6831,2139,3388,1304
12/23/2015 12:00:00 AM,12/29/2015 12:00:00 AM,PJM RTO,14748,4255,6244,4249
12/23/2015 12:00:00 AM,12/29/2015 12:00:00 AM,Western,7917,2116,2856,2945
12/22/2015 12:00:00 AM,12/22/2015 12:00:00 AM,Mid Atlantic - Dominion,9128,1525,6855,748
12/22/2015 12:00:00 AM,12/22/2015 12:00:00 AM,PJM RTO,24873,4306,14422,6145
12/22/2015 12:00:00 AM,12/22/2015 12:00:00 AM,Western,15745,2781,7567,5397
12/22/2015 12:00:00 AM,12/23/2015 12:00:00 AM,Mid Atlantic - Dominion,8578,1525,6300,753
12/22/2015 12:00:00 AM,12/23/2015 12:00:00 AM,PJM RTO,20740,4306,11555,4879
12/22/2015 12:00:00 AM,12/23/2015 12:00:00 AM,Western,12162,2781,5255,4126
12/22/2015 12:00:00 AM,12/24/2015 12:00:00 AM,Mid Atlantic - Dominion,7275,1525,5046,704
12/22/2015 12:00:00 AM,12/24/2015 12:00:00 AM,PJM RTO,17059,4306,8083,4670
12/22/2015 12:00:00 AM,12/24/2015 12:00:00 AM,Western,9784,2781,3037,3966
12/22/2015 12:00:00 AM,12/25/2015 12:00:00 AM,Mid Atlantic - Dominion,7618,2139,4775,704
12/22/2015 12:00:00 AM,12/25/2015 12:00:00 AM,PJM RTO,16924,4920,8239,3765
12/22/2015 12:00:00 AM,12/25/2015 12:00:00 AM,Western,9306,2781,3464,3061
12/22/2015 12:00:00 AM,12/26/2015 12:00:00 AM,Mid Atlantic - Dominion,8438,2139,5595,704
12/22/2015 12:00:00 AM,12/26/2015 12:00:00 AM,PJM RTO,18692,4920,10135,3637
12/22/2015 12:00:00 AM,12/26/2015 12:00:00 AM,Western,10254,2781,4540,2933
12/22/2015 12:00:00 AM,12/27/2015 12:00:00 AM,Mid Atlantic - Dominion,6534,2139,3691,704
12/22/2015 12:00:00 AM,12/27/2015 12:00:00 AM,PJM RTO,16468,4840,7991,3637
12/22/2015 12:00:00 AM,12/27/2015 12:00:00 AM,Western,9934,2701,4300,2933
12/22/2015 12:00:00 AM,12/28/2015 12:00:00 AM,Mid Atlantic - Dominion,5435,2139,2867,429
12/22/2015 12:00:00 AM,12/28/2015 12:00:00 AM,PJM RTO,14361,4255,6744,3362
12/22/2015 12:00:00 AM,12/28/2015 12:00:00 AM,Western,8926,2116,3877,2933
12/21/2015 12:00:00 AM,12/21/2015 12:00:00 AM,Mid Atlantic - Dominion,9421,1525,6520,1376
12/21/2015 12:00:00 AM,12/21/2015 12:00:00 AM,PJM RTO,23940,5106,11939,6895
12/21/2015 12:00:00 AM,12/21/2015 12:00:00 AM,Western,14519,3581,5419,5519
12/21/2015 12:00:00 AM,12/22/2015 12:00:00 AM,Mid Atlantic - Dominion,8958,1525,6551,882
12/21/2015 12:00:00 AM,12/22/2015 12:00:00 AM,PJM RTO,21348,4306,12300,4742
12/21/2015 12:00:00 AM,12/22/2015 12:00:00 AM,Western,12390,2781,5749,3860
12/21/2015 12:00:00 AM,12/23/2015 12:00:00 AM,Mid Atlantic - Dominion,6123,1525,3875,723
12/21/2015 12:00:00 AM,12/23/2015 12:00:00 AM,PJM RTO,16805,4306,8463,4036
12/21/2015 12:00:00 AM,12/23/2015 12:00:00 AM,Western,10682,2781,4588,3313
12/21/2015 12:00:00 AM,12/24/2015 12:00:00 AM,Mid Atlantic - Dominion,5172,1416,3326,430
12/21/2015 12:00:00 AM,12/24/2015 12:00:00 AM,PJM RTO,14142,4197,6362,3583
12/21/2015 12:00:00 AM,12/24/2015 12:00:00 AM,Western,8970,2781,3036,3153
12/21/2015 12:00:00 AM,12/25/2015 12:00:00 AM,Mid Atlantic - Dominion,4797,2030,2337,430
12/21/2015 12:00:00 AM,12/25/2015 12:00:00 AM,PJM RTO,14364,4811,6130,3423
12/21/2015 12:00:00 AM,12/25/2015 12:00:00 AM,Western,9567,2781,3793,2993
12/21/2015 12:00:00 AM,12/26/2015 12:00:00 AM,Mid Atlantic - Dominion,5617,2030,3157,430
12/21/2015 12:00:00 AM,12/26/2015 12:00:00 AM,PJM RTO,15058,4811,6960,3287
12/21/2015 12:00:00 AM,12/26/2015 12:00:00 AM,Western,9441,2781,3803,2857
12/21/2015 12:00:00 AM,12/27/2015 12:00:00 AM,Mid Atlantic - Dominion,5301,2030,2841,430
12/21/2015 12:00:00 AM,12/27/2015 12:00:00 AM,PJM RTO,14967,4731,6949,3287
12/21/2015 12:00:00 AM,12/27/2015 12:00:00 AM,Western,9666,2701,4108,2857
12/20/2015 12:00:00 AM,12/20/2015 12:00:00 AM,Mid Atlantic - Dominion,10434,1525,7164,1745
12/20/2015 12:00:00 AM,12/20/2015 12:00:00 AM,PJM RTO,24224,4521,13562,6141
12/20/2015 12:00:00 AM,12/20/2015 12:00:00 AM,Western,13790,2996,6398,4396
12/20/2015 12:00:00 AM,12/21/2015 12:00:00 AM,Mid Atlantic - Dominion,10474,1525,7524,1425
12/20/2015 12:00:00 AM,12/21/2015 12:00:00 AM,PJM RTO,22711,5106,12203,5402
12/20/2015 12:00:00 AM,12/21/2015 12:00:00 AM,Western,12237,3581,4679,3977
12/20/2015 12:00:00 AM,12/22/2015 12:00:00 AM,Mid Atlantic - Dominion,8564,1525,6157,882
12/20/2015 12:00:00 AM,12/22/2015 12:00:00 AM,PJM RTO,19800,4306,11956,3538
12/20/2015 12:00:00 AM,12/22/2015 12:00:00 AM,Western,11236,2781,5799,2656
12/20/2015 12:00:00 AM,12/23/2015 12:00:00 AM,Mid Atlantic - Dominion,5823,1525,3575,723
12/20/2015 12:00:00 AM,12/23/2015 12:00:00 AM,PJM RTO,15576,4306,8163,3107
12/20/2015 12:00:00 AM,12/23/2015 12:00:00 AM,Western,9753,2781,4588,2384
12/20/2015 12:00:00 AM,12/24/2015 12:00:00 AM,Mid Atlantic - Dominion,4872,1416,3026,430
12/20/2015 12:00:00 AM,12/24/2015 12:00:00 AM,PJM RTO,12913,4197,6062,2654
12/20/2015 12:00:00 AM,12/24/2015 12:00:00 AM,Western,8041,2781,3036,2224
12/20/2015 12:00:00 AM,12/25/2015 12:00:00 AM,Mid Atlantic - Dominion,4822,2030,2362,430
