time,latitude,longitude,timezone,type,summary,icon,precipIntensity,precipProbability,precipType,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility
2019-01-03 05:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0,0,none,44.26,41.59,38.49,0.8,1017.0,4.84,4.84,173,0.98,0,8.163
2019-01-03 06:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0,0,none,44.5,41.78,38.54,0.79,1015.9,4.97,5.64,184,1.0,0,8.35
2019-01-03 07:00:00,38.84833,-77.03417,America/New_York,historical,Mostly Cloudy,partly-cloudy-night,0,0,none,44.49,42.36,38.67,0.8,1015.4,4.18,5.29,205,0.87,0,8.733
2019-01-03 08:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,44.45,42.49,38.72,0.8,1014.6,3.96,4.33,232,0.31,0,8.748
2019-01-03 09:00:00,38.84833,-77.03417,America/New_York,historical,Mostly Cloudy,partly-cloudy-night,0,0,none,44.21,44.21,38.98,0.82,1013.9,2.19,3.89,244,0.76,0,8.618
2019-01-03 10:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0,0,none,44.11,44.11,39.44,0.84,1013.3,1.44,2.64,259,0.93,0,8.233
2019-01-03 11:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0,0,none,44.18,44.18,39.51,0.84,1013.6,1.14,1.2,267,1.0,0,7.997
2019-01-03 12:00:00,38.84833,-77.03417,America/New_York,historical,Mostly Cloudy,partly-cloudy-night,0,0,none,44.36,44.36,39.63,0.83,1014.2,1.61,1.61,238,0.65,0,8.159
2019-01-03 13:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-day,0,0,none,43.85,43.85,39.29,0.84,1015.1,2.52,2.52,254,0.3,0,9.682
2019-01-03 14:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-day,0,0,none,45.06,45.06,39.86,0.82,1015.9,1.91,1.91,271,0.13,0,8.166
2019-01-03 15:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-day,0,0,none,47.25,44.75,39.25,0.74,1016.7,5.37,5.37,310,0.18,1,8.51
2019-01-03 16:00:00,38.84833,-77.03417,America/New_York,historical,Partly Cloudy,partly-cloudy-day,0,0,none,49.18,45.5,36.15,0.61,1016.6,8.67,9.37,324,0.46,2,9.061
2019-01-03 17:00:00,38.84833,-77.03417,America/New_York,historical,Partly Cloudy,partly-cloudy-day,0,0,none,49.64,46.21,33.47,0.54,1016.2,8.32,12.16,329,0.36,2,9.758
2019-01-03 18:00:00,38.84833,-77.03417,America/New_York,historical,Partly Cloudy,partly-cloudy-day,0,0,none,49.4,46.08,31.7,0.5,1016.2,7.88,13.01,321,0.44,2,8.887
2019-01-03 19:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-day,0,0,none,49.38,46.3,30.57,0.48,1015.9,7.31,9.61,322,0.31,1,8.878
2019-01-03 20:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-day,0,0,none,49.05,46.59,30.06,0.48,1016.3,5.91,6.92,325,0.24,1,9.617
2019-01-03 21:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-day,0,0,none,48.43,46.09,29.12,0.47,1016.3,5.47,5.47,328,0.24,0,8.917
2019-01-03 22:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,46.71,46.71,29.44,0.51,1016.6,1.79,2.25,322,0.2,0,9.703
2019-01-03 23:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,43.9,42.47,30.28,0.58,1017.4,3.3,3.3,330,0.26,0,9.476
2019-01-04 00:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,41.94,41.94,31.1,0.65,1018.0,1.52,2.44,21,0.06,0,9.366
2019-01-04 01:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,39.75,39.75,31.11,0.71,1018.7,1.18,1.35,3,0.0,0,9.201
2019-01-04 02:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,38.66,38.66,30.63,0.73,1019.3,0.29,1.0,69,0.05,0,9.516
2019-01-04 03:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,36.0,36.0,30.32,0.8,1019.2,0.48,1.51,29,0.0,0,9.516
2019-01-04 04:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,32.31,32.31,30.06,0.91,1019.1,1.05,1.05,28,0.07,0,10.0
2019-01-04 05:00:00,38.84833,-77.03417,America/New_York,historical,Partly Cloudy,partly-cloudy-night,0.0,0.0,none,34.27,34.27,29.62,0.83,1018.9,0.94,0.94,137,0.36,0,8.602
2019-01-04 06:00:00,38.84833,-77.03417,America/New_York,historical,Partly Cloudy,partly-cloudy-night,0.0,0.0,none,32.85,32.85,29.52,0.87,1018.8,0.63,1.26,142,0.5,0,8.107
2019-01-04 07:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0.0,0.0,none,33.14,33.14,29.66,0.87,1018.6,0.38,0.38,150,0.2,0,5.027
2019-01-04 08:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0.0,0.0,none,33.04,33.04,29.88,0.88,1018.4,1.11,1.11,183,0.1,0,6.287
2019-01-04 09:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0.0,0.0,none,33.25,33.25,30.0,0.88,1018.1,1.79,1.88,227,0.0,0,7.452
2019-01-04 10:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0.0,0.0,none,33.87,33.87,30.47,0.87,1018.1,0.44,1.02,11,0.17,0,7.604
2019-01-04 11:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0.0,0.0,none,33.1,33.1,30.02,0.88,1018.1,0.5,0.91,182,0.0,0,6.696
2019-01-04 12:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0.0,0.0,none,33.22,33.22,30.52,0.9,1017.9,1.13,1.13,175,0.0,0,7.402
2019-01-04 13:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-day,0.0,0.0,none,33.69,33.69,31.1,0.9,1018.1,1.27,1.27,192,0.16,0,6.693
2019-01-04 14:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-day,0.0,0.0,none,35.03,35.03,32.35,0.9,1018.5,2.72,2.72,186,0.18,0,7.091
2019-01-04 15:00:00,38.84833,-77.03417,America/New_York,historical,Mostly Cloudy,partly-cloudy-day,0.0,0.0,none,38.03,38.03,34.47,0.87,1018.5,1.97,1.97,173,0.6,1,7.281
2019-01-04 16:00:00,38.84833,-77.03417,America/New_York,historical,Partly Cloudy,partly-cloudy-day,0.0,0.0,none,41.86,40.38,36.85,0.82,1017.1,3.08,3.08,185,0.39,2,9.539
2019-01-04 17:00:00,38.84833,-77.03417,America/New_York,historical,Partly Cloudy,partly-cloudy-day,0.0,0.0,none,44.01,41.8,37.62,0.78,1015.9,4.18,4.18,199,0.32,2,9.489
2019-01-04 18:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,45.59,43.15,37.78,0.74,1015.0,4.84,14.95,180,0.99,2,10.0
2019-01-04 19:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,47.36,45.81,38.43,0.71,1013.8,4.02,4.02,181,0.95,1,9.564
2019-01-04 20:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,48.21,46.22,39.0,0.7,1013.0,4.84,4.84,174,0.9,1,9.502
2019-01-04 21:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,48.43,47.11,41.21,0.76,1012.8,3.92,4.93,165,0.98,0,9.501
2019-01-04 22:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,48.38,48.38,41.61,0.77,1012.1,2.83,2.83,133,1.0,0,9.431
2019-01-04 23:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,47.78,46.49,41.66,0.79,1011.5,3.77,3.77,125,1.0,0,8.67
2019-01-05 00:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,47.6,45.93,42.43,0.82,1010.0,4.23,4.97,111,1.0,0,9.147
2019-01-05 01:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,46.71,45.21,42.69,0.86,1009.2,3.83,3.83,108,1.0,0,7.026
2019-01-05 02:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,46.11,45.12,43.19,0.89,1008.5,3.15,4.1,65,1.0,0,4.673
2019-01-05 03:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0019,0.3,rain,45.27,43.14,43.85,0.95,1006.8,4.33,4.33,62,1.0,0,4.847
2019-01-05 04:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0007,0.13,rain,44.91,42.74,43.44,0.95,1005.7,4.31,5.79,70,1.0,0,4.21
2019-01-05 05:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,44.52,41.04,43.37,0.96,1004.2,6.16,8.17,77,1.0,0,4.234
2019-01-05 06:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,44.46,42.05,43.25,0.95,1002.6,4.54,4.54,84,1.0,0,3.784
2019-01-05 07:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.002,0.12,rain,44.62,44.62,43.84,0.97,1001.7,2.66,4.41,80,1.0,0,5.021
2019-01-05 08:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0511,0.19,rain,44.61,41.64,43.95,0.98,1001.3,5.36,5.36,22,1.0,0,2.861
2019-01-05 09:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,45.01,45.01,44.03,0.96,1000.0,1.87,2.86,6,1.0,0,5.273
2019-01-05 10:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,45.08,45.08,44.03,0.96,999.1,2.11,2.17,21,1.0,0,6.217
2019-01-05 11:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,45.17,45.17,44.01,0.96,998.2,2.46,2.46,342,1.0,0,5.148
2019-01-05 12:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,44.93,43.44,44.4,0.98,998.3,3.51,3.51,321,1.0,0,3.593
2019-01-05 13:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,44.94,42.66,44.24,0.97,998.8,4.45,4.45,311,1.0,0,3.781
2019-01-05 14:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,44.81,42.2,43.71,0.96,999.9,4.88,4.88,309,1.0,0,4.759
2019-01-05 15:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,45.18,41.75,43.85,0.95,1000.6,6.3,6.61,291,1.0,1,8.38
2019-01-05 16:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,45.78,42.07,43.78,0.93,1000.8,7.07,8.83,287,1.0,2,9.273
2019-01-05 17:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,46.97,42.61,43.94,0.89,1001.1,9.12,10.44,289,1.0,2,9.536
2019-01-05 18:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,49.64,44.93,43.33,0.79,1001.2,12.13,19.51,294,0.94,2,9.563
2019-01-05 19:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,49.38,44.45,42.49,0.77,1002.0,12.69,23.24,298,1.0,1,9.311
2019-01-05 20:00:00,38.84833,-77.03417,America/New_York,historical,Overcast,cloudy,0.0,0.0,none,49.75,45.24,42.08,0.75,1002.8,11.54,18.39,307,1.0,1,8.624
2019-01-05 21:00:00,38.84833,-77.03417,America/New_York,historical,Partly Cloudy,partly-cloudy-day,0.0,0.0,none,52.62,52.62,40.97,0.64,1004.4,9.9,14.91,308,0.5,0,8.471
2019-01-05 22:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0.0,0.0,none,52.45,52.45,39.22,0.61,1005.8,7.49,10.34,302,0.06,0,8.442
2019-01-05 23:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0.0,0.0,none,51.21,51.21,38.13,0.61,1007.0,4.76,5.91,288,0.0,0,8.034
2019-01-06 00:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0.0,0.0,none,51.1,51.1,37.88,0.6,1008.5,7.24,8.81,291,0.0,0,8.988
2019-01-06 01:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0.0,0.0,none,50.29,50.29,37.31,0.61,1009.6,7.84,9.79,289,0.0,0,9.138
2019-01-06 02:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0.0,0.0,none,49.84,47.22,36.56,0.6,1010.4,6.51,6.81,289,0.0,0,9.224
2019-01-06 03:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0.0,0.0,none,48.46,46.74,36.26,0.63,1010.8,4.5,6.26,278,0.0,0,9.222
2019-01-06 04:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0.0,0.0,none,47.73,45.29,36.29,0.64,1011.2,5.43,5.43,272,0.0,0,9.17
2019-01-06 05:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,46.75,45.41,35.2,0.64,1011.1,3.63,3.63,287,0.0,0,8.018
2019-01-06 06:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,46.59,45.28,35.09,0.64,1011.8,3.57,3.57,267,0.0,0,8.306
2019-01-06 07:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,45.04,45.04,35.37,0.69,1012.4,2.36,2.36,266,0.0,0,8.139
2019-01-06 08:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,42.69,42.69,34.61,0.73,1012.9,1.76,1.76,232,0.0,0,7.337
2019-01-06 09:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,41.57,41.57,34.09,0.75,1013.0,1.26,1.34,207,0.05,0,7.829
2019-01-06 10:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,41.35,41.35,34.0,0.75,1013.4,0.81,1.11,229,0.0,0,8.184
2019-01-06 11:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,40.39,37.74,33.14,0.75,1013.6,4.03,4.03,246,0.0,0,9.694
2019-01-06 12:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,39.61,39.61,32.69,0.76,1014.6,1.98,1.98,232,0.01,0,9.174
2019-01-06 13:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-day,0,0,none,41.97,41.97,32.83,0.7,1015.7,1.22,2.04,281,0.0,0,8.756
2019-01-06 14:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-day,0,0,none,47.0,43.61,35.04,0.63,1016.8,6.91,6.91,280,0.16,0,9.342
2019-01-06 15:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-day,0,0,none,51.46,51.46,36.11,0.56,1017.7,9.85,11.81,303,0.13,1,9.615
2019-01-06 16:00:00,38.84833,-77.03417,America/New_York,historical,Partly Cloudy,partly-cloudy-day,0,0,none,53.04,53.04,35.51,0.51,1017.9,12.04,21.05,324,0.44,2,9.531
2019-01-06 17:00:00,38.84833,-77.03417,America/New_York,historical,Partly Cloudy,partly-cloudy-day,0,0,none,53.81,53.81,34.75,0.48,1018.0,11.55,18.73,322,0.38,2,9.453
2019-01-06 18:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-day,0,0,none,54.59,54.59,33.08,0.44,1018.0,9.98,15.93,318,0.21,2,8.147
2019-01-06 19:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-day,0,0,none,55.19,55.19,31.36,0.4,1018.4,10.95,13.94,316,0.18,2,8.368
2019-01-06 20:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-day,0,0,none,54.99,54.99,28.94,0.37,1019.3,9.81,17.0,307,0.12,1,9.177
2019-01-06 21:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-day,0,0,none,54.46,54.46,26.85,0.34,1020.2,10.16,14.38,317,0.01,0,9.402
2019-01-06 22:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,51.67,51.67,26.54,0.37,1021.2,6.39,9.0,335,0.0,0,9.611
2019-01-06 23:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,49.23,46.76,25.36,0.39,1022.6,5.98,8.91,340,0.0,0,9.662
2019-01-07 00:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,47.81,46.21,24.63,0.4,1024.1,4.18,8.44,341,0.0,0,9.262
2019-01-07 01:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,45.5,43.51,25.26,0.45,1025.0,4.21,4.99,335,0.0,0,8.932
2019-01-07 02:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,43.83,41.13,25.1,0.47,1025.8,4.78,4.78,324,0.0,0,9.301
2019-01-07 03:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,42.57,39.4,24.55,0.49,1026.4,5.12,5.12,335,0.05,0,9.635
2019-01-07 04:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,41.31,38.16,24.59,0.51,1027.5,4.81,4.81,346,0.0,0,9.451
2019-01-07 05:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,39.69,36.37,24.48,0.54,1027.9,4.68,4.68,342,0.09,0,9.984
2019-01-07 06:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,38.75,36.35,24.6,0.56,1028.2,3.53,3.53,4,0.0,0,9.811
2019-01-07 07:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,37.27,35.25,23.88,0.58,1029.1,3.02,3.02,353,0.02,0,8.311
2019-01-07 08:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,34.89,34.89,23.94,0.64,1029.8,2.4,2.4,4,0.02,0,10.0
2019-01-07 09:00:00,38.84833,-77.03417,America/New_York,historical,Clear,clear-night,0,0,none,33.37,33.37,24.32,0.69,1029.9,1.22,1.45,27,0.12,0,9.852
