datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da
1/1/2019 5:00:00 AM,1/1/2019 12:00:00 AM,51298,PEPCO,,,ZONE,,18.031667,18.446908,0.000000,0.415241,18.960000,19.332894,0.010000,0.362894
1/1/2019 4:00:00 AM,12/31/2018 11:00:00 PM,51298,PEPCO,,,ZONE,,17.959167,18.430833,0.000000,0.471666,19.570000,20.032949,0.040000,0.422949
1/1/2019 3:00:00 AM,12/31/2018 10:00:00 PM,51298,PEPCO,,,ZONE,,18.332500,18.835059,0.003333,0.499226,20.550000,21.116784,0.050000,0.516784
1/1/2019 2:00:00 AM,12/31/2018 9:00:00 PM,51298,PEPCO,,,ZONE,,18.628333,19.067227,-0.072413,0.511307,22.270000,22.957460,0.060000,0.627460
1/1/2019 1:00:00 AM,12/31/2018 8:00:00 PM,51298,PEPCO,,,ZONE,,19.095000,19.708637,0.010000,0.603637,23.140000,23.888694,0.080000,0.668694
1/1/2019 12:00:00 AM,12/31/2018 7:00:00 PM,51298,PEPCO,,,ZONE,,19.658333,20.341820,0.021570,0.661917,24.270000,24.986804,0.000000,0.716804
12/31/2018 11:00:00 PM,12/31/2018 6:00:00 PM,51298,PEPCO,,,ZONE,,21.913333,22.613194,-0.039391,0.739252,25.550000,26.268336,0.000000,0.718336
12/31/2018 10:00:00 PM,12/31/2018 5:00:00 PM,51298,PEPCO,,,ZONE,,22.721667,23.567221,0.054734,0.790820,27.980000,28.855595,0.000000,0.875595
12/31/2018 9:00:00 PM,12/31/2018 4:00:00 PM,51298,PEPCO,,,ZONE,,24.965000,25.694964,-0.074162,0.804126,25.200000,25.858180,0.000000,0.658180
12/31/2018 8:00:00 PM,12/31/2018 3:00:00 PM,51298,PEPCO,,,ZONE,,22.741667,23.459418,-0.002426,0.720178,23.460000,23.974604,0.000000,0.514604
12/31/2018 7:00:00 PM,12/31/2018 2:00:00 PM,51298,PEPCO,,,ZONE,,23.050833,23.702731,-0.076868,0.728765,23.720000,24.207498,0.000000,0.487498
12/31/2018 6:00:00 PM,12/31/2018 1:00:00 PM,51298,PEPCO,,,ZONE,,23.974167,24.723796,0.000000,0.749630,24.010000,24.522025,0.000000,0.512025
12/31/2018 5:00:00 PM,12/31/2018 12:00:00 PM,51298,PEPCO,,,ZONE,,24.797500,25.554201,0.000000,0.756701,24.790000,25.303663,0.000000,0.513663
12/31/2018 4:00:00 PM,12/31/2018 11:00:00 AM,51298,PEPCO,,,ZONE,,24.038333,24.778973,0.000000,0.740639,25.180000,25.713551,0.000000,0.533551
12/31/2018 3:00:00 PM,12/31/2018 10:00:00 AM,51298,PEPCO,,,ZONE,,25.015833,25.825992,0.000000,0.810158,26.170000,26.740621,0.000000,0.570621
12/31/2018 2:00:00 PM,12/31/2018 9:00:00 AM,51298,PEPCO,,,ZONE,,23.455833,24.200556,0.000000,0.744722,26.310000,26.930700,0.000000,0.620700
