forecast_execution_date_ept,forecast_date,forecast_gen_outage_mw_rto,forecast_gen_outage_mw_west,forecast_gen_outage_mw_other
11/29/2015 12:00:00 AM,1/8/2016 12:00:00 AM,1408,766,642
11/29/2015 12:00:00 AM,1/9/2016 12:00:00 AM,1408,766,642
11/29/2015 12:00:00 AM,1/10/2016 12:00:00 AM,1408,766,642
11/29/2015 12:00:00 AM,1/11/2016 12:00:00 AM,906,766,140
11/29/2015 12:00:00 AM,1/12/2016 12:00:00 AM,906,766,140
11/29/2015 12:00:00 AM,1/13/2016 12:00:00 AM,906,766,140
11/29/2015 12:00:00 AM,1/14/2016 12:00:00 AM,906,766,140
11/29/2015 12:00:00 AM,1/15/2016 12:00:00 AM,906,766,140
11/29/2015 12:00:00 AM,1/16/2016 12:00:00 AM,894,766,128
11/29/2015 12:00:00 AM,1/17/2016 12:00:00 AM,907,766,141
11/29/2015 12:00:00 AM,1/18/2016 12:00:00 AM,979,766,213
11/29/2015 12:00:00 AM,1/19/2016 12:00:00 AM,979,766,213
11/29/2015 12:00:00 AM,1/20/2016 12:00:00 AM,979,766,213
11/29/2015 12:00:00 AM,1/21/2016 12:00:00 AM,979,766,213
11/29/2015 12:00:00 AM,1/22/2016 12:00:00 AM,979,766,213
11/29/2015 12:00:00 AM,1/23/2016 12:00:00 AM,979,766,213
11/29/2015 12:00:00 AM,1/24/2016 12:00:00 AM,979,766,213
11/29/2015 12:00:00 AM,1/25/2016 12:00:00 AM,966,766,200
11/29/2015 12:00:00 AM,1/26/2016 12:00:00 AM,966,766,200
11/29/2015 12:00:00 AM,1/27/2016 12:00:00 AM,966,766,200
11/29/2015 12:00:00 AM,1/28/2016 12:00:00 AM,966,766,200
11/29/2015 12:00:00 AM,1/29/2016 12:00:00 AM,966,766,200
11/29/2015 12:00:00 AM,1/30/2016 12:00:00 AM,1735,1535,200
11/29/2015 12:00:00 AM,1/31/2016 12:00:00 AM,1686,1535,151
11/29/2015 12:00:00 AM,2/1/2016 12:00:00 AM,1925,1535,390
11/29/2015 12:00:00 AM,2/2/2016 12:00:00 AM,1929,1535,394
11/29/2015 12:00:00 AM,2/3/2016 12:00:00 AM,1929,1535,394
11/29/2015 12:00:00 AM,2/4/2016 12:00:00 AM,1929,1535,394
11/29/2015 12:00:00 AM,2/5/2016 12:00:00 AM,2147,1535,612
11/29/2015 12:00:00 AM,2/6/2016 12:00:00 AM,2438,1535,903
11/29/2015 12:00:00 AM,2/7/2016 12:00:00 AM,2438,1535,903
11/29/2015 12:00:00 AM,2/8/2016 12:00:00 AM,2438,1535,903
11/29/2015 12:00:00 AM,2/9/2016 12:00:00 AM,2438,1535,903
11/29/2015 12:00:00 AM,2/10/2016 12:00:00 AM,2483,1535,948
11/29/2015 12:00:00 AM,2/11/2016 12:00:00 AM,2483,1535,948
11/29/2015 12:00:00 AM,2/12/2016 12:00:00 AM,2483,1535,948
11/29/2015 12:00:00 AM,2/13/2016 12:00:00 AM,2535,1535,1000
11/29/2015 12:00:00 AM,2/14/2016 12:00:00 AM,2548,1535,1013
11/29/2015 12:00:00 AM,2/15/2016 12:00:00 AM,4614,2723,1891
11/29/2015 12:00:00 AM,2/16/2016 12:00:00 AM,4339,2493,1846
11/29/2015 12:00:00 AM,2/17/2016 12:00:00 AM,4313,2467,1846
11/29/2015 12:00:00 AM,2/18/2016 12:00:00 AM,4313,2467,1846
11/29/2015 12:00:00 AM,2/19/2016 12:00:00 AM,4313,2467,1846
11/29/2015 12:00:00 AM,2/20/2016 12:00:00 AM,4951,3105,1846
11/29/2015 12:00:00 AM,2/21/2016 12:00:00 AM,4951,3105,1846
11/29/2015 12:00:00 AM,2/22/2016 12:00:00 AM,4938,3105,1833
11/29/2015 12:00:00 AM,2/23/2016 12:00:00 AM,4938,3105,1833
11/29/2015 12:00:00 AM,2/24/2016 12:00:00 AM,4938,3105,1833
11/29/2015 12:00:00 AM,2/25/2016 12:00:00 AM,4893,3105,1788
11/29/2015 12:00:00 AM,2/26/2016 12:00:00 AM,5532,3744,1788
11/29/2015 12:00:00 AM,2/27/2016 12:00:00 AM,5959,4208,1751
11/29/2015 12:00:00 AM,2/28/2016 12:00:00 AM,6774,4358,2416
11/28/2015 12:00:00 AM,11/29/2015 12:00:00 AM,13858,5698,8160
11/28/2015 12:00:00 AM,11/30/2015 12:00:00 AM,13298,5133,8165
11/28/2015 12:00:00 AM,12/1/2015 12:00:00 AM,13027,4803,8224
11/28/2015 12:00:00 AM,12/2/2015 12:00:00 AM,11284,4218,7066
11/28/2015 12:00:00 AM,12/3/2015 12:00:00 AM,11165,4218,6947
11/28/2015 12:00:00 AM,12/4/2015 12:00:00 AM,11165,4218,6947
11/28/2015 12:00:00 AM,12/5/2015 12:00:00 AM,11559,4218,7341
11/28/2015 12:00:00 AM,12/6/2015 12:00:00 AM,11508,4218,7290
11/28/2015 12:00:00 AM,12/7/2015 12:00:00 AM,11633,4357,7276
11/28/2015 12:00:00 AM,12/8/2015 12:00:00 AM,11038,4357,6681
11/28/2015 12:00:00 AM,12/9/2015 12:00:00 AM,9027,3057,5970
11/28/2015 12:00:00 AM,12/10/2015 12:00:00 AM,9027,3057,5970
11/28/2015 12:00:00 AM,12/11/2015 12:00:00 AM,9027,3057,5970
11/28/2015 12:00:00 AM,12/12/2015 12:00:00 AM,8094,3503,4591
11/28/2015 12:00:00 AM,12/13/2015 12:00:00 AM,7941,3488,4453
11/28/2015 12:00:00 AM,12/14/2015 12:00:00 AM,7886,3585,4301
11/28/2015 12:00:00 AM,12/15/2015 12:00:00 AM,5781,3180,2601
11/28/2015 12:00:00 AM,12/16/2015 12:00:00 AM,5799,3198,2601
11/28/2015 12:00:00 AM,12/17/2015 12:00:00 AM,5162,2500,2662
11/28/2015 12:00:00 AM,12/18/2015 12:00:00 AM,4420,1758,2662
11/28/2015 12:00:00 AM,12/19/2015 12:00:00 AM,4407,1758,2649
11/28/2015 12:00:00 AM,12/20/2015 12:00:00 AM,4236,1696,2540
11/28/2015 12:00:00 AM,12/21/2015 12:00:00 AM,4236,1696,2540
11/28/2015 12:00:00 AM,12/22/2015 12:00:00 AM,3356,816,2540
11/28/2015 12:00:00 AM,12/23/2015 12:00:00 AM,2514,816,1698
11/28/2015 12:00:00 AM,12/24/2015 12:00:00 AM,2514,816,1698
11/28/2015 12:00:00 AM,12/25/2015 12:00:00 AM,3063,816,2247
11/28/2015 12:00:00 AM,12/26/2015 12:00:00 AM,3063,816,2247
11/28/2015 12:00:00 AM,12/27/2015 12:00:00 AM,3063,816,2247
11/28/2015 12:00:00 AM,12/28/2015 12:00:00 AM,3063,816,2247
11/28/2015 12:00:00 AM,12/29/2015 12:00:00 AM,2905,816,2089
11/28/2015 12:00:00 AM,12/30/2015 12:00:00 AM,2119,816,1303
11/28/2015 12:00:00 AM,12/31/2015 12:00:00 AM,2119,816,1303
11/28/2015 12:00:00 AM,1/1/2016 12:00:00 AM,2060,816,1244
11/28/2015 12:00:00 AM,1/2/2016 12:00:00 AM,1408,766,642
11/28/2015 12:00:00 AM,1/3/2016 12:00:00 AM,1408,766,642
11/28/2015 12:00:00 AM,1/4/2016 12:00:00 AM,1408,766,642
11/28/2015 12:00:00 AM,1/5/2016 12:00:00 AM,1412,766,646
11/28/2015 12:00:00 AM,1/6/2016 12:00:00 AM,1412,766,646
11/28/2015 12:00:00 AM,1/7/2016 12:00:00 AM,1412,766,646
11/28/2015 12:00:00 AM,1/8/2016 12:00:00 AM,1408,766,642
11/28/2015 12:00:00 AM,1/9/2016 12:00:00 AM,1408,766,642
11/28/2015 12:00:00 AM,1/10/2016 12:00:00 AM,1408,766,642
11/28/2015 12:00:00 AM,1/11/2016 12:00:00 AM,906,766,140
11/28/2015 12:00:00 AM,1/12/2016 12:00:00 AM,906,766,140
11/28/2015 12:00:00 AM,1/13/2016 12:00:00 AM,906,766,140
11/28/2015 12:00:00 AM,1/14/2016 12:00:00 AM,906,766,140
11/28/2015 12:00:00 AM,1/15/2016 12:00:00 AM,906,766,140
11/28/2015 12:00:00 AM,1/16/2016 12:00:00 AM,894,766,128
11/28/2015 12:00:00 AM,1/17/2016 12:00:00 AM,907,766,141
11/28/2015 12:00:00 AM,1/18/2016 12:00:00 AM,979,766,213
11/28/2015 12:00:00 AM,1/19/2016 12:00:00 AM,979,766,213
11/28/2015 12:00:00 AM,1/20/2016 12:00:00 AM,979,766,213
11/28/2015 12:00:00 AM,1/21/2016 12:00:00 AM,979,766,213
11/28/2015 12:00:00 AM,1/22/2016 12:00:00 AM,979,766,213
11/28/2015 12:00:00 AM,1/23/2016 12:00:00 AM,979,766,213
11/28/2015 12:00:00 AM,1/24/2016 12:00:00 AM,979,766,213
11/28/2015 12:00:00 AM,1/25/2016 12:00:00 AM,966,766,200
11/28/2015 12:00:00 AM,1/26/2016 12:00:00 AM,966,766,200
11/28/2015 12:00:00 AM,1/27/2016 12:00:00 AM,966,766,200
11/28/2015 12:00:00 AM,1/28/2016 12:00:00 AM,966,766,200
11/28/2015 12:00:00 AM,1/29/2016 12:00:00 AM,966,766,200
11/28/2015 12:00:00 AM,1/30/2016 12:00:00 AM,1735,1535,200
11/28/2015 12:00:00 AM,1/31/2016 12:00:00 AM,1686,1535,151
11/28/2015 12:00:00 AM,2/1/2016 12:00:00 AM,1925,1535,390
11/28/2015 12:00:00 AM,2/2/2016 12:00:00 AM,1929,1535,394
11/28/2015 12:00:00 AM,2/3/2016 12:00:00 AM,1929,1535,394
11/28/2015 12:00:00 AM,2/4/2016 12:00:00 AM,1929,1535,394
11/28/2015 12:00:00 AM,2/5/2016 12:00:00 AM,2147,1535,612
11/28/2015 12:00:00 AM,2/6/2016 12:00:00 AM,2438,1535,903
11/28/2015 12:00:00 AM,2/7/2016 12:00:00 AM,2438,1535,903
11/28/2015 12:00:00 AM,2/8/2016 12:00:00 AM,2438,1535,903
11/28/2015 12:00:00 AM,2/9/2016 12:00:00 AM,2438,1535,903
11/28/2015 12:00:00 AM,2/10/2016 12:00:00 AM,2483,1535,948
11/28/2015 12:00:00 AM,2/11/2016 12:00:00 AM,2483,1535,948
11/28/2015 12:00:00 AM,2/12/2016 12:00:00 AM,2483,1535,948
11/28/2015 12:00:00 AM,2/13/2016 12:00:00 AM,2535,1535,1000
11/28/2015 12:00:00 AM,2/14/2016 12:00:00 AM,2548,1535,1013
11/28/2015 12:00:00 AM,2/15/2016 12:00:00 AM,4614,2723,1891
11/28/2015 12:00:00 AM,2/16/2016 12:00:00 AM,4339,2493,1846
11/28/2015 12:00:00 AM,2/17/2016 12:00:00 AM,4313,2467,1846
11/28/2015 12:00:00 AM,2/18/2016 12:00:00 AM,4313,2467,1846
11/28/2015 12:00:00 AM,2/19/2016 12:00:00 AM,4313,2467,1846
11/28/2015 12:00:00 AM,2/20/2016 12:00:00 AM,4951,3105,1846
11/28/2015 12:00:00 AM,2/21/2016 12:00:00 AM,4951,3105,1846
11/28/2015 12:00:00 AM,2/22/2016 12:00:00 AM,4938,3105,1833
11/28/2015 12:00:00 AM,2/23/2016 12:00:00 AM,4938,3105,1833
11/28/2015 12:00:00 AM,2/24/2016 12:00:00 AM,4938,3105,1833
11/28/2015 12:00:00 AM,2/25/2016 12:00:00 AM,4893,3105,1788
11/28/2015 12:00:00 AM,2/26/2016 12:00:00 AM,5532,3744,1788
11/28/2015 12:00:00 AM,2/27/2016 12:00:00 AM,5959,4208,1751
11/27/2015 12:00:00 AM,11/28/2015 12:00:00 AM,14344,5698,8646
11/27/2015 12:00:00 AM,11/29/2015 12:00:00 AM,14495,5698,8797
11/27/2015 12:00:00 AM,11/30/2015 12:00:00 AM,13935,5133,8802
11/27/2015 12:00:00 AM,12/1/2015 12:00:00 AM,13044,4803,8241
11/27/2015 12:00:00 AM,12/2/2015 12:00:00 AM,11301,4218,7083
11/27/2015 12:00:00 AM,12/3/2015 12:00:00 AM,11182,4218,6964
11/27/2015 12:00:00 AM,12/4/2015 12:00:00 AM,11182,4218,6964
11/27/2015 12:00:00 AM,12/5/2015 12:00:00 AM,11576,4218,7358
11/27/2015 12:00:00 AM,12/6/2015 12:00:00 AM,11525,4218,7307
11/27/2015 12:00:00 AM,12/7/2015 12:00:00 AM,11650,4357,7293
11/27/2015 12:00:00 AM,12/8/2015 12:00:00 AM,11055,4357,6698
11/27/2015 12:00:00 AM,12/9/2015 12:00:00 AM,9044,3057,5987
11/27/2015 12:00:00 AM,12/10/2015 12:00:00 AM,9044,3057,5987
11/27/2015 12:00:00 AM,12/11/2015 12:00:00 AM,9044,3057,5987
11/27/2015 12:00:00 AM,12/12/2015 12:00:00 AM,8111,3503,4608
11/27/2015 12:00:00 AM,12/13/2015 12:00:00 AM,7958,3488,4470
11/27/2015 12:00:00 AM,12/14/2015 12:00:00 AM,7903,3585,4318
11/27/2015 12:00:00 AM,12/15/2015 12:00:00 AM,5781,3180,2601
11/27/2015 12:00:00 AM,12/16/2015 12:00:00 AM,5799,3198,2601
11/27/2015 12:00:00 AM,12/17/2015 12:00:00 AM,5162,2500,2662
11/27/2015 12:00:00 AM,12/18/2015 12:00:00 AM,4420,1758,2662
11/27/2015 12:00:00 AM,12/19/2015 12:00:00 AM,4407,1758,2649
11/27/2015 12:00:00 AM,12/20/2015 12:00:00 AM,4236,1696,2540
11/27/2015 12:00:00 AM,12/21/2015 12:00:00 AM,4236,1696,2540
11/27/2015 12:00:00 AM,12/22/2015 12:00:00 AM,3356,816,2540
11/27/2015 12:00:00 AM,12/23/2015 12:00:00 AM,2514,816,1698
11/27/2015 12:00:00 AM,12/24/2015 12:00:00 AM,2514,816,1698
11/27/2015 12:00:00 AM,12/25/2015 12:00:00 AM,3063,816,2247
11/27/2015 12:00:00 AM,12/26/2015 12:00:00 AM,3063,816,2247
11/27/2015 12:00:00 AM,12/27/2015 12:00:00 AM,3063,816,2247
11/27/2015 12:00:00 AM,12/28/2015 12:00:00 AM,3063,816,2247
11/27/2015 12:00:00 AM,12/29/2015 12:00:00 AM,2905,816,2089
11/27/2015 12:00:00 AM,12/30/2015 12:00:00 AM,2119,816,1303
11/27/2015 12:00:00 AM,12/31/2015 12:00:00 AM,2119,816,1303
11/27/2015 12:00:00 AM,1/1/2016 12:00:00 AM,2060,816,1244
11/27/2015 12:00:00 AM,1/2/2016 12:00:00 AM,1408,766,642
11/27/2015 12:00:00 AM,1/3/2016 12:00:00 AM,1408,766,642
11/27/2015 12:00:00 AM,1/4/2016 12:00:00 AM,1408,766,642
11/27/2015 12:00:00 AM,1/5/2016 12:00:00 AM,1412,766,646
11/27/2015 12:00:00 AM,1/6/2016 12:00:00 AM,1412,766,646
11/27/2015 12:00:00 AM,1/7/2016 12:00:00 AM,1412,766,646
11/27/2015 12:00:00 AM,1/8/2016 12:00:00 AM,1408,766,642
11/27/2015 12:00:00 AM,1/9/2016 12:00:00 AM,1408,766,642
11/27/2015 12:00:00 AM,1/10/2016 12:00:00 AM,1408,766,642
11/27/2015 12:00:00 AM,1/11/2016 12:00:00 AM,906,766,140
11/27/2015 12:00:00 AM,1/12/2016 12:00:00 AM,906,766,140
11/27/2015 12:00:00 AM,1/13/2016 12:00:00 AM,906,766,140
11/27/2015 12:00:00 AM,1/14/2016 12:00:00 AM,906,766,140
11/27/2015 12:00:00 AM,1/15/2016 12:00:00 AM,906,766,140
11/27/2015 12:00:00 AM,1/16/2016 12:00:00 AM,894,766,128
11/27/2015 12:00:00 AM,1/17/2016 12:00:00 AM,907,766,141
11/27/2015 12:00:00 AM,1/18/2016 12:00:00 AM,979,766,213
11/27/2015 12:00:00 AM,1/19/2016 12:00:00 AM,979,766,213
11/27/2015 12:00:00 AM,1/20/2016 12:00:00 AM,979,766,213
11/27/2015 12:00:00 AM,1/21/2016 12:00:00 AM,979,766,213
11/27/2015 12:00:00 AM,1/22/2016 12:00:00 AM,979,766,213
11/27/2015 12:00:00 AM,1/23/2016 12:00:00 AM,979,766,213
11/27/2015 12:00:00 AM,1/24/2016 12:00:00 AM,979,766,213
11/27/2015 12:00:00 AM,1/25/2016 12:00:00 AM,966,766,200
11/27/2015 12:00:00 AM,1/26/2016 12:00:00 AM,966,766,200
11/27/2015 12:00:00 AM,1/27/2016 12:00:00 AM,966,766,200
11/27/2015 12:00:00 AM,1/28/2016 12:00:00 AM,966,766,200
11/27/2015 12:00:00 AM,1/29/2016 12:00:00 AM,966,766,200
11/27/2015 12:00:00 AM,1/30/2016 12:00:00 AM,1735,1535,200
11/27/2015 12:00:00 AM,1/31/2016 12:00:00 AM,1686,1535,151
11/27/2015 12:00:00 AM,2/1/2016 12:00:00 AM,1925,1535,390
11/27/2015 12:00:00 AM,2/2/2016 12:00:00 AM,1929,1535,394
11/27/2015 12:00:00 AM,2/3/2016 12:00:00 AM,1929,1535,394
11/27/2015 12:00:00 AM,2/4/2016 12:00:00 AM,1929,1535,394
11/27/2015 12:00:00 AM,2/5/2016 12:00:00 AM,2147,1535,612
11/27/2015 12:00:00 AM,2/6/2016 12:00:00 AM,2438,1535,903
11/27/2015 12:00:00 AM,2/7/2016 12:00:00 AM,2438,1535,903
11/27/2015 12:00:00 AM,2/8/2016 12:00:00 AM,2438,1535,903
11/27/2015 12:00:00 AM,2/9/2016 12:00:00 AM,2438,1535,903
11/27/2015 12:00:00 AM,2/10/2016 12:00:00 AM,2483,1535,948
11/27/2015 12:00:00 AM,2/11/2016 12:00:00 AM,2483,1535,948
11/27/2015 12:00:00 AM,2/12/2016 12:00:00 AM,2483,1535,948
11/27/2015 12:00:00 AM,2/13/2016 12:00:00 AM,2535,1535,1000
11/27/2015 12:00:00 AM,2/14/2016 12:00:00 AM,2548,1535,1013
11/27/2015 12:00:00 AM,2/15/2016 12:00:00 AM,4614,2723,1891
11/27/2015 12:00:00 AM,2/16/2016 12:00:00 AM,4339,2493,1846
11/27/2015 12:00:00 AM,2/17/2016 12:00:00 AM,4313,2467,1846
11/27/2015 12:00:00 AM,2/18/2016 12:00:00 AM,4313,2467,1846
11/27/2015 12:00:00 AM,2/19/2016 12:00:00 AM,4313,2467,1846
11/27/2015 12:00:00 AM,2/20/2016 12:00:00 AM,4951,3105,1846
11/27/2015 12:00:00 AM,2/21/2016 12:00:00 AM,4951,3105,1846
11/27/2015 12:00:00 AM,2/22/2016 12:00:00 AM,4938,3105,1833
11/27/2015 12:00:00 AM,2/23/2016 12:00:00 AM,4938,3105,1833
11/27/2015 12:00:00 AM,2/24/2016 12:00:00 AM,4938,3105,1833
11/27/2015 12:00:00 AM,2/25/2016 12:00:00 AM,4893,3105,1788
11/27/2015 12:00:00 AM,2/26/2016 12:00:00 AM,5532,3744,1788
11/26/2015 12:00:00 AM,11/27/2015 12:00:00 AM,15064,5698,9366
11/26/2015 12:00:00 AM,11/28/2015 12:00:00 AM,14502,5698,8804
11/26/2015 12:00:00 AM,11/29/2015 12:00:00 AM,14653,5698,8955
11/26/2015 12:00:00 AM,11/30/2015 12:00:00 AM,14093,5133,8960
11/26/2015 12:00:00 AM,12/1/2015 12:00:00 AM,13202,4803,8399
11/26/2015 12:00:00 AM,12/2/2015 12:00:00 AM,11459,4218,7241
11/26/2015 12:00:00 AM,12/3/2015 12:00:00 AM,11340,4218,7122
11/26/2015 12:00:00 AM,12/4/2015 12:00:00 AM,11340,4218,7122
11/26/2015 12:00:00 AM,12/5/2015 12:00:00 AM,11734,4218,7516
11/26/2015 12:00:00 AM,12/6/2015 12:00:00 AM,11525,4218,7307
11/26/2015 12:00:00 AM,12/7/2015 12:00:00 AM,11650,4357,7293
11/26/2015 12:00:00 AM,12/8/2015 12:00:00 AM,11055,4357,6698
11/26/2015 12:00:00 AM,12/9/2015 12:00:00 AM,9044,3057,5987
11/26/2015 12:00:00 AM,12/10/2015 12:00:00 AM,9044,3057,5987
11/26/2015 12:00:00 AM,12/11/2015 12:00:00 AM,9044,3057,5987
11/26/2015 12:00:00 AM,12/12/2015 12:00:00 AM,8111,3503,4608
11/26/2015 12:00:00 AM,12/13/2015 12:00:00 AM,7958,3488,4470
11/26/2015 12:00:00 AM,12/14/2015 12:00:00 AM,7903,3585,4318
11/26/2015 12:00:00 AM,12/15/2015 12:00:00 AM,5781,3180,2601
11/26/2015 12:00:00 AM,12/16/2015 12:00:00 AM,5799,3198,2601
11/26/2015 12:00:00 AM,12/17/2015 12:00:00 AM,5162,2500,2662
11/26/2015 12:00:00 AM,12/18/2015 12:00:00 AM,4420,1758,2662
11/26/2015 12:00:00 AM,12/19/2015 12:00:00 AM,4407,1758,2649
11/26/2015 12:00:00 AM,12/20/2015 12:00:00 AM,4236,1696,2540
11/26/2015 12:00:00 AM,12/21/2015 12:00:00 AM,4236,1696,2540
11/26/2015 12:00:00 AM,12/22/2015 12:00:00 AM,3356,816,2540
11/26/2015 12:00:00 AM,12/23/2015 12:00:00 AM,2514,816,1698
11/26/2015 12:00:00 AM,12/24/2015 12:00:00 AM,2514,816,1698
11/26/2015 12:00:00 AM,12/25/2015 12:00:00 AM,3063,816,2247
11/26/2015 12:00:00 AM,12/26/2015 12:00:00 AM,3063,816,2247
11/26/2015 12:00:00 AM,12/27/2015 12:00:00 AM,3063,816,2247
11/26/2015 12:00:00 AM,12/28/2015 12:00:00 AM,3063,816,2247
11/26/2015 12:00:00 AM,12/29/2015 12:00:00 AM,2905,816,2089
11/26/2015 12:00:00 AM,12/30/2015 12:00:00 AM,2119,816,1303
11/26/2015 12:00:00 AM,12/31/2015 12:00:00 AM,2119,816,1303
11/26/2015 12:00:00 AM,1/1/2016 12:00:00 AM,2060,816,1244
11/26/2015 12:00:00 AM,1/2/2016 12:00:00 AM,1408,766,642
11/26/2015 12:00:00 AM,1/3/2016 12:00:00 AM,1408,766,642
11/26/2015 12:00:00 AM,1/4/2016 12:00:00 AM,1408,766,642
11/26/2015 12:00:00 AM,1/5/2016 12:00:00 AM,1412,766,646
11/26/2015 12:00:00 AM,1/6/2016 12:00:00 AM,1412,766,646
11/26/2015 12:00:00 AM,1/7/2016 12:00:00 AM,1412,766,646
11/26/2015 12:00:00 AM,1/8/2016 12:00:00 AM,1408,766,642
11/26/2015 12:00:00 AM,1/9/2016 12:00:00 AM,1408,766,642
11/26/2015 12:00:00 AM,1/10/2016 12:00:00 AM,1408,766,642
11/26/2015 12:00:00 AM,1/11/2016 12:00:00 AM,906,766,140
11/26/2015 12:00:00 AM,1/12/2016 12:00:00 AM,906,766,140
11/26/2015 12:00:00 AM,1/13/2016 12:00:00 AM,906,766,140
11/26/2015 12:00:00 AM,1/14/2016 12:00:00 AM,906,766,140
11/26/2015 12:00:00 AM,1/15/2016 12:00:00 AM,906,766,140
11/26/2015 12:00:00 AM,1/16/2016 12:00:00 AM,894,766,128
11/26/2015 12:00:00 AM,1/17/2016 12:00:00 AM,907,766,141
11/26/2015 12:00:00 AM,1/18/2016 12:00:00 AM,979,766,213
11/26/2015 12:00:00 AM,1/19/2016 12:00:00 AM,979,766,213
11/26/2015 12:00:00 AM,1/20/2016 12:00:00 AM,979,766,213
11/26/2015 12:00:00 AM,1/21/2016 12:00:00 AM,979,766,213
11/26/2015 12:00:00 AM,1/22/2016 12:00:00 AM,979,766,213
11/26/2015 12:00:00 AM,1/23/2016 12:00:00 AM,979,766,213
11/26/2015 12:00:00 AM,1/24/2016 12:00:00 AM,979,766,213
11/26/2015 12:00:00 AM,1/25/2016 12:00:00 AM,966,766,200
11/26/2015 12:00:00 AM,1/26/2016 12:00:00 AM,966,766,200
11/26/2015 12:00:00 AM,1/27/2016 12:00:00 AM,966,766,200
11/26/2015 12:00:00 AM,1/28/2016 12:00:00 AM,966,766,200
11/26/2015 12:00:00 AM,1/29/2016 12:00:00 AM,966,766,200
11/26/2015 12:00:00 AM,1/30/2016 12:00:00 AM,1735,1535,200
11/26/2015 12:00:00 AM,1/31/2016 12:00:00 AM,1686,1535,151
11/26/2015 12:00:00 AM,2/1/2016 12:00:00 AM,1925,1535,390
11/26/2015 12:00:00 AM,2/2/2016 12:00:00 AM,1929,1535,394
11/26/2015 12:00:00 AM,2/3/2016 12:00:00 AM,1929,1535,394
11/26/2015 12:00:00 AM,2/4/2016 12:00:00 AM,1929,1535,394
11/26/2015 12:00:00 AM,2/5/2016 12:00:00 AM,2147,1535,612
11/26/2015 12:00:00 AM,2/6/2016 12:00:00 AM,2438,1535,903
11/26/2015 12:00:00 AM,2/7/2016 12:00:00 AM,2438,1535,903
11/26/2015 12:00:00 AM,2/8/2016 12:00:00 AM,2438,1535,903
11/26/2015 12:00:00 AM,2/9/2016 12:00:00 AM,2438,1535,903
11/26/2015 12:00:00 AM,2/10/2016 12:00:00 AM,2483,1535,948
11/26/2015 12:00:00 AM,2/11/2016 12:00:00 AM,2483,1535,948
11/26/2015 12:00:00 AM,2/12/2016 12:00:00 AM,2483,1535,948
11/26/2015 12:00:00 AM,2/13/2016 12:00:00 AM,2535,1535,1000
11/26/2015 12:00:00 AM,2/14/2016 12:00:00 AM,2548,1535,1013
11/26/2015 12:00:00 AM,2/15/2016 12:00:00 AM,4614,2723,1891
11/26/2015 12:00:00 AM,2/16/2016 12:00:00 AM,4339,2493,1846
11/26/2015 12:00:00 AM,2/17/2016 12:00:00 AM,4313,2467,1846
11/26/2015 12:00:00 AM,2/18/2016 12:00:00 AM,4313,2467,1846
11/26/2015 12:00:00 AM,2/19/2016 12:00:00 AM,4313,2467,1846
11/26/2015 12:00:00 AM,2/20/2016 12:00:00 AM,4951,3105,1846
11/26/2015 12:00:00 AM,2/21/2016 12:00:00 AM,4951,3105,1846
11/26/2015 12:00:00 AM,2/22/2016 12:00:00 AM,4938,3105,1833
11/26/2015 12:00:00 AM,2/23/2016 12:00:00 AM,4938,3105,1833
11/26/2015 12:00:00 AM,2/24/2016 12:00:00 AM,4938,3105,1833
11/26/2015 12:00:00 AM,2/25/2016 12:00:00 AM,4893,3105,1788
11/25/2015 12:00:00 AM,11/26/2015 12:00:00 AM,16013,6275,9738
11/25/2015 12:00:00 AM,11/27/2015 12:00:00 AM,14951,5698,9253
11/25/2015 12:00:00 AM,11/28/2015 12:00:00 AM,14073,5698,8375
11/25/2015 12:00:00 AM,11/29/2015 12:00:00 AM,14224,5698,8526
11/25/2015 12:00:00 AM,11/30/2015 12:00:00 AM,13259,4728,8531
11/25/2015 12:00:00 AM,12/1/2015 12:00:00 AM,12753,4354,8399
11/25/2015 12:00:00 AM,12/2/2015 12:00:00 AM,11010,3769,7241
11/25/2015 12:00:00 AM,12/3/2015 12:00:00 AM,10891,3769,7122
11/25/2015 12:00:00 AM,12/4/2015 12:00:00 AM,10891,3769,7122
11/25/2015 12:00:00 AM,12/5/2015 12:00:00 AM,11690,4174,7516
11/25/2015 12:00:00 AM,12/6/2015 12:00:00 AM,11481,4174,7307
11/25/2015 12:00:00 AM,12/7/2015 12:00:00 AM,11606,4313,7293
11/25/2015 12:00:00 AM,12/8/2015 12:00:00 AM,11011,4313,6698
11/25/2015 12:00:00 AM,12/9/2015 12:00:00 AM,9000,3013,5987
11/25/2015 12:00:00 AM,12/10/2015 12:00:00 AM,9000,3013,5987
11/25/2015 12:00:00 AM,12/11/2015 12:00:00 AM,9000,3013,5987
11/25/2015 12:00:00 AM,12/12/2015 12:00:00 AM,8067,3459,4608
11/25/2015 12:00:00 AM,12/13/2015 12:00:00 AM,7914,3444,4470
11/25/2015 12:00:00 AM,12/14/2015 12:00:00 AM,7859,3541,4318
11/25/2015 12:00:00 AM,12/15/2015 12:00:00 AM,5737,3136,2601
11/25/2015 12:00:00 AM,12/16/2015 12:00:00 AM,5799,3198,2601
11/25/2015 12:00:00 AM,12/17/2015 12:00:00 AM,5162,2500,2662
11/25/2015 12:00:00 AM,12/18/2015 12:00:00 AM,4420,1758,2662
11/25/2015 12:00:00 AM,12/19/2015 12:00:00 AM,4407,1758,2649
