forecast_execution_date_ept,forecast_date,forecast_gen_outage_mw_rto,forecast_gen_outage_mw_west,forecast_gen_outage_mw_other
1/1/2016 12:00:00 AM,1/2/2016 12:00:00 AM,3628,2091,1537
1/1/2016 12:00:00 AM,1/3/2016 12:00:00 AM,3628,2091,1537
1/1/2016 12:00:00 AM,1/4/2016 12:00:00 AM,3798,2261,1537
1/1/2016 12:00:00 AM,1/5/2016 12:00:00 AM,3807,2261,1546
1/1/2016 12:00:00 AM,1/6/2016 12:00:00 AM,3021,2261,760
1/1/2016 12:00:00 AM,1/7/2016 12:00:00 AM,3021,2261,760
1/1/2016 12:00:00 AM,1/8/2016 12:00:00 AM,3012,2261,751
1/1/2016 12:00:00 AM,1/9/2016 12:00:00 AM,2922,2171,751
1/1/2016 12:00:00 AM,1/10/2016 12:00:00 AM,2922,2171,751
1/1/2016 12:00:00 AM,1/11/2016 12:00:00 AM,2420,2171,249
1/1/2016 12:00:00 AM,1/12/2016 12:00:00 AM,2425,2171,254
1/1/2016 12:00:00 AM,1/13/2016 12:00:00 AM,2425,2171,254
1/1/2016 12:00:00 AM,1/14/2016 12:00:00 AM,2425,2171,254
1/1/2016 12:00:00 AM,1/15/2016 12:00:00 AM,2420,2171,249
1/1/2016 12:00:00 AM,1/16/2016 12:00:00 AM,2408,2171,237
1/1/2016 12:00:00 AM,1/17/2016 12:00:00 AM,2421,2171,250
1/1/2016 12:00:00 AM,1/18/2016 12:00:00 AM,2493,2171,322
1/1/2016 12:00:00 AM,1/19/2016 12:00:00 AM,2493,2171,322
1/1/2016 12:00:00 AM,1/20/2016 12:00:00 AM,2493,2171,322
1/1/2016 12:00:00 AM,1/21/2016 12:00:00 AM,2493,2171,322
1/1/2016 12:00:00 AM,1/22/2016 12:00:00 AM,2493,2171,322
1/1/2016 12:00:00 AM,1/23/2016 12:00:00 AM,2493,2171,322
1/1/2016 12:00:00 AM,1/24/2016 12:00:00 AM,2493,2171,322
1/1/2016 12:00:00 AM,1/25/2016 12:00:00 AM,2480,2171,309
1/1/2016 12:00:00 AM,1/26/2016 12:00:00 AM,2371,2171,200
1/1/2016 12:00:00 AM,1/27/2016 12:00:00 AM,2371,2171,200
1/1/2016 12:00:00 AM,1/28/2016 12:00:00 AM,2371,2171,200
1/1/2016 12:00:00 AM,1/29/2016 12:00:00 AM,2371,2171,200
1/1/2016 12:00:00 AM,1/30/2016 12:00:00 AM,3060,2860,200
1/1/2016 12:00:00 AM,1/31/2016 12:00:00 AM,3078,2860,218
1/1/2016 12:00:00 AM,2/1/2016 12:00:00 AM,3367,2910,457
1/1/2016 12:00:00 AM,2/2/2016 12:00:00 AM,3371,2910,461
1/1/2016 12:00:00 AM,2/3/2016 12:00:00 AM,2071,1610,461
1/1/2016 12:00:00 AM,2/4/2016 12:00:00 AM,2070,1609,461
1/1/2016 12:00:00 AM,2/5/2016 12:00:00 AM,2239,1560,679
1/1/2016 12:00:00 AM,2/6/2016 12:00:00 AM,2530,1560,970
1/1/2016 12:00:00 AM,2/7/2016 12:00:00 AM,2530,1560,970
1/1/2016 12:00:00 AM,2/8/2016 12:00:00 AM,2630,1660,970
1/1/2016 12:00:00 AM,2/9/2016 12:00:00 AM,2629,1659,970
1/1/2016 12:00:00 AM,2/10/2016 12:00:00 AM,2624,1609,1015
1/1/2016 12:00:00 AM,2/11/2016 12:00:00 AM,2526,1560,966
1/1/2016 12:00:00 AM,2/12/2016 12:00:00 AM,2526,1560,966
1/1/2016 12:00:00 AM,2/13/2016 12:00:00 AM,2578,1560,1018
1/1/2016 12:00:00 AM,2/14/2016 12:00:00 AM,2591,1560,1031
1/1/2016 12:00:00 AM,2/15/2016 12:00:00 AM,4657,2748,1909
1/1/2016 12:00:00 AM,2/16/2016 12:00:00 AM,4612,2748,1864
1/1/2016 12:00:00 AM,2/17/2016 12:00:00 AM,4568,2722,1846
1/1/2016 12:00:00 AM,2/18/2016 12:00:00 AM,4568,2722,1846
1/1/2016 12:00:00 AM,2/19/2016 12:00:00 AM,4568,2722,1846
1/1/2016 12:00:00 AM,2/20/2016 12:00:00 AM,5206,3360,1846
1/1/2016 12:00:00 AM,2/21/2016 12:00:00 AM,5206,3360,1846
1/1/2016 12:00:00 AM,2/22/2016 12:00:00 AM,5193,3360,1833
1/1/2016 12:00:00 AM,2/23/2016 12:00:00 AM,4963,3130,1833
1/1/2016 12:00:00 AM,2/24/2016 12:00:00 AM,4963,3130,1833
1/1/2016 12:00:00 AM,2/25/2016 12:00:00 AM,4918,3130,1788
1/1/2016 12:00:00 AM,2/26/2016 12:00:00 AM,5557,3769,1788
1/1/2016 12:00:00 AM,2/27/2016 12:00:00 AM,6009,4233,1776
1/1/2016 12:00:00 AM,2/28/2016 12:00:00 AM,6268,4383,1885
1/1/2016 12:00:00 AM,2/29/2016 12:00:00 AM,6268,4383,1885
1/1/2016 12:00:00 AM,3/1/2016 12:00:00 AM,10135,4451,5684
1/1/2016 12:00:00 AM,3/2/2016 12:00:00 AM,10713,4969,5744
1/1/2016 12:00:00 AM,3/3/2016 12:00:00 AM,10713,4969,5744
1/1/2016 12:00:00 AM,3/4/2016 12:00:00 AM,10848,4969,5879
1/1/2016 12:00:00 AM,3/5/2016 12:00:00 AM,17077,7960,9117
1/1/2016 12:00:00 AM,3/6/2016 12:00:00 AM,18145,8110,10035
1/1/2016 12:00:00 AM,3/7/2016 12:00:00 AM,18089,7960,10129
1/1/2016 12:00:00 AM,3/8/2016 12:00:00 AM,18089,7960,10129
1/1/2016 12:00:00 AM,3/9/2016 12:00:00 AM,16760,6825,9935
1/1/2016 12:00:00 AM,3/10/2016 12:00:00 AM,16760,6825,9935
1/1/2016 12:00:00 AM,3/11/2016 12:00:00 AM,16077,7027,9050
1/1/2016 12:00:00 AM,3/12/2016 12:00:00 AM,18478,7171,11307
1/1/2016 12:00:00 AM,3/13/2016 12:00:00 AM,19781,7321,12460
1/1/2016 12:00:00 AM,3/14/2016 12:00:00 AM,19893,7171,12722
1/1/2016 12:00:00 AM,3/15/2016 12:00:00 AM,19985,7263,12722
1/1/2016 12:00:00 AM,3/16/2016 12:00:00 AM,19985,7263,12722
1/1/2016 12:00:00 AM,3/17/2016 12:00:00 AM,20054,7263,12791
1/1/2016 12:00:00 AM,3/18/2016 12:00:00 AM,20527,7863,12664
1/1/2016 12:00:00 AM,3/19/2016 12:00:00 AM,23296,9479,13817
1/1/2016 12:00:00 AM,3/20/2016 12:00:00 AM,24619,10498,14121
1/1/2016 12:00:00 AM,3/21/2016 12:00:00 AM,24575,9868,14707
1/1/2016 12:00:00 AM,3/22/2016 12:00:00 AM,23685,9068,14617
1/1/2016 12:00:00 AM,3/23/2016 12:00:00 AM,25163,10179,14984
1/1/2016 12:00:00 AM,3/24/2016 12:00:00 AM,24913,10069,14844
1/1/2016 12:00:00 AM,3/25/2016 12:00:00 AM,25310,10069,15241
1/1/2016 12:00:00 AM,3/26/2016 12:00:00 AM,29269,12944,16325
1/1/2016 12:00:00 AM,3/27/2016 12:00:00 AM,29496,13167,16329
1/1/2016 12:00:00 AM,3/28/2016 12:00:00 AM,29257,12332,16925
1/1/2016 12:00:00 AM,3/29/2016 12:00:00 AM,29257,12332,16925
1/1/2016 12:00:00 AM,3/30/2016 12:00:00 AM,28486,12332,16154
1/1/2016 12:00:00 AM,3/31/2016 12:00:00 AM,28710,12332,16378
1/1/2016 12:00:00 AM,4/1/2016 12:00:00 AM,34246,14085,20161
12/31/2015 12:00:00 AM,1/1/2016 12:00:00 AM,3696,2171,1525
12/31/2015 12:00:00 AM,1/2/2016 12:00:00 AM,3628,2091,1537
12/31/2015 12:00:00 AM,1/3/2016 12:00:00 AM,3628,2091,1537
12/31/2015 12:00:00 AM,1/4/2016 12:00:00 AM,3798,2261,1537
12/31/2015 12:00:00 AM,1/5/2016 12:00:00 AM,3807,2261,1546
12/31/2015 12:00:00 AM,1/6/2016 12:00:00 AM,3021,2261,760
12/31/2015 12:00:00 AM,1/7/2016 12:00:00 AM,3021,2261,760
12/31/2015 12:00:00 AM,1/8/2016 12:00:00 AM,3012,2261,751
12/31/2015 12:00:00 AM,1/9/2016 12:00:00 AM,2922,2171,751
12/31/2015 12:00:00 AM,1/10/2016 12:00:00 AM,2922,2171,751
12/31/2015 12:00:00 AM,1/11/2016 12:00:00 AM,2420,2171,249
12/31/2015 12:00:00 AM,1/12/2016 12:00:00 AM,2425,2171,254
12/31/2015 12:00:00 AM,1/13/2016 12:00:00 AM,2425,2171,254
12/31/2015 12:00:00 AM,1/14/2016 12:00:00 AM,2425,2171,254
12/31/2015 12:00:00 AM,1/15/2016 12:00:00 AM,2420,2171,249
12/31/2015 12:00:00 AM,1/16/2016 12:00:00 AM,2408,2171,237
12/31/2015 12:00:00 AM,1/17/2016 12:00:00 AM,2421,2171,250
12/31/2015 12:00:00 AM,1/18/2016 12:00:00 AM,2493,2171,322
12/31/2015 12:00:00 AM,1/19/2016 12:00:00 AM,2493,2171,322
12/31/2015 12:00:00 AM,1/20/2016 12:00:00 AM,2493,2171,322
12/31/2015 12:00:00 AM,1/21/2016 12:00:00 AM,2493,2171,322
12/31/2015 12:00:00 AM,1/22/2016 12:00:00 AM,2493,2171,322
12/31/2015 12:00:00 AM,1/23/2016 12:00:00 AM,2493,2171,322
12/31/2015 12:00:00 AM,1/24/2016 12:00:00 AM,2493,2171,322
12/31/2015 12:00:00 AM,1/25/2016 12:00:00 AM,2480,2171,309
12/31/2015 12:00:00 AM,1/26/2016 12:00:00 AM,2371,2171,200
12/31/2015 12:00:00 AM,1/27/2016 12:00:00 AM,2371,2171,200
12/31/2015 12:00:00 AM,1/28/2016 12:00:00 AM,2371,2171,200
12/31/2015 12:00:00 AM,1/29/2016 12:00:00 AM,2371,2171,200
12/31/2015 12:00:00 AM,1/30/2016 12:00:00 AM,3060,2860,200
12/31/2015 12:00:00 AM,1/31/2016 12:00:00 AM,3078,2860,218
12/31/2015 12:00:00 AM,2/1/2016 12:00:00 AM,3367,2910,457
12/31/2015 12:00:00 AM,2/2/2016 12:00:00 AM,3371,2910,461
12/31/2015 12:00:00 AM,2/3/2016 12:00:00 AM,2071,1610,461
12/31/2015 12:00:00 AM,2/4/2016 12:00:00 AM,2070,1609,461
12/31/2015 12:00:00 AM,2/5/2016 12:00:00 AM,2239,1560,679
12/31/2015 12:00:00 AM,2/6/2016 12:00:00 AM,2530,1560,970
12/31/2015 12:00:00 AM,2/7/2016 12:00:00 AM,2530,1560,970
12/31/2015 12:00:00 AM,2/8/2016 12:00:00 AM,2630,1660,970
12/31/2015 12:00:00 AM,2/9/2016 12:00:00 AM,2629,1659,970
12/31/2015 12:00:00 AM,2/10/2016 12:00:00 AM,2624,1609,1015
12/31/2015 12:00:00 AM,2/11/2016 12:00:00 AM,2526,1560,966
12/31/2015 12:00:00 AM,2/12/2016 12:00:00 AM,2526,1560,966
12/31/2015 12:00:00 AM,2/13/2016 12:00:00 AM,2578,1560,1018
12/31/2015 12:00:00 AM,2/14/2016 12:00:00 AM,2591,1560,1031
12/31/2015 12:00:00 AM,2/15/2016 12:00:00 AM,4657,2748,1909
12/31/2015 12:00:00 AM,2/16/2016 12:00:00 AM,4382,2518,1864
12/31/2015 12:00:00 AM,2/17/2016 12:00:00 AM,4338,2492,1846
12/31/2015 12:00:00 AM,2/18/2016 12:00:00 AM,4338,2492,1846
12/31/2015 12:00:00 AM,2/19/2016 12:00:00 AM,4338,2492,1846
12/31/2015 12:00:00 AM,2/20/2016 12:00:00 AM,4976,3130,1846
12/31/2015 12:00:00 AM,2/21/2016 12:00:00 AM,4976,3130,1846
12/31/2015 12:00:00 AM,2/22/2016 12:00:00 AM,4963,3130,1833
12/31/2015 12:00:00 AM,2/23/2016 12:00:00 AM,4963,3130,1833
12/31/2015 12:00:00 AM,2/24/2016 12:00:00 AM,4963,3130,1833
12/31/2015 12:00:00 AM,2/25/2016 12:00:00 AM,4918,3130,1788
12/31/2015 12:00:00 AM,2/26/2016 12:00:00 AM,5557,3769,1788
12/31/2015 12:00:00 AM,2/27/2016 12:00:00 AM,6009,4233,1776
12/31/2015 12:00:00 AM,2/28/2016 12:00:00 AM,6268,4383,1885
12/31/2015 12:00:00 AM,2/29/2016 12:00:00 AM,6268,4383,1885
12/31/2015 12:00:00 AM,3/1/2016 12:00:00 AM,10135,4451,5684
12/31/2015 12:00:00 AM,3/2/2016 12:00:00 AM,10713,4969,5744
12/31/2015 12:00:00 AM,3/3/2016 12:00:00 AM,10713,4969,5744
12/31/2015 12:00:00 AM,3/4/2016 12:00:00 AM,10848,4969,5879
12/31/2015 12:00:00 AM,3/5/2016 12:00:00 AM,17077,7960,9117
12/31/2015 12:00:00 AM,3/6/2016 12:00:00 AM,18145,8110,10035
12/31/2015 12:00:00 AM,3/7/2016 12:00:00 AM,18089,7960,10129
12/31/2015 12:00:00 AM,3/8/2016 12:00:00 AM,18089,7960,10129
12/31/2015 12:00:00 AM,3/9/2016 12:00:00 AM,16760,6825,9935
12/31/2015 12:00:00 AM,3/10/2016 12:00:00 AM,16760,6825,9935
12/31/2015 12:00:00 AM,3/11/2016 12:00:00 AM,16077,7027,9050
12/31/2015 12:00:00 AM,3/12/2016 12:00:00 AM,18478,7171,11307
12/31/2015 12:00:00 AM,3/13/2016 12:00:00 AM,19781,7321,12460
12/31/2015 12:00:00 AM,3/14/2016 12:00:00 AM,19893,7171,12722
12/31/2015 12:00:00 AM,3/15/2016 12:00:00 AM,19985,7263,12722
12/31/2015 12:00:00 AM,3/16/2016 12:00:00 AM,19985,7263,12722
12/31/2015 12:00:00 AM,3/17/2016 12:00:00 AM,20054,7263,12791
12/31/2015 12:00:00 AM,3/18/2016 12:00:00 AM,20527,7863,12664
12/31/2015 12:00:00 AM,3/19/2016 12:00:00 AM,23296,9479,13817
12/31/2015 12:00:00 AM,3/20/2016 12:00:00 AM,24619,10498,14121
12/31/2015 12:00:00 AM,3/21/2016 12:00:00 AM,24575,9868,14707
12/31/2015 12:00:00 AM,3/22/2016 12:00:00 AM,23685,9068,14617
12/31/2015 12:00:00 AM,3/23/2016 12:00:00 AM,24936,10179,14757
12/31/2015 12:00:00 AM,3/24/2016 12:00:00 AM,24686,10069,14617
12/31/2015 12:00:00 AM,3/25/2016 12:00:00 AM,25083,10069,15014
12/31/2015 12:00:00 AM,3/26/2016 12:00:00 AM,29042,12944,16098
12/31/2015 12:00:00 AM,3/27/2016 12:00:00 AM,29269,13167,16102
12/31/2015 12:00:00 AM,3/28/2016 12:00:00 AM,29180,12332,16848
12/31/2015 12:00:00 AM,3/29/2016 12:00:00 AM,29180,12332,16848
12/31/2015 12:00:00 AM,3/30/2016 12:00:00 AM,28259,12332,15927
12/31/2015 12:00:00 AM,3/31/2016 12:00:00 AM,28483,12332,16151
12/30/2015 12:00:00 AM,12/31/2015 12:00:00 AM,3641,2116,1525
12/30/2015 12:00:00 AM,1/1/2016 12:00:00 AM,3641,2116,1525
12/30/2015 12:00:00 AM,1/2/2016 12:00:00 AM,3603,2066,1537
12/30/2015 12:00:00 AM,1/3/2016 12:00:00 AM,3603,2066,1537
12/30/2015 12:00:00 AM,1/4/2016 12:00:00 AM,3773,2236,1537
12/30/2015 12:00:00 AM,1/5/2016 12:00:00 AM,3782,2236,1546
12/30/2015 12:00:00 AM,1/6/2016 12:00:00 AM,2996,2236,760
12/30/2015 12:00:00 AM,1/7/2016 12:00:00 AM,2996,2236,760
12/30/2015 12:00:00 AM,1/8/2016 12:00:00 AM,2987,2236,751
12/30/2015 12:00:00 AM,1/9/2016 12:00:00 AM,2897,2146,751
12/30/2015 12:00:00 AM,1/10/2016 12:00:00 AM,2897,2146,751
12/30/2015 12:00:00 AM,1/11/2016 12:00:00 AM,2395,2146,249
12/30/2015 12:00:00 AM,1/12/2016 12:00:00 AM,2400,2146,254
12/30/2015 12:00:00 AM,1/13/2016 12:00:00 AM,2400,2146,254
12/30/2015 12:00:00 AM,1/14/2016 12:00:00 AM,2400,2146,254
12/30/2015 12:00:00 AM,1/15/2016 12:00:00 AM,2395,2146,249
12/30/2015 12:00:00 AM,1/16/2016 12:00:00 AM,2383,2146,237
12/30/2015 12:00:00 AM,1/17/2016 12:00:00 AM,2396,2146,250
12/30/2015 12:00:00 AM,1/18/2016 12:00:00 AM,2468,2146,322
12/30/2015 12:00:00 AM,1/19/2016 12:00:00 AM,2468,2146,322
12/30/2015 12:00:00 AM,1/20/2016 12:00:00 AM,2468,2146,322
12/30/2015 12:00:00 AM,1/21/2016 12:00:00 AM,2468,2146,322
12/30/2015 12:00:00 AM,1/22/2016 12:00:00 AM,2468,2146,322
12/30/2015 12:00:00 AM,1/23/2016 12:00:00 AM,2468,2146,322
12/30/2015 12:00:00 AM,1/24/2016 12:00:00 AM,2468,2146,322
12/30/2015 12:00:00 AM,1/25/2016 12:00:00 AM,2455,2146,309
12/30/2015 12:00:00 AM,1/26/2016 12:00:00 AM,2346,2146,200
12/30/2015 12:00:00 AM,1/27/2016 12:00:00 AM,2346,2146,200
12/30/2015 12:00:00 AM,1/28/2016 12:00:00 AM,2346,2146,200
12/30/2015 12:00:00 AM,1/29/2016 12:00:00 AM,2346,2146,200
12/30/2015 12:00:00 AM,1/30/2016 12:00:00 AM,3035,2835,200
12/30/2015 12:00:00 AM,1/31/2016 12:00:00 AM,3053,2835,218
12/30/2015 12:00:00 AM,2/1/2016 12:00:00 AM,3342,2885,457
12/30/2015 12:00:00 AM,2/2/2016 12:00:00 AM,3346,2885,461
12/30/2015 12:00:00 AM,2/3/2016 12:00:00 AM,2046,1585,461
12/30/2015 12:00:00 AM,2/4/2016 12:00:00 AM,2045,1584,461
12/30/2015 12:00:00 AM,2/5/2016 12:00:00 AM,2214,1535,679
12/30/2015 12:00:00 AM,2/6/2016 12:00:00 AM,2505,1535,970
12/30/2015 12:00:00 AM,2/7/2016 12:00:00 AM,2505,1535,970
12/30/2015 12:00:00 AM,2/8/2016 12:00:00 AM,2605,1635,970
12/30/2015 12:00:00 AM,2/9/2016 12:00:00 AM,2604,1634,970
12/30/2015 12:00:00 AM,2/10/2016 12:00:00 AM,2599,1584,1015
12/30/2015 12:00:00 AM,2/11/2016 12:00:00 AM,2501,1535,966
12/30/2015 12:00:00 AM,2/12/2016 12:00:00 AM,2501,1535,966
12/30/2015 12:00:00 AM,2/13/2016 12:00:00 AM,2553,1535,1018
12/30/2015 12:00:00 AM,2/14/2016 12:00:00 AM,2566,1535,1031
12/30/2015 12:00:00 AM,2/15/2016 12:00:00 AM,4632,2723,1909
12/30/2015 12:00:00 AM,2/16/2016 12:00:00 AM,4357,2493,1864
12/30/2015 12:00:00 AM,2/17/2016 12:00:00 AM,4313,2467,1846
12/30/2015 12:00:00 AM,2/18/2016 12:00:00 AM,4313,2467,1846
12/30/2015 12:00:00 AM,2/19/2016 12:00:00 AM,4313,2467,1846
12/30/2015 12:00:00 AM,2/20/2016 12:00:00 AM,4951,3105,1846
12/30/2015 12:00:00 AM,2/21/2016 12:00:00 AM,4951,3105,1846
12/30/2015 12:00:00 AM,2/22/2016 12:00:00 AM,4938,3105,1833
12/30/2015 12:00:00 AM,2/23/2016 12:00:00 AM,4938,3105,1833
12/30/2015 12:00:00 AM,2/24/2016 12:00:00 AM,4938,3105,1833
12/30/2015 12:00:00 AM,2/25/2016 12:00:00 AM,4893,3105,1788
12/30/2015 12:00:00 AM,2/26/2016 12:00:00 AM,5532,3744,1788
12/30/2015 12:00:00 AM,2/27/2016 12:00:00 AM,5959,4208,1751
12/30/2015 12:00:00 AM,2/28/2016 12:00:00 AM,6218,4358,1860
12/30/2015 12:00:00 AM,2/29/2016 12:00:00 AM,6218,4358,1860
12/30/2015 12:00:00 AM,3/1/2016 12:00:00 AM,10110,4451,5659
12/30/2015 12:00:00 AM,3/2/2016 12:00:00 AM,10688,4969,5719
12/30/2015 12:00:00 AM,3/3/2016 12:00:00 AM,10688,4969,5719
12/30/2015 12:00:00 AM,3/4/2016 12:00:00 AM,10823,4969,5854
12/30/2015 12:00:00 AM,3/5/2016 12:00:00 AM,17052,7960,9092
12/30/2015 12:00:00 AM,3/6/2016 12:00:00 AM,18120,8110,10010
12/30/2015 12:00:00 AM,3/7/2016 12:00:00 AM,18064,7960,10104
12/30/2015 12:00:00 AM,3/8/2016 12:00:00 AM,18064,7960,10104
12/30/2015 12:00:00 AM,3/9/2016 12:00:00 AM,16735,6825,9910
12/30/2015 12:00:00 AM,3/10/2016 12:00:00 AM,16735,6825,9910
12/30/2015 12:00:00 AM,3/11/2016 12:00:00 AM,16052,7027,9025
12/30/2015 12:00:00 AM,3/12/2016 12:00:00 AM,18453,7171,11282
12/30/2015 12:00:00 AM,3/13/2016 12:00:00 AM,19756,7321,12435
12/30/2015 12:00:00 AM,3/14/2016 12:00:00 AM,19868,7171,12697
12/30/2015 12:00:00 AM,3/15/2016 12:00:00 AM,19960,7263,12697
12/30/2015 12:00:00 AM,3/16/2016 12:00:00 AM,19960,7263,12697
12/30/2015 12:00:00 AM,3/17/2016 12:00:00 AM,20029,7263,12766
12/30/2015 12:00:00 AM,3/18/2016 12:00:00 AM,20502,7863,12639
12/30/2015 12:00:00 AM,3/19/2016 12:00:00 AM,23271,9479,13792
12/30/2015 12:00:00 AM,3/20/2016 12:00:00 AM,24594,10498,14096
12/30/2015 12:00:00 AM,3/21/2016 12:00:00 AM,24575,9868,14707
12/30/2015 12:00:00 AM,3/22/2016 12:00:00 AM,23685,9068,14617
12/30/2015 12:00:00 AM,3/23/2016 12:00:00 AM,24936,10179,14757
12/30/2015 12:00:00 AM,3/24/2016 12:00:00 AM,24686,10069,14617
12/30/2015 12:00:00 AM,3/25/2016 12:00:00 AM,25083,10069,15014
12/30/2015 12:00:00 AM,3/26/2016 12:00:00 AM,29042,12944,16098
12/30/2015 12:00:00 AM,3/27/2016 12:00:00 AM,29269,13167,16102
12/30/2015 12:00:00 AM,3/28/2016 12:00:00 AM,29180,12332,16848
12/30/2015 12:00:00 AM,3/29/2016 12:00:00 AM,29180,12332,16848
12/30/2015 12:00:00 AM,3/30/2016 12:00:00 AM,28259,12332,15927
12/29/2015 12:00:00 AM,12/30/2015 12:00:00 AM,2935,2196,739
12/29/2015 12:00:00 AM,12/31/2015 12:00:00 AM,2855,2116,739
12/29/2015 12:00:00 AM,1/1/2016 12:00:00 AM,2855,2116,739
12/29/2015 12:00:00 AM,1/2/2016 12:00:00 AM,2817,2066,751
12/29/2015 12:00:00 AM,1/3/2016 12:00:00 AM,2817,2066,751
12/29/2015 12:00:00 AM,1/4/2016 12:00:00 AM,2897,2146,751
12/29/2015 12:00:00 AM,1/5/2016 12:00:00 AM,2906,2146,760
12/29/2015 12:00:00 AM,1/6/2016 12:00:00 AM,2906,2146,760
12/29/2015 12:00:00 AM,1/7/2016 12:00:00 AM,2906,2146,760
12/29/2015 12:00:00 AM,1/8/2016 12:00:00 AM,2897,2146,751
12/29/2015 12:00:00 AM,1/9/2016 12:00:00 AM,2897,2146,751
12/29/2015 12:00:00 AM,1/10/2016 12:00:00 AM,2897,2146,751
12/29/2015 12:00:00 AM,1/11/2016 12:00:00 AM,2395,2146,249
12/29/2015 12:00:00 AM,1/12/2016 12:00:00 AM,2400,2146,254
12/29/2015 12:00:00 AM,1/13/2016 12:00:00 AM,2400,2146,254
12/29/2015 12:00:00 AM,1/14/2016 12:00:00 AM,2400,2146,254
12/29/2015 12:00:00 AM,1/15/2016 12:00:00 AM,2395,2146,249
12/29/2015 12:00:00 AM,1/16/2016 12:00:00 AM,2383,2146,237
12/29/2015 12:00:00 AM,1/17/2016 12:00:00 AM,2396,2146,250
12/29/2015 12:00:00 AM,1/18/2016 12:00:00 AM,2468,2146,322
12/29/2015 12:00:00 AM,1/19/2016 12:00:00 AM,2468,2146,322
12/29/2015 12:00:00 AM,1/20/2016 12:00:00 AM,2468,2146,322
12/29/2015 12:00:00 AM,1/21/2016 12:00:00 AM,2468,2146,322
12/29/2015 12:00:00 AM,1/22/2016 12:00:00 AM,2468,2146,322
12/29/2015 12:00:00 AM,1/23/2016 12:00:00 AM,2468,2146,322
12/29/2015 12:00:00 AM,1/24/2016 12:00:00 AM,2468,2146,322
12/29/2015 12:00:00 AM,1/25/2016 12:00:00 AM,2455,2146,309
12/29/2015 12:00:00 AM,1/26/2016 12:00:00 AM,2346,2146,200
12/29/2015 12:00:00 AM,1/27/2016 12:00:00 AM,2346,2146,200
12/29/2015 12:00:00 AM,1/28/2016 12:00:00 AM,2346,2146,200
12/29/2015 12:00:00 AM,1/29/2016 12:00:00 AM,2346,2146,200
12/29/2015 12:00:00 AM,1/30/2016 12:00:00 AM,3035,2835,200
12/29/2015 12:00:00 AM,1/31/2016 12:00:00 AM,3053,2835,218
12/29/2015 12:00:00 AM,2/1/2016 12:00:00 AM,3342,2885,457
12/29/2015 12:00:00 AM,2/2/2016 12:00:00 AM,3346,2885,461
12/29/2015 12:00:00 AM,2/3/2016 12:00:00 AM,2046,1585,461
12/29/2015 12:00:00 AM,2/4/2016 12:00:00 AM,2045,1584,461
12/29/2015 12:00:00 AM,2/5/2016 12:00:00 AM,2214,1535,679
12/29/2015 12:00:00 AM,2/6/2016 12:00:00 AM,2505,1535,970
12/29/2015 12:00:00 AM,2/7/2016 12:00:00 AM,2505,1535,970
12/29/2015 12:00:00 AM,2/8/2016 12:00:00 AM,2605,1635,970
12/29/2015 12:00:00 AM,2/9/2016 12:00:00 AM,2604,1634,970
12/29/2015 12:00:00 AM,2/10/2016 12:00:00 AM,2599,1584,1015
12/29/2015 12:00:00 AM,2/11/2016 12:00:00 AM,2501,1535,966
12/29/2015 12:00:00 AM,2/12/2016 12:00:00 AM,2501,1535,966
12/29/2015 12:00:00 AM,2/13/2016 12:00:00 AM,2553,1535,1018
12/29/2015 12:00:00 AM,2/14/2016 12:00:00 AM,2566,1535,1031
12/29/2015 12:00:00 AM,2/15/2016 12:00:00 AM,4632,2723,1909
12/29/2015 12:00:00 AM,2/16/2016 12:00:00 AM,4357,2493,1864
12/29/2015 12:00:00 AM,2/17/2016 12:00:00 AM,4313,2467,1846
12/29/2015 12:00:00 AM,2/18/2016 12:00:00 AM,4313,2467,1846
12/29/2015 12:00:00 AM,2/19/2016 12:00:00 AM,4313,2467,1846
12/29/2015 12:00:00 AM,2/20/2016 12:00:00 AM,4951,3105,1846
12/29/2015 12:00:00 AM,2/21/2016 12:00:00 AM,4951,3105,1846
12/29/2015 12:00:00 AM,2/22/2016 12:00:00 AM,4938,3105,1833
12/29/2015 12:00:00 AM,2/23/2016 12:00:00 AM,4938,3105,1833
12/29/2015 12:00:00 AM,2/24/2016 12:00:00 AM,4938,3105,1833
12/29/2015 12:00:00 AM,2/25/2016 12:00:00 AM,4893,3105,1788
12/29/2015 12:00:00 AM,2/26/2016 12:00:00 AM,5532,3744,1788
12/29/2015 12:00:00 AM,2/27/2016 12:00:00 AM,5959,4208,1751
12/29/2015 12:00:00 AM,2/28/2016 12:00:00 AM,6218,4358,1860
12/29/2015 12:00:00 AM,2/29/2016 12:00:00 AM,6218,4358,1860
12/29/2015 12:00:00 AM,3/1/2016 12:00:00 AM,10110,4451,5659
12/29/2015 12:00:00 AM,3/2/2016 12:00:00 AM,10688,4969,5719
12/29/2015 12:00:00 AM,3/3/2016 12:00:00 AM,10688,4969,5719
12/29/2015 12:00:00 AM,3/4/2016 12:00:00 AM,10823,4969,5854
12/29/2015 12:00:00 AM,3/5/2016 12:00:00 AM,17052,7960,9092
12/29/2015 12:00:00 AM,3/6/2016 12:00:00 AM,18120,8110,10010
12/29/2015 12:00:00 AM,3/7/2016 12:00:00 AM,18064,7960,10104
12/29/2015 12:00:00 AM,3/8/2016 12:00:00 AM,18064,7960,10104
