forecast_execution_date_ept,forecast_date,region,total_outages_mw,planned_outages_mw,maintenance_outages_mw,forced_outages_mw
12/30/2017 12:00:00 AM,1/3/2018 12:00:00 AM,PJM RTO,6091,1960,1791,2340
12/30/2017 12:00:00 AM,1/4/2018 12:00:00 AM,Mid Atlantic - Dominion,1345,304,292,749
12/30/2017 12:00:00 AM,1/4/2018 12:00:00 AM,Western,2782,1656,517,609
12/30/2017 12:00:00 AM,1/4/2018 12:00:00 AM,PJM RTO,4127,1960,809,1358
12/30/2017 12:00:00 AM,1/5/2018 12:00:00 AM,Mid Atlantic - Dominion,1176,304,141,731
12/30/2017 12:00:00 AM,1/5/2018 12:00:00 AM,Western,2997,1776,612,609
12/30/2017 12:00:00 AM,1/5/2018 12:00:00 AM,PJM RTO,4173,2080,753,1340
12/29/2017 12:00:00 AM,12/29/2017 12:00:00 AM,Mid Atlantic - Dominion,7828,304,2739,4785
12/29/2017 12:00:00 AM,12/29/2017 12:00:00 AM,Western,11802,1956,3946,5900
12/29/2017 12:00:00 AM,12/29/2017 12:00:00 AM,PJM RTO,19630,2260,6685,10685
12/29/2017 12:00:00 AM,12/30/2017 12:00:00 AM,Mid Atlantic - Dominion,4054,304,1790,1960
12/29/2017 12:00:00 AM,12/30/2017 12:00:00 AM,Western,8762,1956,2588,4218
12/29/2017 12:00:00 AM,12/30/2017 12:00:00 AM,PJM RTO,12816,2260,4378,6178
12/29/2017 12:00:00 AM,12/31/2017 12:00:00 AM,Mid Atlantic - Dominion,3851,304,1708,1839
12/29/2017 12:00:00 AM,12/31/2017 12:00:00 AM,Western,6339,1956,1857,2526
12/29/2017 12:00:00 AM,12/31/2017 12:00:00 AM,PJM RTO,10190,2260,3565,4365
12/29/2017 12:00:00 AM,1/1/2018 12:00:00 AM,Mid Atlantic - Dominion,3282,304,1529,1449
12/29/2017 12:00:00 AM,1/1/2018 12:00:00 AM,Western,5071,1956,1336,1779
12/29/2017 12:00:00 AM,1/1/2018 12:00:00 AM,PJM RTO,8353,2260,2865,3228
12/29/2017 12:00:00 AM,1/2/2018 12:00:00 AM,Mid Atlantic - Dominion,3276,304,1523,1449
12/29/2017 12:00:00 AM,1/2/2018 12:00:00 AM,Western,4719,1656,1916,1147
12/29/2017 12:00:00 AM,1/2/2018 12:00:00 AM,PJM RTO,7995,1960,3439,2596
12/29/2017 12:00:00 AM,1/3/2018 12:00:00 AM,Mid Atlantic - Dominion,3084,304,1537,1243
12/29/2017 12:00:00 AM,1/3/2018 12:00:00 AM,Western,4197,1656,1885,656
12/29/2017 12:00:00 AM,1/3/2018 12:00:00 AM,PJM RTO,7281,1960,3422,1899
12/29/2017 12:00:00 AM,1/4/2018 12:00:00 AM,Western,2752,1656,529,567
12/29/2017 12:00:00 AM,1/4/2018 12:00:00 AM,Mid Atlantic - Dominion,3186,304,1648,1234
12/29/2017 12:00:00 AM,1/4/2018 12:00:00 AM,PJM RTO,5938,1960,2177,1801
12/28/2017 12:00:00 AM,12/28/2017 12:00:00 AM,Mid Atlantic - Dominion,5544,644,1438,3462
12/28/2017 12:00:00 AM,12/28/2017 12:00:00 AM,Western,10958,1956,3588,5414
12/28/2017 12:00:00 AM,12/28/2017 12:00:00 AM,PJM RTO,16502,2600,5026,8876
12/28/2017 12:00:00 AM,12/29/2017 12:00:00 AM,Mid Atlantic - Dominion,3302,644,1592,1066
12/28/2017 12:00:00 AM,12/29/2017 12:00:00 AM,Western,8728,1956,3693,3079
12/28/2017 12:00:00 AM,12/29/2017 12:00:00 AM,PJM RTO,12030,2600,5285,4145
12/28/2017 12:00:00 AM,12/30/2017 12:00:00 AM,Mid Atlantic - Dominion,1205,304,339,562
12/28/2017 12:00:00 AM,12/30/2017 12:00:00 AM,Western,7556,1956,3069,2531
12/28/2017 12:00:00 AM,12/30/2017 12:00:00 AM,PJM RTO,8761,2260,3408,3093
12/28/2017 12:00:00 AM,12/31/2017 12:00:00 AM,Mid Atlantic - Dominion,1179,304,327,548
12/28/2017 12:00:00 AM,12/31/2017 12:00:00 AM,Western,5395,1956,2338,1101
12/28/2017 12:00:00 AM,12/31/2017 12:00:00 AM,PJM RTO,6574,2260,2665,1649
12/28/2017 12:00:00 AM,1/1/2018 12:00:00 AM,Mid Atlantic - Dominion,984,304,141,539
12/28/2017 12:00:00 AM,1/1/2018 12:00:00 AM,Western,3985,1956,1354,675
12/28/2017 12:00:00 AM,1/1/2018 12:00:00 AM,PJM RTO,4969,2260,1495,1214
12/28/2017 12:00:00 AM,1/2/2018 12:00:00 AM,Mid Atlantic - Dominion,984,304,141,539
12/28/2017 12:00:00 AM,1/2/2018 12:00:00 AM,Western,4264,1656,1933,675
12/28/2017 12:00:00 AM,1/2/2018 12:00:00 AM,PJM RTO,5248,1960,2074,1214
12/28/2017 12:00:00 AM,1/3/2018 12:00:00 AM,Mid Atlantic - Dominion,975,304,155,516
12/28/2017 12:00:00 AM,1/3/2018 12:00:00 AM,Western,4234,1656,1903,675
12/28/2017 12:00:00 AM,1/3/2018 12:00:00 AM,PJM RTO,5209,1960,2058,1191
12/27/2017 12:00:00 AM,12/27/2017 12:00:00 AM,Mid Atlantic - Dominion,5534,653,1672,3209
12/27/2017 12:00:00 AM,12/27/2017 12:00:00 AM,Western,9962,1956,2293,5713
12/27/2017 12:00:00 AM,12/27/2017 12:00:00 AM,PJM RTO,15496,2609,3965,8922
12/27/2017 12:00:00 AM,12/28/2017 12:00:00 AM,Mid Atlantic - Dominion,3497,653,1620,1224
12/27/2017 12:00:00 AM,12/28/2017 12:00:00 AM,Western,8908,1956,3349,3603
12/27/2017 12:00:00 AM,12/28/2017 12:00:00 AM,PJM RTO,12405,2609,4969,4827
12/27/2017 12:00:00 AM,12/29/2017 12:00:00 AM,Mid Atlantic - Dominion,3583,653,1744,1186
12/27/2017 12:00:00 AM,12/29/2017 12:00:00 AM,Western,8948,1956,3389,3603
12/27/2017 12:00:00 AM,12/29/2017 12:00:00 AM,PJM RTO,12531,2609,5133,4789
12/27/2017 12:00:00 AM,12/30/2017 12:00:00 AM,Mid Atlantic - Dominion,1320,313,442,565
12/27/2017 12:00:00 AM,12/30/2017 12:00:00 AM,Western,8231,1956,3285,2990
12/27/2017 12:00:00 AM,12/30/2017 12:00:00 AM,PJM RTO,9551,2269,3727,3555
12/27/2017 12:00:00 AM,12/31/2017 12:00:00 AM,Mid Atlantic - Dominion,1169,313,305,551
12/27/2017 12:00:00 AM,12/31/2017 12:00:00 AM,Western,6898,1956,2919,2023
12/27/2017 12:00:00 AM,12/31/2017 12:00:00 AM,PJM RTO,8067,2269,3224,2574
12/27/2017 12:00:00 AM,1/1/2018 12:00:00 AM,Mid Atlantic - Dominion,836,304,-10,542
12/27/2017 12:00:00 AM,1/1/2018 12:00:00 AM,Western,4691,1956,1126,1609
12/27/2017 12:00:00 AM,1/1/2018 12:00:00 AM,PJM RTO,5527,2260,1116,2151
12/27/2017 12:00:00 AM,1/2/2018 12:00:00 AM,Mid Atlantic - Dominion,926,304,80,542
12/27/2017 12:00:00 AM,1/2/2018 12:00:00 AM,Western,4331,1656,1066,1609
12/27/2017 12:00:00 AM,1/2/2018 12:00:00 AM,PJM RTO,5257,1960,1146,2151
12/26/2017 12:00:00 AM,12/26/2017 12:00:00 AM,Mid Atlantic - Dominion,4168,644,1751,1773
12/26/2017 12:00:00 AM,12/26/2017 12:00:00 AM,Western,9321,1956,2869,4496
12/26/2017 12:00:00 AM,12/26/2017 12:00:00 AM,PJM RTO,13489,2600,4620,6269
12/26/2017 12:00:00 AM,12/27/2017 12:00:00 AM,Mid Atlantic - Dominion,4203,653,2121,1429
12/26/2017 12:00:00 AM,12/27/2017 12:00:00 AM,Western,7318,1956,2729,2633
12/26/2017 12:00:00 AM,12/27/2017 12:00:00 AM,PJM RTO,11521,2609,4850,4062
12/26/2017 12:00:00 AM,12/28/2017 12:00:00 AM,Mid Atlantic - Dominion,2885,653,1583,649
12/26/2017 12:00:00 AM,12/28/2017 12:00:00 AM,Western,7231,1956,3064,2211
12/26/2017 12:00:00 AM,12/28/2017 12:00:00 AM,PJM RTO,10116,2609,4647,2860
12/26/2017 12:00:00 AM,12/29/2017 12:00:00 AM,Mid Atlantic - Dominion,2865,653,1582,630
12/26/2017 12:00:00 AM,12/29/2017 12:00:00 AM,Western,6766,1956,3104,1706
12/26/2017 12:00:00 AM,12/29/2017 12:00:00 AM,PJM RTO,9631,2609,4686,2336
12/26/2017 12:00:00 AM,12/30/2017 12:00:00 AM,Mid Atlantic - Dominion,1219,313,319,587
12/26/2017 12:00:00 AM,12/30/2017 12:00:00 AM,Western,5158,1956,2334,868
12/26/2017 12:00:00 AM,12/30/2017 12:00:00 AM,PJM RTO,6377,2269,2653,1455
12/26/2017 12:00:00 AM,12/31/2017 12:00:00 AM,Mid Atlantic - Dominion,1193,313,307,573
12/26/2017 12:00:00 AM,12/31/2017 12:00:00 AM,Western,4810,1956,2012,842
12/26/2017 12:00:00 AM,12/31/2017 12:00:00 AM,PJM RTO,6003,2269,2319,1415
12/26/2017 12:00:00 AM,1/1/2018 12:00:00 AM,Mid Atlantic - Dominion,856,304,-10,562
12/26/2017 12:00:00 AM,1/1/2018 12:00:00 AM,Western,2981,1956,704,321
12/26/2017 12:00:00 AM,1/1/2018 12:00:00 AM,PJM RTO,3837,2260,694,883
12/25/2017 12:00:00 AM,12/25/2017 12:00:00 AM,Mid Atlantic - Dominion,3832,644,1563,1625
12/25/2017 12:00:00 AM,12/25/2017 12:00:00 AM,Western,7947,1956,2348,3643
12/25/2017 12:00:00 AM,12/25/2017 12:00:00 AM,PJM RTO,11779,2600,3911,5268
12/25/2017 12:00:00 AM,12/26/2017 12:00:00 AM,Mid Atlantic - Dominion,3923,644,1555,1724
12/25/2017 12:00:00 AM,12/26/2017 12:00:00 AM,Western,8940,1956,3763,3221
12/25/2017 12:00:00 AM,12/26/2017 12:00:00 AM,PJM RTO,12863,2600,5318,4945
12/25/2017 12:00:00 AM,12/27/2017 12:00:00 AM,Mid Atlantic - Dominion,3879,653,1744,1482
12/25/2017 12:00:00 AM,12/27/2017 12:00:00 AM,Western,6666,1956,3201,1509
12/25/2017 12:00:00 AM,12/27/2017 12:00:00 AM,PJM RTO,10545,2609,4945,2991
12/25/2017 12:00:00 AM,12/28/2017 12:00:00 AM,Mid Atlantic - Dominion,2938,653,1579,706
12/25/2017 12:00:00 AM,12/28/2017 12:00:00 AM,Western,6588,1956,3536,1096
12/25/2017 12:00:00 AM,12/28/2017 12:00:00 AM,PJM RTO,9526,2609,5115,1802
12/25/2017 12:00:00 AM,12/29/2017 12:00:00 AM,Mid Atlantic - Dominion,2918,653,1578,687
12/25/2017 12:00:00 AM,12/29/2017 12:00:00 AM,Western,6123,1956,3576,591
12/25/2017 12:00:00 AM,12/29/2017 12:00:00 AM,PJM RTO,9041,2609,5154,1278
12/25/2017 12:00:00 AM,12/30/2017 12:00:00 AM,Mid Atlantic - Dominion,1272,313,315,644
12/25/2017 12:00:00 AM,12/30/2017 12:00:00 AM,Western,5294,1956,2806,532
12/25/2017 12:00:00 AM,12/30/2017 12:00:00 AM,PJM RTO,6566,2269,3121,1176
12/25/2017 12:00:00 AM,12/31/2017 12:00:00 AM,Mid Atlantic - Dominion,1246,313,303,630
12/25/2017 12:00:00 AM,12/31/2017 12:00:00 AM,Western,4744,1956,2282,506
12/25/2017 12:00:00 AM,12/31/2017 12:00:00 AM,PJM RTO,5990,2269,2585,1136
12/24/2017 12:00:00 AM,12/24/2017 12:00:00 AM,Mid Atlantic - Dominion,4860,644,1773,2443
12/24/2017 12:00:00 AM,12/24/2017 12:00:00 AM,Western,10777,2082,3377,5318
12/24/2017 12:00:00 AM,12/24/2017 12:00:00 AM,PJM RTO,15637,2726,5150,7761
12/24/2017 12:00:00 AM,12/25/2017 12:00:00 AM,Mid Atlantic - Dominion,4609,644,1567,2398
12/24/2017 12:00:00 AM,12/25/2017 12:00:00 AM,Western,9789,2082,2389,5318
12/24/2017 12:00:00 AM,12/25/2017 12:00:00 AM,PJM RTO,14398,2726,3956,7716
12/24/2017 12:00:00 AM,12/26/2017 12:00:00 AM,Mid Atlantic - Dominion,3953,644,1558,1751
12/24/2017 12:00:00 AM,12/26/2017 12:00:00 AM,Western,10340,2082,3557,4701
12/24/2017 12:00:00 AM,12/26/2017 12:00:00 AM,PJM RTO,14293,2726,5115,6452
12/24/2017 12:00:00 AM,12/27/2017 12:00:00 AM,Mid Atlantic - Dominion,3529,653,1744,1132
12/24/2017 12:00:00 AM,12/27/2017 12:00:00 AM,Western,5971,2082,2851,1038
12/24/2017 12:00:00 AM,12/27/2017 12:00:00 AM,PJM RTO,9500,2735,4595,2170
12/24/2017 12:00:00 AM,12/28/2017 12:00:00 AM,Mid Atlantic - Dominion,3337,653,1579,1105
12/24/2017 12:00:00 AM,12/28/2017 12:00:00 AM,Western,6084,1956,3186,942
12/24/2017 12:00:00 AM,12/28/2017 12:00:00 AM,PJM RTO,9421,2609,4765,2047
12/24/2017 12:00:00 AM,12/29/2017 12:00:00 AM,Mid Atlantic - Dominion,3317,653,1578,1086
12/24/2017 12:00:00 AM,12/29/2017 12:00:00 AM,Western,5844,1956,3226,662
12/24/2017 12:00:00 AM,12/29/2017 12:00:00 AM,PJM RTO,9161,2609,4804,1748
12/24/2017 12:00:00 AM,12/30/2017 12:00:00 AM,Mid Atlantic - Dominion,1682,313,315,1054
12/24/2017 12:00:00 AM,12/30/2017 12:00:00 AM,Western,5159,1956,2600,603
12/24/2017 12:00:00 AM,12/30/2017 12:00:00 AM,PJM RTO,6841,2269,2915,1657
12/23/2017 12:00:00 AM,12/23/2017 12:00:00 AM,Mid Atlantic - Dominion,4881,644,2123,2114
12/23/2017 12:00:00 AM,12/23/2017 12:00:00 AM,Western,12044,2082,4129,5833
12/23/2017 12:00:00 AM,12/23/2017 12:00:00 AM,PJM RTO,16925,2726,6252,7947
12/23/2017 12:00:00 AM,12/24/2017 12:00:00 AM,Mid Atlantic - Dominion,4489,644,1776,2069
12/23/2017 12:00:00 AM,12/24/2017 12:00:00 AM,Western,10814,2082,3439,5293
12/23/2017 12:00:00 AM,12/24/2017 12:00:00 AM,PJM RTO,15303,2726,5215,7362
12/23/2017 12:00:00 AM,12/25/2017 12:00:00 AM,Mid Atlantic - Dominion,3645,644,1567,1434
12/23/2017 12:00:00 AM,12/25/2017 12:00:00 AM,Western,9614,2082,2389,5143
12/23/2017 12:00:00 AM,12/25/2017 12:00:00 AM,PJM RTO,13259,2726,3956,6577
12/23/2017 12:00:00 AM,12/26/2017 12:00:00 AM,Mid Atlantic - Dominion,3740,644,1558,1538
12/23/2017 12:00:00 AM,12/26/2017 12:00:00 AM,Western,9755,2082,2957,4716
12/23/2017 12:00:00 AM,12/26/2017 12:00:00 AM,PJM RTO,13495,2726,4515,6254
12/23/2017 12:00:00 AM,12/27/2017 12:00:00 AM,Mid Atlantic - Dominion,3321,653,1744,924
12/23/2017 12:00:00 AM,12/27/2017 12:00:00 AM,Western,5286,2082,2251,953
12/23/2017 12:00:00 AM,12/27/2017 12:00:00 AM,PJM RTO,8607,2735,3995,1877
12/23/2017 12:00:00 AM,12/28/2017 12:00:00 AM,Mid Atlantic - Dominion,3134,653,1579,902
12/23/2017 12:00:00 AM,12/28/2017 12:00:00 AM,Western,5397,1956,2586,855
12/23/2017 12:00:00 AM,12/28/2017 12:00:00 AM,PJM RTO,8531,2609,4165,1757
12/23/2017 12:00:00 AM,12/29/2017 12:00:00 AM,Mid Atlantic - Dominion,2922,653,1578,691
12/23/2017 12:00:00 AM,12/29/2017 12:00:00 AM,Western,5157,1956,2626,575
12/23/2017 12:00:00 AM,12/29/2017 12:00:00 AM,PJM RTO,8079,2609,4204,1266
12/22/2017 12:00:00 AM,12/22/2017 12:00:00 AM,Mid Atlantic - Dominion,6335,644,3314,2377
12/22/2017 12:00:00 AM,12/22/2017 12:00:00 AM,Western,9290,2082,5173,2035
12/22/2017 12:00:00 AM,12/22/2017 12:00:00 AM,PJM RTO,15625,2726,8487,4412
12/22/2017 12:00:00 AM,12/23/2017 12:00:00 AM,Mid Atlantic - Dominion,3912,644,2032,1236
12/22/2017 12:00:00 AM,12/23/2017 12:00:00 AM,Western,9212,2082,4604,2526
12/22/2017 12:00:00 AM,12/23/2017 12:00:00 AM,PJM RTO,13124,2726,6636,3762
12/22/2017 12:00:00 AM,12/24/2017 12:00:00 AM,Mid Atlantic - Dominion,4124,644,2352,1128
12/22/2017 12:00:00 AM,12/24/2017 12:00:00 AM,Western,7207,2082,2879,2246
12/22/2017 12:00:00 AM,12/24/2017 12:00:00 AM,PJM RTO,11331,2726,5231,3374
12/22/2017 12:00:00 AM,12/25/2017 12:00:00 AM,Mid Atlantic - Dominion,3562,644,1790,1128
12/22/2017 12:00:00 AM,12/25/2017 12:00:00 AM,Western,5787,2082,1836,1869
12/22/2017 12:00:00 AM,12/25/2017 12:00:00 AM,PJM RTO,9349,2726,3626,2997
12/22/2017 12:00:00 AM,12/26/2017 12:00:00 AM,Mid Atlantic - Dominion,3612,644,1852,1116
12/22/2017 12:00:00 AM,12/26/2017 12:00:00 AM,Western,5885,2082,2136,1667
12/22/2017 12:00:00 AM,12/26/2017 12:00:00 AM,PJM RTO,9497,2726,3988,2783
12/22/2017 12:00:00 AM,12/27/2017 12:00:00 AM,Mid Atlantic - Dominion,3133,653,1744,736
12/22/2017 12:00:00 AM,12/27/2017 12:00:00 AM,Western,4795,2082,2024,689
12/22/2017 12:00:00 AM,12/27/2017 12:00:00 AM,PJM RTO,7928,2735,3768,1425
12/22/2017 12:00:00 AM,12/28/2017 12:00:00 AM,Mid Atlantic - Dominion,2949,653,1584,712
12/22/2017 12:00:00 AM,12/28/2017 12:00:00 AM,Western,4868,1956,2318,594
12/22/2017 12:00:00 AM,12/28/2017 12:00:00 AM,PJM RTO,7817,2609,3902,1306
12/21/2017 12:00:00 AM,12/21/2017 12:00:00 AM,Mid Atlantic - Dominion,7328,1233,3905,2190
12/21/2017 12:00:00 AM,12/21/2017 12:00:00 AM,Western,10793,2733,5254,2806
12/21/2017 12:00:00 AM,12/21/2017 12:00:00 AM,PJM RTO,18121,3966,9159,4996
12/21/2017 12:00:00 AM,12/22/2017 12:00:00 AM,Mid Atlantic - Dominion,5980,1189,3370,1421
12/21/2017 12:00:00 AM,12/22/2017 12:00:00 AM,Western,10180,2082,5630,2468
12/21/2017 12:00:00 AM,12/22/2017 12:00:00 AM,PJM RTO,16160,3271,9000,3889
12/21/2017 12:00:00 AM,12/23/2017 12:00:00 AM,Mid Atlantic - Dominion,3915,1041,2096,778
12/21/2017 12:00:00 AM,12/23/2017 12:00:00 AM,Western,9582,2082,5314,2186
12/21/2017 12:00:00 AM,12/23/2017 12:00:00 AM,PJM RTO,13497,3123,7410,2964
12/21/2017 12:00:00 AM,12/24/2017 12:00:00 AM,Mid Atlantic - Dominion,3971,1041,2225,705
12/21/2017 12:00:00 AM,12/24/2017 12:00:00 AM,Western,7237,2082,3249,1906
12/21/2017 12:00:00 AM,12/24/2017 12:00:00 AM,PJM RTO,11208,3123,5474,2611
12/21/2017 12:00:00 AM,12/25/2017 12:00:00 AM,Mid Atlantic - Dominion,3561,1041,1815,705
12/21/2017 12:00:00 AM,12/25/2017 12:00:00 AM,Western,5480,2082,2071,1327
12/21/2017 12:00:00 AM,12/25/2017 12:00:00 AM,PJM RTO,9041,3123,3886,2032
12/21/2017 12:00:00 AM,12/26/2017 12:00:00 AM,Mid Atlantic - Dominion,3219,644,1872,703
12/21/2017 12:00:00 AM,12/26/2017 12:00:00 AM,Western,5760,2082,2371,1307
12/21/2017 12:00:00 AM,12/26/2017 12:00:00 AM,PJM RTO,8979,2726,4243,2010
12/21/2017 12:00:00 AM,12/27/2017 12:00:00 AM,Mid Atlantic - Dominion,3002,653,1646,703
12/21/2017 12:00:00 AM,12/27/2017 12:00:00 AM,Western,4679,2082,1988,609
12/21/2017 12:00:00 AM,12/27/2017 12:00:00 AM,PJM RTO,7681,2735,3634,1312
12/20/2017 12:00:00 AM,12/20/2017 12:00:00 AM,Mid Atlantic - Dominion,9026,1873,5191,1962
12/20/2017 12:00:00 AM,12/20/2017 12:00:00 AM,Western,10069,2733,5651,1685
12/20/2017 12:00:00 AM,12/20/2017 12:00:00 AM,PJM RTO,19095,4606,10842,3647
12/20/2017 12:00:00 AM,12/21/2017 12:00:00 AM,Mid Atlantic - Dominion,7342,1537,3884,1921
12/20/2017 12:00:00 AM,12/21/2017 12:00:00 AM,Western,8746,2733,4691,1322
12/20/2017 12:00:00 AM,12/21/2017 12:00:00 AM,PJM RTO,16088,4270,8575,3243
12/20/2017 12:00:00 AM,12/22/2017 12:00:00 AM,Mid Atlantic - Dominion,5917,1523,2793,1601
12/20/2017 12:00:00 AM,12/22/2017 12:00:00 AM,Western,7338,1956,4700,682
12/20/2017 12:00:00 AM,12/22/2017 12:00:00 AM,PJM RTO,13255,3479,7493,2283
12/20/2017 12:00:00 AM,12/23/2017 12:00:00 AM,Mid Atlantic - Dominion,2602,1044,740,818
12/20/2017 12:00:00 AM,12/23/2017 12:00:00 AM,Western,7153,1956,4565,632
12/20/2017 12:00:00 AM,12/23/2017 12:00:00 AM,PJM RTO,9755,3000,5305,1450
12/20/2017 12:00:00 AM,12/24/2017 12:00:00 AM,Mid Atlantic - Dominion,2658,1044,869,745
12/20/2017 12:00:00 AM,12/24/2017 12:00:00 AM,Western,6124,1956,3536,632
12/20/2017 12:00:00 AM,12/24/2017 12:00:00 AM,PJM RTO,8782,3000,4405,1377
12/20/2017 12:00:00 AM,12/25/2017 12:00:00 AM,Mid Atlantic - Dominion,2248,1044,459,745
12/20/2017 12:00:00 AM,12/25/2017 12:00:00 AM,Western,5385,1956,2797,632
12/20/2017 12:00:00 AM,12/25/2017 12:00:00 AM,PJM RTO,7633,3000,3256,1377
12/20/2017 12:00:00 AM,12/26/2017 12:00:00 AM,Mid Atlantic - Dominion,1902,647,516,739
12/20/2017 12:00:00 AM,12/26/2017 12:00:00 AM,Western,4895,1956,2307,632
12/20/2017 12:00:00 AM,12/26/2017 12:00:00 AM,PJM RTO,6797,2603,2823,1371
12/19/2017 12:00:00 AM,12/19/2017 12:00:00 AM,Mid Atlantic - Dominion,9755,2408,5496,1851
12/19/2017 12:00:00 AM,12/19/2017 12:00:00 AM,Western,12799,3483,7686,1630
12/19/2017 12:00:00 AM,12/19/2017 12:00:00 AM,PJM RTO,22554,5891,13182,3481
12/19/2017 12:00:00 AM,12/20/2017 12:00:00 AM,Mid Atlantic - Dominion,8288,2422,4347,1519
12/19/2017 12:00:00 AM,12/20/2017 12:00:00 AM,Western,9176,2733,5055,1388
12/19/2017 12:00:00 AM,12/20/2017 12:00:00 AM,PJM RTO,17464,5155,9402,2907
12/19/2017 12:00:00 AM,12/21/2017 12:00:00 AM,Mid Atlantic - Dominion,6871,1856,3500,1515
12/19/2017 12:00:00 AM,12/21/2017 12:00:00 AM,Western,8412,2733,4606,1073
12/19/2017 12:00:00 AM,12/21/2017 12:00:00 AM,PJM RTO,15283,4589,8106,2588
12/19/2017 12:00:00 AM,12/22/2017 12:00:00 AM,Mid Atlantic - Dominion,5067,1842,2060,1165
12/19/2017 12:00:00 AM,12/22/2017 12:00:00 AM,Western,5907,1956,3273,678
12/19/2017 12:00:00 AM,12/22/2017 12:00:00 AM,PJM RTO,10974,3798,5333,1843
12/19/2017 12:00:00 AM,12/23/2017 12:00:00 AM,Mid Atlantic - Dominion,2539,1044,828,667
12/19/2017 12:00:00 AM,12/23/2017 12:00:00 AM,Western,5790,1956,3197,637
12/19/2017 12:00:00 AM,12/23/2017 12:00:00 AM,PJM RTO,8329,3000,4025,1304
12/19/2017 12:00:00 AM,12/24/2017 12:00:00 AM,Mid Atlantic - Dominion,2442,1044,774,624
12/19/2017 12:00:00 AM,12/24/2017 12:00:00 AM,Western,5330,1956,2737,637
12/19/2017 12:00:00 AM,12/24/2017 12:00:00 AM,PJM RTO,7772,3000,3511,1261
