datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da
1/1/2018 5:00:00 AM,1/1/2018 12:00:00 AM,51298,PEPCO,,,ZONE,,259.890000,302.561027,31.023376,11.647651,84.490000,99.388942,12.280909,2.618033
1/1/2018 4:00:00 AM,12/31/2017 11:00:00 PM,51298,PEPCO,,,ZONE,,223.520000,302.496302,68.748150,10.228152,69.220000,77.966387,7.057381,1.689006
1/1/2018 3:00:00 AM,12/31/2017 10:00:00 PM,51298,PEPCO,,,ZONE,,92.420000,118.970697,22.233111,4.317586,84.470000,108.542859,21.974651,2.098208
1/1/2018 2:00:00 AM,12/31/2017 9:00:00 PM,51298,PEPCO,,,ZONE,,77.900000,102.891911,21.193832,3.798079,84.660000,108.072090,21.260838,2.151252
1/1/2018 1:00:00 AM,12/31/2017 8:00:00 PM,51298,PEPCO,,,ZONE,,69.400000,97.771180,24.952113,3.419067,91.580000,113.986316,20.122282,2.284034
1/1/2018 12:00:00 AM,12/31/2017 7:00:00 PM,51298,PEPCO,,,ZONE,,68.070000,88.871819,17.648963,3.152856,98.670000,120.101409,19.031045,2.400364
12/31/2017 11:00:00 PM,12/31/2017 6:00:00 PM,51298,PEPCO,,,ZONE,,94.080000,121.295834,23.124052,4.091782,107.330000,125.726372,15.789638,2.606734
12/31/2017 10:00:00 PM,12/31/2017 5:00:00 PM,51298,PEPCO,,,ZONE,,171.840000,232.290231,53.081054,7.369177,104.460000,125.839863,18.970044,2.409819
12/31/2017 9:00:00 PM,12/31/2017 4:00:00 PM,51298,PEPCO,,,ZONE,,81.250000,103.767876,19.243420,3.274455,71.270000,84.272463,11.426730,1.575733
12/31/2017 8:00:00 PM,12/31/2017 3:00:00 PM,51298,PEPCO,,,ZONE,,83.930000,116.995807,29.654236,3.411571,60.890000,75.221779,12.766073,1.565706
12/31/2017 7:00:00 PM,12/31/2017 2:00:00 PM,51298,PEPCO,,,ZONE,,140.950000,179.564991,33.327404,5.287588,57.060000,69.347283,10.812522,1.474761
12/31/2017 6:00:00 PM,12/31/2017 1:00:00 PM,51298,PEPCO,,,ZONE,,97.800000,133.302710,31.905272,3.597439,59.300000,74.055933,13.194841,1.561092
12/31/2017 5:00:00 PM,12/31/2017 12:00:00 PM,51298,PEPCO,,,ZONE,,63.110000,81.346755,15.853023,2.383732,60.660000,76.214679,13.981196,1.573483
12/31/2017 4:00:00 PM,12/31/2017 11:00:00 AM,51298,PEPCO,,,ZONE,,106.570000,126.974718,16.484467,3.920251,71.720000,93.156184,19.387793,2.048391
12/31/2017 3:00:00 PM,12/31/2017 10:00:00 AM,51298,PEPCO,,,ZONE,,90.130000,118.416216,24.926845,3.359371,80.910000,100.800036,17.585191,2.304845
12/31/2017 2:00:00 PM,12/31/2017 9:00:00 AM,51298,PEPCO,,,ZONE,,96.430000,120.377348,20.412794,3.534554,85.420000,108.185120,20.130331,2.634789
12/31/2017 1:00:00 PM,12/31/2017 8:00:00 AM,51298,PEPCO,,,ZONE,,80.940000,106.387487,22.625367,2.822120,80.950000,105.549135,22.023373,2.575762
12/31/2017 12:00:00 PM,12/31/2017 7:00:00 AM,51298,PEPCO,,,ZONE,,76.640000,95.850437,16.676159,2.534278,67.080000,87.111889,17.817194,2.214695
12/31/2017 11:00:00 AM,12/31/2017 6:00:00 AM,51298,PEPCO,,,ZONE,,94.940000,127.433785,29.478169,3.015616,61.840000,74.908895,10.877537,2.191358
12/31/2017 10:00:00 AM,12/31/2017 5:00:00 AM,51298,PEPCO,,,ZONE,,69.080000,94.846061,23.628526,2.137535,60.090000,73.153367,10.922230,2.141137
12/31/2017 9:00:00 AM,12/31/2017 4:00:00 AM,51298,PEPCO,,,ZONE,,65.610000,80.483539,12.910107,1.963433,54.320000,63.449466,7.297370,1.832096
12/31/2017 8:00:00 AM,12/31/2017 3:00:00 AM,51298,PEPCO,,,ZONE,,58.950000,80.364461,19.791658,1.622803,52.520000,62.639212,8.333899,1.785313
12/31/2017 7:00:00 AM,12/31/2017 2:00:00 AM,51298,PEPCO,,,ZONE,,56.640000,77.157508,19.007412,1.510096,51.740000,60.883729,7.474425,1.669304
12/31/2017 6:00:00 AM,12/31/2017 1:00:00 AM,51298,PEPCO,,,ZONE,,53.940000,64.029401,8.711596,1.377805,52.790000,61.040292,6.728499,1.521793
12/31/2017 5:00:00 AM,12/31/2017 12:00:00 AM,51298,PEPCO,,,ZONE,,77.510000,82.975134,3.555794,1.909339,59.280000,67.039854,6.067057,1.692797
12/31/2017 4:00:00 AM,12/30/2017 11:00:00 PM,51298,PEPCO,,,ZONE,,120.880000,55.989744,-67.716991,2.826734,50.570000,58.793571,6.722088,1.501483
12/31/2017 3:00:00 AM,12/30/2017 10:00:00 PM,51298,PEPCO,,,ZONE,,117.250000,74.068393,-45.830532,2.648925,58.140000,67.358309,7.653633,1.564676
12/31/2017 2:00:00 AM,12/30/2017 9:00:00 PM,51298,PEPCO,,,ZONE,,45.170000,48.171691,1.775343,1.226348,59.310000,66.718098,5.587326,1.820772
