datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,51298,PEPCO,,,ZONE,,25.02,27.364613,1.070623,1.273990,True,1
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,51298,PEPCO,,,ZONE,,24.32,26.248006,0.714199,1.213807,True,1
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,51298,PEPCO,,,ZONE,,24.17,26.316464,0.912106,1.234358,True,1
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,51298,PEPCO,,,ZONE,,23.95,26.234945,1.040482,1.244463,True,1
1/1/2017 9:00:00 AM,1/1/2017 4:00:00 AM,51298,PEPCO,,,ZONE,,24.09,26.219556,0.901653,1.227903,True,1
1/1/2017 10:00:00 AM,1/1/2017 5:00:00 AM,51298,PEPCO,,,ZONE,,24.24,27.095335,1.528007,1.327328,True,1
1/1/2017 11:00:00 AM,1/1/2017 6:00:00 AM,51298,PEPCO,,,ZONE,,25.20,28.651764,2.127734,1.324030,True,1
1/1/2017 12:00:00 PM,1/1/2017 7:00:00 AM,51298,PEPCO,,,ZONE,,25.86,29.323275,2.290401,1.172874,True,1
1/1/2017 1:00:00 PM,1/1/2017 8:00:00 AM,51298,PEPCO,,,ZONE,,26.13,29.265659,1.957270,1.178389,True,1
1/1/2017 2:00:00 PM,1/1/2017 9:00:00 AM,51298,PEPCO,,,ZONE,,27.00,29.672439,1.468643,1.203796,True,1
1/1/2017 3:00:00 PM,1/1/2017 10:00:00 AM,51298,PEPCO,,,ZONE,,27.25,29.449847,0.987489,1.212358,True,1
1/1/2017 4:00:00 PM,1/1/2017 11:00:00 AM,51298,PEPCO,,,ZONE,,27.11,28.979354,0.703490,1.165864,True,1
1/1/2017 5:00:00 PM,1/1/2017 12:00:00 PM,51298,PEPCO,,,ZONE,,25.98,27.919387,0.840575,1.098812,True,1
1/1/2017 6:00:00 PM,1/1/2017 1:00:00 PM,51298,PEPCO,,,ZONE,,25.42,27.249008,0.855492,0.973516,True,1
1/1/2017 7:00:00 PM,1/1/2017 2:00:00 PM,51298,PEPCO,,,ZONE,,25.21,27.059179,0.977489,0.871690,True,1
1/1/2017 8:00:00 PM,1/1/2017 3:00:00 PM,51298,PEPCO,,,ZONE,,25.34,26.971538,0.727594,0.903944,True,1
1/1/2017 9:00:00 PM,1/1/2017 4:00:00 PM,51298,PEPCO,,,ZONE,,26.96,28.959433,0.917202,1.082231,True,1
1/1/2017 10:00:00 PM,1/1/2017 5:00:00 PM,51298,PEPCO,,,ZONE,,39.59,42.035115,0.959867,1.485248,True,1
1/1/2017 11:00:00 PM,1/1/2017 6:00:00 PM,51298,PEPCO,,,ZONE,,37.06,39.025431,0.821595,1.143836,True,1
1/2/2017 12:00:00 AM,1/1/2017 7:00:00 PM,51298,PEPCO,,,ZONE,,35.36,36.887045,0.463568,1.063477,True,1
1/2/2017 1:00:00 AM,1/1/2017 8:00:00 PM,51298,PEPCO,,,ZONE,,29.90,31.193361,0.439490,0.853871,True,1
1/2/2017 2:00:00 AM,1/1/2017 9:00:00 PM,51298,PEPCO,,,ZONE,,27.83,29.033769,0.330456,0.873313,True,1
1/2/2017 3:00:00 AM,1/1/2017 10:00:00 PM,51298,PEPCO,,,ZONE,,26.13,27.288153,0.398313,0.759840,True,1
1/2/2017 4:00:00 AM,1/1/2017 11:00:00 PM,51298,PEPCO,,,ZONE,,24.68,25.690311,0.279527,0.730784,True,1
1/2/2017 5:00:00 AM,1/2/2017 12:00:00 AM,51298,PEPCO,,,ZONE,,22.75,23.445268,0.162334,0.532934,True,1
1/2/2017 6:00:00 AM,1/2/2017 1:00:00 AM,51298,PEPCO,,,ZONE,,21.91,22.645221,0.182272,0.552949,True,1
1/2/2017 7:00:00 AM,1/2/2017 2:00:00 AM,51298,PEPCO,,,ZONE,,21.47,22.220732,0.210002,0.540730,True,1
1/2/2017 8:00:00 AM,1/2/2017 3:00:00 AM,51298,PEPCO,,,ZONE,,21.50,22.251064,0.200000,0.551064,True,1
1/2/2017 9:00:00 AM,1/2/2017 4:00:00 AM,51298,PEPCO,,,ZONE,,21.80,22.557274,0.222374,0.534900,True,1
