Day,Location,Type,Hour,IsDuplicateHour,LMP,LossLMP,CongestionLMP
2019-11-15,51301,Public,19,,29.533104,-0.517542,-2.789354
2019-11-15,51301,Public,20,,27.520934,-0.577601,-3.081465
2019-11-15,51301,Public,21,,27.837974,-0.624371,-0.697655
2019-11-15,51301,Public,22,,27.145221,-0.53936,-0.465419
2019-11-15,51301,Public,23,,25.324454,-0.640253,0.184707
2019-11-15,51301,Public,24,,24.90877,-0.624852,0.283622
2019-11-15,7633629,Public,1,,26.553257,0.103257,0.12
2019-11-15,7633629,Public,2,,26.185433,-0.044567,0.23
2019-11-15,7633629,Public,3,,25.896388,-0.093612,0.1
2019-11-15,7633629,Public,4,,25.740297,-0.169703,0.04
2019-11-15,7633629,Public,5,,26.367596,-0.242404,0.08
2019-11-15,7633629,Public,6,,27.556698,-0.297508,-1.095794
2019-11-15,7633629,Public,7,,37.483428,-0.680778,-3.425794
2019-11-15,7633629,Public,8,,39.098887,-1.151796,-5.219317
2019-11-15,7633629,Public,9,,30.685433,-0.552726,-4.521841
2019-11-15,7633629,Public,10,,29.231986,-0.29222,-3.365794
2019-11-15,7633629,Public,11,,27.235629,-0.669178,-3.535193
2019-11-15,7633629,Public,12,,25.923542,-0.472935,-3.293523
2019-11-15,7633629,Public,13,,25.088058,-0.416148,-2.485794
2019-11-15,7633629,Public,14,,25.116464,-0.470013,-2.073523
2019-11-15,7633629,Public,15,,25.164554,-0.217128,-1.268318
2019-11-15,7633629,Public,16,,25.420025,-0.294782,-0.955193
2019-11-15,7633629,Public,17,,28.224934,-0.051543,-0.993523
2019-11-15,7633629,Public,18,,34.966003,-0.273997,-1.73
2019-11-15,7633629,Public,19,,29.992966,-0.543511,-2.303523
2019-11-15,7633629,Public,20,,28.015965,-0.618842,-2.545193
2019-11-15,7633629,Public,21,,27.998545,-0.671455,-0.49
2019-11-15,7633629,Public,22,,27.233669,-0.638013,-0.278318
2019-11-15,7633629,Public,23,,25.395225,-0.664775,0.28
2019-11-15,7633629,Public,24,,24.991581,-0.614896,0.356477
