datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,row_is_current,version_nbr
1/1/2017 5:00:00 AM,1/1/2017 12:00:00 AM,51298,PEPCO,,,ZONE,,25.430000,27.322146,1.107735,0.784411,True,1
1/1/2017 6:00:00 AM,1/1/2017 1:00:00 AM,51298,PEPCO,,,ZONE,,25.760000,26.667968,0.155657,0.752310,True,1
1/1/2017 7:00:00 AM,1/1/2017 2:00:00 AM,51298,PEPCO,,,ZONE,,24.290000,25.184690,0.188049,0.706641,True,1
1/1/2017 8:00:00 AM,1/1/2017 3:00:00 AM,51298,PEPCO,,,ZONE,,23.740000,24.450172,0.095401,0.614771,True,1
1/1/2017 9:00:00 AM,1/1/2017 4:00:00 AM,51298,PEPCO,,,ZONE,,23.330000,23.970118,0.052162,0.587955,True,1
1/1/2017 10:00:00 AM,1/1/2017 5:00:00 AM,51298,PEPCO,,,ZONE,,23.720000,24.363477,0.037717,0.605760,True,1
1/1/2017 11:00:00 AM,1/1/2017 6:00:00 AM,51298,PEPCO,,,ZONE,,23.290000,23.961562,0.054812,0.616750,True,1
1/1/2017 12:00:00 PM,1/1/2017 7:00:00 AM,51298,PEPCO,,,ZONE,,24.390000,25.071442,0.032831,0.648611,True,1
1/1/2017 1:00:00 PM,1/1/2017 8:00:00 AM,51298,PEPCO,,,ZONE,,24.940000,27.059057,1.358248,0.760810,True,1
1/1/2017 2:00:00 PM,1/1/2017 9:00:00 AM,51298,PEPCO,,,ZONE,,24.900000,27.795564,2.129792,0.765772,True,1
1/1/2017 3:00:00 PM,1/1/2017 10:00:00 AM,51298,PEPCO,,,ZONE,,24.160000,26.425146,1.550413,0.714733,True,1
1/1/2017 4:00:00 PM,1/1/2017 11:00:00 AM,51298,PEPCO,,,ZONE,,23.200000,26.078653,2.239438,0.639215,True,1
1/1/2017 5:00:00 PM,1/1/2017 12:00:00 PM,51298,PEPCO,,,ZONE,,23.300000,25.567893,1.627761,0.640133,True,1
1/1/2017 6:00:00 PM,1/1/2017 1:00:00 PM,51298,PEPCO,,,ZONE,,23.000000,24.917926,1.297443,0.620483,True,1
1/1/2017 7:00:00 PM,1/1/2017 2:00:00 PM,51298,PEPCO,,,ZONE,,22.660000,24.615820,1.345786,0.610033,True,1
1/1/2017 8:00:00 PM,1/1/2017 3:00:00 PM,51298,PEPCO,,,ZONE,,22.760000,23.552022,0.202059,0.589963,True,1
1/1/2017 9:00:00 PM,1/1/2017 4:00:00 PM,51298,PEPCO,,,ZONE,,23.620000,24.197778,0.000905,0.576874,True,1
1/1/2017 10:00:00 PM,1/1/2017 5:00:00 PM,51298,PEPCO,,,ZONE,,30.310000,31.164634,0.000000,0.854634,True,1
1/1/2017 11:00:00 PM,1/1/2017 6:00:00 PM,51298,PEPCO,,,ZONE,,29.170000,29.970171,0.000000,0.800171,True,1
1/2/2017 12:00:00 AM,1/1/2017 7:00:00 PM,51298,PEPCO,,,ZONE,,26.720000,27.575035,0.000000,0.855035,True,1
1/2/2017 1:00:00 AM,1/1/2017 8:00:00 PM,51298,PEPCO,,,ZONE,,25.030000,25.902793,0.000911,0.871883,True,1
1/2/2017 2:00:00 AM,1/1/2017 9:00:00 PM,51298,PEPCO,,,ZONE,,24.990000,25.869005,0.002407,0.876598,True,1
1/2/2017 3:00:00 AM,1/1/2017 10:00:00 PM,51298,PEPCO,,,ZONE,,24.680000,25.573553,0.006413,0.887140,True,1
1/2/2017 4:00:00 AM,1/1/2017 11:00:00 PM,51298,PEPCO,,,ZONE,,22.910000,23.749803,0.007480,0.832323,True,1
1/2/2017 5:00:00 AM,1/2/2017 12:00:00 AM,51298,PEPCO,,,ZONE,,22.440000,23.173541,0.000000,0.733541,True,1
1/2/2017 6:00:00 AM,1/2/2017 1:00:00 AM,51298,PEPCO,,,ZONE,,22.270000,22.920508,0.002403,0.648105,True,1
1/2/2017 7:00:00 AM,1/2/2017 2:00:00 AM,51298,PEPCO,,,ZONE,,22.070000,22.696841,0.001281,0.625561,True,1
1/2/2017 8:00:00 AM,1/2/2017 3:00:00 AM,51298,PEPCO,,,ZONE,,22.010000,22.651605,0.005243,0.636362,True,1
1/2/2017 9:00:00 AM,1/2/2017 4:00:00 AM,51298,PEPCO,,,ZONE,,22.830000,23.529855,0.000000,0.699855,True,1
1/2/2017 10:00:00 AM,1/2/2017 5:00:00 AM,51298,PEPCO,,,ZONE,,23.220000,23.978117,0.004350,0.753767,True,1
1/2/2017 11:00:00 AM,1/2/2017 6:00:00 AM,51298,PEPCO,,,ZONE,,23.830000,24.695197,0.001273,0.863924,True,1
1/2/2017 12:00:00 PM,1/2/2017 7:00:00 AM,51298,PEPCO,,,ZONE,,25.430000,26.422634,0.000826,0.991808,True,1
1/2/2017 1:00:00 PM,1/2/2017 8:00:00 AM,51298,PEPCO,,,ZONE,,26.200000,27.278881,0.000000,1.078881,True,1
1/2/2017 2:00:00 PM,1/2/2017 9:00:00 AM,51298,PEPCO,,,ZONE,,30.240000,31.512040,0.000000,1.272040,True,1
1/2/2017 3:00:00 PM,1/2/2017 10:00:00 AM,51298,PEPCO,,,ZONE,,35.060000,36.502138,0.010000,1.432138,True,1
1/2/2017 4:00:00 PM,1/2/2017 11:00:00 AM,51298,PEPCO,,,ZONE,,38.020000,39.596830,0.005445,1.571385,True,1
1/2/2017 5:00:00 PM,1/2/2017 12:00:00 PM,51298,PEPCO,,,ZONE,,37.800000,39.302614,0.010000,1.492614,True,1
1/2/2017 6:00:00 PM,1/2/2017 1:00:00 PM,51298,PEPCO,,,ZONE,,33.140000,34.448037,0.019990,1.288047,True,1
1/2/2017 7:00:00 PM,1/2/2017 2:00:00 PM,51298,PEPCO,,,ZONE,,32.240000,33.523414,0.000000,1.283414,True,1
1/2/2017 8:00:00 PM,1/2/2017 3:00:00 PM,51298,PEPCO,,,ZONE,,28.920000,30.048732,0.000000,1.128732,True,1
1/2/2017 9:00:00 PM,1/2/2017 4:00:00 PM,51298,PEPCO,,,ZONE,,32.410000,33.647941,0.000000,1.237941,True,1
1/2/2017 10:00:00 PM,1/2/2017 5:00:00 PM,51298,PEPCO,,,ZONE,,35.620000,36.993649,0.010000,1.363649,True,1
1/2/2017 11:00:00 PM,1/2/2017 6:00:00 PM,51298,PEPCO,,,ZONE,,38.680000,40.077226,0.010000,1.387226,True,1
1/3/2017 12:00:00 AM,1/2/2017 7:00:00 PM,51298,PEPCO,,,ZONE,,42.090000,43.621007,0.010000,1.521007,True,1
1/3/2017 1:00:00 AM,1/2/2017 8:00:00 PM,51298,PEPCO,,,ZONE,,36.630000,37.800658,0.010000,1.160658,True,1
1/3/2017 2:00:00 AM,1/2/2017 9:00:00 PM,51298,PEPCO,,,ZONE,,34.100000,35.067348,0.000000,0.967348,True,1
1/3/2017 3:00:00 AM,1/2/2017 10:00:00 PM,51298,PEPCO,,,ZONE,,25.710000,26.454037,0.000000,0.744037,True,1
1/3/2017 4:00:00 AM,1/2/2017 11:00:00 PM,51298,PEPCO,,,ZONE,,23.250000,24.010795,0.000000,0.760795,True,1
1/3/2017 5:00:00 AM,1/3/2017 12:00:00 AM,51298,PEPCO,,,ZONE,,24.280000,25.047235,0.000000,0.767235,True,1
1/3/2017 6:00:00 AM,1/3/2017 1:00:00 AM,51298,PEPCO,,,ZONE,,23.230000,23.900335,0.000000,0.670335,True,1
1/3/2017 7:00:00 AM,1/3/2017 2:00:00 AM,51298,PEPCO,,,ZONE,,22.890000,23.479953,0.000000,0.589953,True,1
1/3/2017 8:00:00 AM,1/3/2017 3:00:00 AM,51298,PEPCO,,,ZONE,,22.800000,23.363779,0.002456,0.561324,True,1
1/3/2017 9:00:00 AM,1/3/2017 4:00:00 AM,51298,PEPCO,,,ZONE,,23.260000,23.843584,-0.060000,0.643584,True,1
1/3/2017 10:00:00 AM,1/3/2017 5:00:00 AM,51298,PEPCO,,,ZONE,,24.760000,25.525426,-0.033820,0.799246,True,1
1/3/2017 11:00:00 AM,1/3/2017 6:00:00 AM,51298,PEPCO,,,ZONE,,30.240000,31.315582,-0.076940,1.152522,True,1
1/3/2017 12:00:00 PM,1/3/2017 7:00:00 AM,51298,PEPCO,,,ZONE,,52.300000,53.065303,-1.179652,1.944955,True,1
1/3/2017 1:00:00 PM,1/3/2017 8:00:00 AM,51298,PEPCO,,,ZONE,,37.010000,37.920131,-0.377325,1.287456,True,1
1/3/2017 2:00:00 PM,1/3/2017 9:00:00 AM,51298,PEPCO,,,ZONE,,36.200000,37.035428,-0.360743,1.196171,True,1
1/3/2017 3:00:00 PM,1/3/2017 10:00:00 AM,51298,PEPCO,,,ZONE,,37.670000,38.825680,-0.087492,1.243171,True,1
1/3/2017 4:00:00 PM,1/3/2017 11:00:00 AM,51298,PEPCO,,,ZONE,,31.190000,32.216862,-0.050000,1.076862,True,1
1/3/2017 5:00:00 PM,1/3/2017 12:00:00 PM,51298,PEPCO,,,ZONE,,37.280000,38.507675,-0.101277,1.328952,True,1
1/3/2017 6:00:00 PM,1/3/2017 1:00:00 PM,51298,PEPCO,,,ZONE,,31.040000,32.138982,-0.030000,1.128982,True,1
1/3/2017 7:00:00 PM,1/3/2017 2:00:00 PM,51298,PEPCO,,,ZONE,,30.240000,31.611471,0.328546,1.042925,True,1
1/3/2017 8:00:00 PM,1/3/2017 3:00:00 PM,51298,PEPCO,,,ZONE,,28.830000,30.358452,0.480524,1.047928,True,1
1/3/2017 9:00:00 PM,1/3/2017 4:00:00 PM,51298,PEPCO,,,ZONE,,26.910000,28.362181,0.435624,1.016557,True,1
1/3/2017 10:00:00 PM,1/3/2017 5:00:00 PM,51298,PEPCO,,,ZONE,,27.830000,29.006604,-0.030000,1.206604,True,1
1/3/2017 11:00:00 PM,1/3/2017 6:00:00 PM,51298,PEPCO,,,ZONE,,31.150000,32.402452,-0.049989,1.302442,True,1
1/4/2017 12:00:00 AM,1/3/2017 7:00:00 PM,51298,PEPCO,,,ZONE,,42.100000,43.676421,-0.104328,1.680749,True,1
1/4/2017 1:00:00 AM,1/3/2017 8:00:00 PM,51298,PEPCO,,,ZONE,,29.940000,31.053246,-0.041754,1.155000,True,1
1/4/2017 2:00:00 AM,1/3/2017 9:00:00 PM,51298,PEPCO,,,ZONE,,26.300000,27.474164,0.100000,1.074164,True,1
1/4/2017 3:00:00 AM,1/3/2017 10:00:00 PM,51298,PEPCO,,,ZONE,,24.530000,25.541405,0.010000,1.001405,True,1
1/4/2017 4:00:00 AM,1/3/2017 11:00:00 PM,51298,PEPCO,,,ZONE,,22.100000,22.889106,0.010000,0.779106,True,1
1/4/2017 5:00:00 AM,1/4/2017 12:00:00 AM,51298,PEPCO,,,ZONE,,22.350000,23.011699,0.000000,0.661699,True,1
1/4/2017 6:00:00 AM,1/4/2017 1:00:00 AM,51298,PEPCO,,,ZONE,,22.410000,23.115397,0.145529,0.559868,True,1
1/4/2017 7:00:00 AM,1/4/2017 2:00:00 AM,51298,PEPCO,,,ZONE,,22.000000,22.523993,0.000000,0.523993,True,1
1/4/2017 8:00:00 AM,1/4/2017 3:00:00 AM,51298,PEPCO,,,ZONE,,22.040000,22.728518,0.168310,0.520208,True,1
1/4/2017 9:00:00 AM,1/4/2017 4:00:00 AM,51298,PEPCO,,,ZONE,,21.820000,22.358553,0.019981,0.518572,True,1
1/4/2017 10:00:00 AM,1/4/2017 5:00:00 AM,51298,PEPCO,,,ZONE,,22.260000,22.866752,0.010000,0.596752,True,1
1/4/2017 11:00:00 AM,1/4/2017 6:00:00 AM,51298,PEPCO,,,ZONE,,24.520000,26.300804,0.960346,0.820458,True,1
1/4/2017 12:00:00 PM,1/4/2017 7:00:00 AM,51298,PEPCO,,,ZONE,,26.460000,30.415418,3.132682,0.822736,True,1
1/4/2017 1:00:00 PM,1/4/2017 8:00:00 AM,51298,PEPCO,,,ZONE,,25.910000,28.627664,2.140383,0.577281,True,1
