evaluated_at_datetime_utc,evaluated_at_datetime_ept,forecast_datetime_beginning_utc,forecast_datetime_beginning_ept,forecast_datetime_ending_utc,forecast_datetime_ending_ept,forecast_area,forecast_load_mw
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/22/2019 4:00:00 AM,11/21/2019 11:00:00 PM,11/22/2019 5:00:00 AM,11/22/2019 12:00:00 AM,MID_ATLANTIC_REGION,26720
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/22/2019 5:00:00 AM,11/22/2019 12:00:00 AM,11/22/2019 6:00:00 AM,11/22/2019 1:00:00 AM,MID_ATLANTIC_REGION,24708
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/22/2019 6:00:00 AM,11/22/2019 1:00:00 AM,11/22/2019 7:00:00 AM,11/22/2019 2:00:00 AM,MID_ATLANTIC_REGION,24016
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/22/2019 7:00:00 AM,11/22/2019 2:00:00 AM,11/22/2019 8:00:00 AM,11/22/2019 3:00:00 AM,MID_ATLANTIC_REGION,23554
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/22/2019 8:00:00 AM,11/22/2019 3:00:00 AM,11/22/2019 9:00:00 AM,11/22/2019 4:00:00 AM,MID_ATLANTIC_REGION,23684
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/22/2019 9:00:00 AM,11/22/2019 4:00:00 AM,11/22/2019 10:00:00 AM,11/22/2019 5:00:00 AM,MID_ATLANTIC_REGION,24257
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/22/2019 10:00:00 AM,11/22/2019 5:00:00 AM,11/22/2019 11:00:00 AM,11/22/2019 6:00:00 AM,MID_ATLANTIC_REGION,26075
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/22/2019 11:00:00 AM,11/22/2019 6:00:00 AM,11/22/2019 12:00:00 PM,11/22/2019 7:00:00 AM,MID_ATLANTIC_REGION,29373
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/22/2019 12:00:00 PM,11/22/2019 7:00:00 AM,11/22/2019 1:00:00 PM,11/22/2019 8:00:00 AM,MID_ATLANTIC_REGION,30568
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/22/2019 1:00:00 PM,11/22/2019 8:00:00 AM,11/22/2019 2:00:00 PM,11/22/2019 9:00:00 AM,MID_ATLANTIC_REGION,30306
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/22/2019 2:00:00 PM,11/22/2019 9:00:00 AM,11/22/2019 3:00:00 PM,11/22/2019 10:00:00 AM,MID_ATLANTIC_REGION,30008
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/22/2019 3:00:00 PM,11/22/2019 10:00:00 AM,11/22/2019 4:00:00 PM,11/22/2019 11:00:00 AM,MID_ATLANTIC_REGION,29709
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/22/2019 4:00:00 PM,11/22/2019 11:00:00 AM,11/22/2019 5:00:00 PM,11/22/2019 12:00:00 PM,MID_ATLANTIC_REGION,29531
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/22/2019 5:00:00 PM,11/22/2019 12:00:00 PM,11/22/2019 6:00:00 PM,11/22/2019 1:00:00 PM,MID_ATLANTIC_REGION,29388
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/22/2019 6:00:00 PM,11/22/2019 1:00:00 PM,11/22/2019 7:00:00 PM,11/22/2019 2:00:00 PM,MID_ATLANTIC_REGION,29426
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/22/2019 7:00:00 PM,11/22/2019 2:00:00 PM,11/22/2019 8:00:00 PM,11/22/2019 3:00:00 PM,MID_ATLANTIC_REGION,29456
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/22/2019 8:00:00 PM,11/22/2019 3:00:00 PM,11/22/2019 9:00:00 PM,11/22/2019 4:00:00 PM,MID_ATLANTIC_REGION,29884
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/22/2019 9:00:00 PM,11/22/2019 4:00:00 PM,11/22/2019 10:00:00 PM,11/22/2019 5:00:00 PM,MID_ATLANTIC_REGION,31281
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/22/2019 10:00:00 PM,11/22/2019 5:00:00 PM,11/22/2019 11:00:00 PM,11/22/2019 6:00:00 PM,MID_ATLANTIC_REGION,33199
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/22/2019 11:00:00 PM,11/22/2019 6:00:00 PM,11/23/2019 12:00:00 AM,11/22/2019 7:00:00 PM,MID_ATLANTIC_REGION,33044
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 12:00:00 AM,11/22/2019 7:00:00 PM,11/23/2019 1:00:00 AM,11/22/2019 8:00:00 PM,MID_ATLANTIC_REGION,32471
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 1:00:00 AM,11/22/2019 8:00:00 PM,11/23/2019 2:00:00 AM,11/22/2019 9:00:00 PM,MID_ATLANTIC_REGION,31623
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 2:00:00 AM,11/22/2019 9:00:00 PM,11/23/2019 3:00:00 AM,11/22/2019 10:00:00 PM,MID_ATLANTIC_REGION,30300
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 3:00:00 AM,11/22/2019 10:00:00 PM,11/23/2019 4:00:00 AM,11/22/2019 11:00:00 PM,MID_ATLANTIC_REGION,28544
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 4:00:00 AM,11/22/2019 11:00:00 PM,11/23/2019 5:00:00 AM,11/23/2019 12:00:00 AM,MID_ATLANTIC_REGION,27060
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 5:00:00 AM,11/23/2019 12:00:00 AM,11/23/2019 6:00:00 AM,11/23/2019 1:00:00 AM,MID_ATLANTIC_REGION,26303
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 6:00:00 AM,11/23/2019 1:00:00 AM,11/23/2019 7:00:00 AM,11/23/2019 2:00:00 AM,MID_ATLANTIC_REGION,25576
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 7:00:00 AM,11/23/2019 2:00:00 AM,11/23/2019 8:00:00 AM,11/23/2019 3:00:00 AM,MID_ATLANTIC_REGION,25238
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 8:00:00 AM,11/23/2019 3:00:00 AM,11/23/2019 9:00:00 AM,11/23/2019 4:00:00 AM,MID_ATLANTIC_REGION,25200
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 9:00:00 AM,11/23/2019 4:00:00 AM,11/23/2019 10:00:00 AM,11/23/2019 5:00:00 AM,MID_ATLANTIC_REGION,25503
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 10:00:00 AM,11/23/2019 5:00:00 AM,11/23/2019 11:00:00 AM,11/23/2019 6:00:00 AM,MID_ATLANTIC_REGION,26314
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 11:00:00 AM,11/23/2019 6:00:00 AM,11/23/2019 12:00:00 PM,11/23/2019 7:00:00 AM,MID_ATLANTIC_REGION,27413
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 12:00:00 PM,11/23/2019 7:00:00 AM,11/23/2019 1:00:00 PM,11/23/2019 8:00:00 AM,MID_ATLANTIC_REGION,28325
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 1:00:00 PM,11/23/2019 8:00:00 AM,11/23/2019 2:00:00 PM,11/23/2019 9:00:00 AM,MID_ATLANTIC_REGION,29055
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 2:00:00 PM,11/23/2019 9:00:00 AM,11/23/2019 3:00:00 PM,11/23/2019 10:00:00 AM,MID_ATLANTIC_REGION,29190
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 3:00:00 PM,11/23/2019 10:00:00 AM,11/23/2019 4:00:00 PM,11/23/2019 11:00:00 AM,MID_ATLANTIC_REGION,28934
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 4:00:00 PM,11/23/2019 11:00:00 AM,11/23/2019 5:00:00 PM,11/23/2019 12:00:00 PM,MID_ATLANTIC_REGION,28599
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 5:00:00 PM,11/23/2019 12:00:00 PM,11/23/2019 6:00:00 PM,11/23/2019 1:00:00 PM,MID_ATLANTIC_REGION,28180
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 6:00:00 PM,11/23/2019 1:00:00 PM,11/23/2019 7:00:00 PM,11/23/2019 2:00:00 PM,MID_ATLANTIC_REGION,27902
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 7:00:00 PM,11/23/2019 2:00:00 PM,11/23/2019 8:00:00 PM,11/23/2019 3:00:00 PM,MID_ATLANTIC_REGION,27880
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 8:00:00 PM,11/23/2019 3:00:00 PM,11/23/2019 9:00:00 PM,11/23/2019 4:00:00 PM,MID_ATLANTIC_REGION,28337
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 9:00:00 PM,11/23/2019 4:00:00 PM,11/23/2019 10:00:00 PM,11/23/2019 5:00:00 PM,MID_ATLANTIC_REGION,29788
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 10:00:00 PM,11/23/2019 5:00:00 PM,11/23/2019 11:00:00 PM,11/23/2019 6:00:00 PM,MID_ATLANTIC_REGION,31927
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/23/2019 11:00:00 PM,11/23/2019 6:00:00 PM,11/24/2019 12:00:00 AM,11/23/2019 7:00:00 PM,MID_ATLANTIC_REGION,31942
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 12:00:00 AM,11/23/2019 7:00:00 PM,11/24/2019 1:00:00 AM,11/23/2019 8:00:00 PM,MID_ATLANTIC_REGION,31302
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 1:00:00 AM,11/23/2019 8:00:00 PM,11/24/2019 2:00:00 AM,11/23/2019 9:00:00 PM,MID_ATLANTIC_REGION,30441
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 2:00:00 AM,11/23/2019 9:00:00 PM,11/24/2019 3:00:00 AM,11/23/2019 10:00:00 PM,MID_ATLANTIC_REGION,29439
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 3:00:00 AM,11/23/2019 10:00:00 PM,11/24/2019 4:00:00 AM,11/23/2019 11:00:00 PM,MID_ATLANTIC_REGION,28130
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 4:00:00 AM,11/23/2019 11:00:00 PM,11/24/2019 5:00:00 AM,11/24/2019 12:00:00 AM,MID_ATLANTIC_REGION,26793
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 5:00:00 AM,11/24/2019 12:00:00 AM,11/24/2019 6:00:00 AM,11/24/2019 1:00:00 AM,MID_ATLANTIC_REGION,25787
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 6:00:00 AM,11/24/2019 1:00:00 AM,11/24/2019 7:00:00 AM,11/24/2019 2:00:00 AM,MID_ATLANTIC_REGION,24990
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 7:00:00 AM,11/24/2019 2:00:00 AM,11/24/2019 8:00:00 AM,11/24/2019 3:00:00 AM,MID_ATLANTIC_REGION,24499
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 8:00:00 AM,11/24/2019 3:00:00 AM,11/24/2019 9:00:00 AM,11/24/2019 4:00:00 AM,MID_ATLANTIC_REGION,24352
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 9:00:00 AM,11/24/2019 4:00:00 AM,11/24/2019 10:00:00 AM,11/24/2019 5:00:00 AM,MID_ATLANTIC_REGION,24533
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 10:00:00 AM,11/24/2019 5:00:00 AM,11/24/2019 11:00:00 AM,11/24/2019 6:00:00 AM,MID_ATLANTIC_REGION,25145
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 11:00:00 AM,11/24/2019 6:00:00 AM,11/24/2019 12:00:00 PM,11/24/2019 7:00:00 AM,MID_ATLANTIC_REGION,26132
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 12:00:00 PM,11/24/2019 7:00:00 AM,11/24/2019 1:00:00 PM,11/24/2019 8:00:00 AM,MID_ATLANTIC_REGION,26958
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 1:00:00 PM,11/24/2019 8:00:00 AM,11/24/2019 2:00:00 PM,11/24/2019 9:00:00 AM,MID_ATLANTIC_REGION,27769
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 2:00:00 PM,11/24/2019 9:00:00 AM,11/24/2019 3:00:00 PM,11/24/2019 10:00:00 AM,MID_ATLANTIC_REGION,28186
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 3:00:00 PM,11/24/2019 10:00:00 AM,11/24/2019 4:00:00 PM,11/24/2019 11:00:00 AM,MID_ATLANTIC_REGION,28202
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 4:00:00 PM,11/24/2019 11:00:00 AM,11/24/2019 5:00:00 PM,11/24/2019 12:00:00 PM,MID_ATLANTIC_REGION,28189
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 5:00:00 PM,11/24/2019 12:00:00 PM,11/24/2019 6:00:00 PM,11/24/2019 1:00:00 PM,MID_ATLANTIC_REGION,28168
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 6:00:00 PM,11/24/2019 1:00:00 PM,11/24/2019 7:00:00 PM,11/24/2019 2:00:00 PM,MID_ATLANTIC_REGION,28165
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 7:00:00 PM,11/24/2019 2:00:00 PM,11/24/2019 8:00:00 PM,11/24/2019 3:00:00 PM,MID_ATLANTIC_REGION,28358
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 8:00:00 PM,11/24/2019 3:00:00 PM,11/24/2019 9:00:00 PM,11/24/2019 4:00:00 PM,MID_ATLANTIC_REGION,28951
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 9:00:00 PM,11/24/2019 4:00:00 PM,11/24/2019 10:00:00 PM,11/24/2019 5:00:00 PM,MID_ATLANTIC_REGION,30632
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 10:00:00 PM,11/24/2019 5:00:00 PM,11/24/2019 11:00:00 PM,11/24/2019 6:00:00 PM,MID_ATLANTIC_REGION,32873
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/24/2019 11:00:00 PM,11/24/2019 6:00:00 PM,11/25/2019 12:00:00 AM,11/24/2019 7:00:00 PM,MID_ATLANTIC_REGION,33051
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 12:00:00 AM,11/24/2019 7:00:00 PM,11/25/2019 1:00:00 AM,11/24/2019 8:00:00 PM,MID_ATLANTIC_REGION,32536
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 1:00:00 AM,11/24/2019 8:00:00 PM,11/25/2019 2:00:00 AM,11/24/2019 9:00:00 PM,MID_ATLANTIC_REGION,31627
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 2:00:00 AM,11/24/2019 9:00:00 PM,11/25/2019 3:00:00 AM,11/24/2019 10:00:00 PM,MID_ATLANTIC_REGION,30289
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 3:00:00 AM,11/24/2019 10:00:00 PM,11/25/2019 4:00:00 AM,11/24/2019 11:00:00 PM,MID_ATLANTIC_REGION,28650
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 4:00:00 AM,11/24/2019 11:00:00 PM,11/25/2019 5:00:00 AM,11/25/2019 12:00:00 AM,MID_ATLANTIC_REGION,27104
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 5:00:00 AM,11/25/2019 12:00:00 AM,11/25/2019 6:00:00 AM,11/25/2019 1:00:00 AM,MID_ATLANTIC_REGION,25829
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 6:00:00 AM,11/25/2019 1:00:00 AM,11/25/2019 7:00:00 AM,11/25/2019 2:00:00 AM,MID_ATLANTIC_REGION,25261
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 7:00:00 AM,11/25/2019 2:00:00 AM,11/25/2019 8:00:00 AM,11/25/2019 3:00:00 AM,MID_ATLANTIC_REGION,25038
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 8:00:00 AM,11/25/2019 3:00:00 AM,11/25/2019 9:00:00 AM,11/25/2019 4:00:00 AM,MID_ATLANTIC_REGION,25251
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 9:00:00 AM,11/25/2019 4:00:00 AM,11/25/2019 10:00:00 AM,11/25/2019 5:00:00 AM,MID_ATLANTIC_REGION,26163
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 10:00:00 AM,11/25/2019 5:00:00 AM,11/25/2019 11:00:00 AM,11/25/2019 6:00:00 AM,MID_ATLANTIC_REGION,28306
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 11:00:00 AM,11/25/2019 6:00:00 AM,11/25/2019 12:00:00 PM,11/25/2019 7:00:00 AM,MID_ATLANTIC_REGION,31425
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 12:00:00 PM,11/25/2019 7:00:00 AM,11/25/2019 1:00:00 PM,11/25/2019 8:00:00 AM,MID_ATLANTIC_REGION,32888
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 1:00:00 PM,11/25/2019 8:00:00 AM,11/25/2019 2:00:00 PM,11/25/2019 9:00:00 AM,MID_ATLANTIC_REGION,32659
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 2:00:00 PM,11/25/2019 9:00:00 AM,11/25/2019 3:00:00 PM,11/25/2019 10:00:00 AM,MID_ATLANTIC_REGION,32084
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 3:00:00 PM,11/25/2019 10:00:00 AM,11/25/2019 4:00:00 PM,11/25/2019 11:00:00 AM,MID_ATLANTIC_REGION,31628
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 4:00:00 PM,11/25/2019 11:00:00 AM,11/25/2019 5:00:00 PM,11/25/2019 12:00:00 PM,MID_ATLANTIC_REGION,31224
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 5:00:00 PM,11/25/2019 12:00:00 PM,11/25/2019 6:00:00 PM,11/25/2019 1:00:00 PM,MID_ATLANTIC_REGION,30871
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 6:00:00 PM,11/25/2019 1:00:00 PM,11/25/2019 7:00:00 PM,11/25/2019 2:00:00 PM,MID_ATLANTIC_REGION,30854
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 7:00:00 PM,11/25/2019 2:00:00 PM,11/25/2019 8:00:00 PM,11/25/2019 3:00:00 PM,MID_ATLANTIC_REGION,30899
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 8:00:00 PM,11/25/2019 3:00:00 PM,11/25/2019 9:00:00 PM,11/25/2019 4:00:00 PM,MID_ATLANTIC_REGION,31410
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 9:00:00 PM,11/25/2019 4:00:00 PM,11/25/2019 10:00:00 PM,11/25/2019 5:00:00 PM,MID_ATLANTIC_REGION,32934
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 10:00:00 PM,11/25/2019 5:00:00 PM,11/25/2019 11:00:00 PM,11/25/2019 6:00:00 PM,MID_ATLANTIC_REGION,35308
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/25/2019 11:00:00 PM,11/25/2019 6:00:00 PM,11/26/2019 12:00:00 AM,11/25/2019 7:00:00 PM,MID_ATLANTIC_REGION,35399
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 12:00:00 AM,11/25/2019 7:00:00 PM,11/26/2019 1:00:00 AM,11/25/2019 8:00:00 PM,MID_ATLANTIC_REGION,34747
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 1:00:00 AM,11/25/2019 8:00:00 PM,11/26/2019 2:00:00 AM,11/25/2019 9:00:00 PM,MID_ATLANTIC_REGION,33486
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 2:00:00 AM,11/25/2019 9:00:00 PM,11/26/2019 3:00:00 AM,11/25/2019 10:00:00 PM,MID_ATLANTIC_REGION,31967
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 3:00:00 AM,11/25/2019 10:00:00 PM,11/26/2019 4:00:00 AM,11/25/2019 11:00:00 PM,MID_ATLANTIC_REGION,29884
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 4:00:00 AM,11/25/2019 11:00:00 PM,11/26/2019 5:00:00 AM,11/26/2019 12:00:00 AM,MID_ATLANTIC_REGION,28088
11/21/2019 2:17:26 PM,11/21/2019 9:17:26 AM,11/26/2019 5:00:00 AM,11/26/2019 12:00:00 AM,11/26/2019 6:00:00 AM,11/26/2019 1:00:00 AM,MID_ATLANTIC_REGION,26535
