evaluated_at_datetime_utc,evaluated_at_datetime_ept,forecast_datetime_beginning_utc,forecast_datetime_beginning_ept,forecast_datetime_ending_utc,forecast_datetime_ending_ept,forecast_area,forecast_load_mw
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 10:00:00 AM,11/18/2019 5:00:00 AM,11/18/2019 11:00:00 AM,11/18/2019 6:00:00 AM,MID_ATLANTIC_REGION,28771
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 11:00:00 AM,11/18/2019 6:00:00 AM,11/18/2019 12:00:00 PM,11/18/2019 7:00:00 AM,MID_ATLANTIC_REGION,31875
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 12:00:00 PM,11/18/2019 7:00:00 AM,11/18/2019 1:00:00 PM,11/18/2019 8:00:00 AM,MID_ATLANTIC_REGION,33419
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 1:00:00 PM,11/18/2019 8:00:00 AM,11/18/2019 2:00:00 PM,11/18/2019 9:00:00 AM,MID_ATLANTIC_REGION,33435
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 2:00:00 PM,11/18/2019 9:00:00 AM,11/18/2019 3:00:00 PM,11/18/2019 10:00:00 AM,MID_ATLANTIC_REGION,33175
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 3:00:00 PM,11/18/2019 10:00:00 AM,11/18/2019 4:00:00 PM,11/18/2019 11:00:00 AM,MID_ATLANTIC_REGION,32949
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 4:00:00 PM,11/18/2019 11:00:00 AM,11/18/2019 5:00:00 PM,11/18/2019 12:00:00 PM,MID_ATLANTIC_REGION,32651
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 5:00:00 PM,11/18/2019 12:00:00 PM,11/18/2019 6:00:00 PM,11/18/2019 1:00:00 PM,MID_ATLANTIC_REGION,32362
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 6:00:00 PM,11/18/2019 1:00:00 PM,11/18/2019 7:00:00 PM,11/18/2019 2:00:00 PM,MID_ATLANTIC_REGION,32249
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 7:00:00 PM,11/18/2019 2:00:00 PM,11/18/2019 8:00:00 PM,11/18/2019 3:00:00 PM,MID_ATLANTIC_REGION,32042
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 8:00:00 PM,11/18/2019 3:00:00 PM,11/18/2019 9:00:00 PM,11/18/2019 4:00:00 PM,MID_ATLANTIC_REGION,32224
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 9:00:00 PM,11/18/2019 4:00:00 PM,11/18/2019 10:00:00 PM,11/18/2019 5:00:00 PM,MID_ATLANTIC_REGION,33147
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 10:00:00 PM,11/18/2019 5:00:00 PM,11/18/2019 11:00:00 PM,11/18/2019 6:00:00 PM,MID_ATLANTIC_REGION,34752
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 11:00:00 PM,11/18/2019 6:00:00 PM,11/19/2019 12:00:00 AM,11/18/2019 7:00:00 PM,MID_ATLANTIC_REGION,35025
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 12:00:00 AM,11/18/2019 7:00:00 PM,11/19/2019 1:00:00 AM,11/18/2019 8:00:00 PM,MID_ATLANTIC_REGION,34840
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 1:00:00 AM,11/18/2019 8:00:00 PM,11/19/2019 2:00:00 AM,11/18/2019 9:00:00 PM,MID_ATLANTIC_REGION,33886
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 2:00:00 AM,11/18/2019 9:00:00 PM,11/19/2019 3:00:00 AM,11/18/2019 10:00:00 PM,MID_ATLANTIC_REGION,32305
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 3:00:00 AM,11/18/2019 10:00:00 PM,11/19/2019 4:00:00 AM,11/18/2019 11:00:00 PM,MID_ATLANTIC_REGION,30260
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 4:00:00 AM,11/18/2019 11:00:00 PM,11/19/2019 5:00:00 AM,11/19/2019 12:00:00 AM,MID_ATLANTIC_REGION,28509
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 5:00:00 AM,11/19/2019 12:00:00 AM,11/19/2019 6:00:00 AM,11/19/2019 1:00:00 AM,MID_ATLANTIC_REGION,26618
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 6:00:00 AM,11/19/2019 1:00:00 AM,11/19/2019 7:00:00 AM,11/19/2019 2:00:00 AM,MID_ATLANTIC_REGION,25940
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 7:00:00 AM,11/19/2019 2:00:00 AM,11/19/2019 8:00:00 AM,11/19/2019 3:00:00 AM,MID_ATLANTIC_REGION,25647
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 8:00:00 AM,11/19/2019 3:00:00 AM,11/19/2019 9:00:00 AM,11/19/2019 4:00:00 AM,MID_ATLANTIC_REGION,25718
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 9:00:00 AM,11/19/2019 4:00:00 AM,11/19/2019 10:00:00 AM,11/19/2019 5:00:00 AM,MID_ATLANTIC_REGION,26482
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 10:00:00 AM,11/19/2019 5:00:00 AM,11/19/2019 11:00:00 AM,11/19/2019 6:00:00 AM,MID_ATLANTIC_REGION,28538
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 11:00:00 AM,11/19/2019 6:00:00 AM,11/19/2019 12:00:00 PM,11/19/2019 7:00:00 AM,MID_ATLANTIC_REGION,31669
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 12:00:00 PM,11/19/2019 7:00:00 AM,11/19/2019 1:00:00 PM,11/19/2019 8:00:00 AM,MID_ATLANTIC_REGION,33036
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 1:00:00 PM,11/19/2019 8:00:00 AM,11/19/2019 2:00:00 PM,11/19/2019 9:00:00 AM,MID_ATLANTIC_REGION,32688
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 2:00:00 PM,11/19/2019 9:00:00 AM,11/19/2019 3:00:00 PM,11/19/2019 10:00:00 AM,MID_ATLANTIC_REGION,32041
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 3:00:00 PM,11/19/2019 10:00:00 AM,11/19/2019 4:00:00 PM,11/19/2019 11:00:00 AM,MID_ATLANTIC_REGION,31563
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 4:00:00 PM,11/19/2019 11:00:00 AM,11/19/2019 5:00:00 PM,11/19/2019 12:00:00 PM,MID_ATLANTIC_REGION,31166
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 5:00:00 PM,11/19/2019 12:00:00 PM,11/19/2019 6:00:00 PM,11/19/2019 1:00:00 PM,MID_ATLANTIC_REGION,30859
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 6:00:00 PM,11/19/2019 1:00:00 PM,11/19/2019 7:00:00 PM,11/19/2019 2:00:00 PM,MID_ATLANTIC_REGION,30813
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 7:00:00 PM,11/19/2019 2:00:00 PM,11/19/2019 8:00:00 PM,11/19/2019 3:00:00 PM,MID_ATLANTIC_REGION,30749
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 8:00:00 PM,11/19/2019 3:00:00 PM,11/19/2019 9:00:00 PM,11/19/2019 4:00:00 PM,MID_ATLANTIC_REGION,31056
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 9:00:00 PM,11/19/2019 4:00:00 PM,11/19/2019 10:00:00 PM,11/19/2019 5:00:00 PM,MID_ATLANTIC_REGION,32109
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 10:00:00 PM,11/19/2019 5:00:00 PM,11/19/2019 11:00:00 PM,11/19/2019 6:00:00 PM,MID_ATLANTIC_REGION,33837
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 11:00:00 PM,11/19/2019 6:00:00 PM,11/20/2019 12:00:00 AM,11/19/2019 7:00:00 PM,MID_ATLANTIC_REGION,34168
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 12:00:00 AM,11/19/2019 7:00:00 PM,11/20/2019 1:00:00 AM,11/19/2019 8:00:00 PM,MID_ATLANTIC_REGION,33949
