evaluated_at_datetime_utc,evaluated_at_datetime_ept,forecast_datetime_beginning_utc,forecast_datetime_beginning_ept,forecast_datetime_ending_utc,forecast_datetime_ending_ept,forecast_area,forecast_load_mw
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/15/2019 9:00:00 PM,11/15/2019 4:00:00 PM,11/15/2019 10:00:00 PM,11/15/2019 5:00:00 PM,PEPCO/MIDATL,3556
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/15/2019 10:00:00 PM,11/15/2019 5:00:00 PM,11/15/2019 11:00:00 PM,11/15/2019 6:00:00 PM,PEPCO/MIDATL,3753
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/15/2019 11:00:00 PM,11/15/2019 6:00:00 PM,11/16/2019 12:00:00 AM,11/15/2019 7:00:00 PM,PEPCO/MIDATL,3752
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 12:00:00 AM,11/15/2019 7:00:00 PM,11/16/2019 1:00:00 AM,11/15/2019 8:00:00 PM,PEPCO/MIDATL,3683
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 1:00:00 AM,11/15/2019 8:00:00 PM,11/16/2019 2:00:00 AM,11/15/2019 9:00:00 PM,PEPCO/MIDATL,3568
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 2:00:00 AM,11/15/2019 9:00:00 PM,11/16/2019 3:00:00 AM,11/15/2019 10:00:00 PM,PEPCO/MIDATL,3459
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 3:00:00 AM,11/15/2019 10:00:00 PM,11/16/2019 4:00:00 AM,11/15/2019 11:00:00 PM,PEPCO/MIDATL,3300
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 4:00:00 AM,11/15/2019 11:00:00 PM,11/16/2019 5:00:00 AM,11/16/2019 12:00:00 AM,PEPCO/MIDATL,3145
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 5:00:00 AM,11/16/2019 12:00:00 AM,11/16/2019 6:00:00 AM,11/16/2019 1:00:00 AM,PEPCO/MIDATL,3019
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 6:00:00 AM,11/16/2019 1:00:00 AM,11/16/2019 7:00:00 AM,11/16/2019 2:00:00 AM,PEPCO/MIDATL,2934
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 7:00:00 AM,11/16/2019 2:00:00 AM,11/16/2019 8:00:00 AM,11/16/2019 3:00:00 AM,PEPCO/MIDATL,2882
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 8:00:00 AM,11/16/2019 3:00:00 AM,11/16/2019 9:00:00 AM,11/16/2019 4:00:00 AM,PEPCO/MIDATL,2867
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 9:00:00 AM,11/16/2019 4:00:00 AM,11/16/2019 10:00:00 AM,11/16/2019 5:00:00 AM,PEPCO/MIDATL,2907
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 10:00:00 AM,11/16/2019 5:00:00 AM,11/16/2019 11:00:00 AM,11/16/2019 6:00:00 AM,PEPCO/MIDATL,3008
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 11:00:00 AM,11/16/2019 6:00:00 AM,11/16/2019 12:00:00 PM,11/16/2019 7:00:00 AM,PEPCO/MIDATL,3153
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 12:00:00 PM,11/16/2019 7:00:00 AM,11/16/2019 1:00:00 PM,11/16/2019 8:00:00 AM,PEPCO/MIDATL,3299
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 1:00:00 PM,11/16/2019 8:00:00 AM,11/16/2019 2:00:00 PM,11/16/2019 9:00:00 AM,PEPCO/MIDATL,3417
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 2:00:00 PM,11/16/2019 9:00:00 AM,11/16/2019 3:00:00 PM,11/16/2019 10:00:00 AM,PEPCO/MIDATL,3478
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 3:00:00 PM,11/16/2019 10:00:00 AM,11/16/2019 4:00:00 PM,11/16/2019 11:00:00 AM,PEPCO/MIDATL,3482
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 4:00:00 PM,11/16/2019 11:00:00 AM,11/16/2019 5:00:00 PM,11/16/2019 12:00:00 PM,PEPCO/MIDATL,3450
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 5:00:00 PM,11/16/2019 12:00:00 PM,11/16/2019 6:00:00 PM,11/16/2019 1:00:00 PM,PEPCO/MIDATL,3425
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 6:00:00 PM,11/16/2019 1:00:00 PM,11/16/2019 7:00:00 PM,11/16/2019 2:00:00 PM,PEPCO/MIDATL,3382
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 7:00:00 PM,11/16/2019 2:00:00 PM,11/16/2019 8:00:00 PM,11/16/2019 3:00:00 PM,PEPCO/MIDATL,3368
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 8:00:00 PM,11/16/2019 3:00:00 PM,11/16/2019 9:00:00 PM,11/16/2019 4:00:00 PM,PEPCO/MIDATL,3387
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 9:00:00 PM,11/16/2019 4:00:00 PM,11/16/2019 10:00:00 PM,11/16/2019 5:00:00 PM,PEPCO/MIDATL,3468
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 10:00:00 PM,11/16/2019 5:00:00 PM,11/16/2019 11:00:00 PM,11/16/2019 6:00:00 PM,PEPCO/MIDATL,3619
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/16/2019 11:00:00 PM,11/16/2019 6:00:00 PM,11/17/2019 12:00:00 AM,11/16/2019 7:00:00 PM,PEPCO/MIDATL,3672
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 12:00:00 AM,11/16/2019 7:00:00 PM,11/17/2019 1:00:00 AM,11/16/2019 8:00:00 PM,PEPCO/MIDATL,3652
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 1:00:00 AM,11/16/2019 8:00:00 PM,11/17/2019 2:00:00 AM,11/16/2019 9:00:00 PM,PEPCO/MIDATL,3597
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 2:00:00 AM,11/16/2019 9:00:00 PM,11/17/2019 3:00:00 AM,11/16/2019 10:00:00 PM,PEPCO/MIDATL,3511
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 3:00:00 AM,11/16/2019 10:00:00 PM,11/17/2019 4:00:00 AM,11/16/2019 11:00:00 PM,PEPCO/MIDATL,3375
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 4:00:00 AM,11/16/2019 11:00:00 PM,11/17/2019 5:00:00 AM,11/17/2019 12:00:00 AM,PEPCO/MIDATL,3230
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 5:00:00 AM,11/17/2019 12:00:00 AM,11/17/2019 6:00:00 AM,11/17/2019 1:00:00 AM,PEPCO/MIDATL,3168
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 6:00:00 AM,11/17/2019 1:00:00 AM,11/17/2019 7:00:00 AM,11/17/2019 2:00:00 AM,PEPCO/MIDATL,3078
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 7:00:00 AM,11/17/2019 2:00:00 AM,11/17/2019 8:00:00 AM,11/17/2019 3:00:00 AM,PEPCO/MIDATL,3023
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 8:00:00 AM,11/17/2019 3:00:00 AM,11/17/2019 9:00:00 AM,11/17/2019 4:00:00 AM,PEPCO/MIDATL,2999
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 9:00:00 AM,11/17/2019 4:00:00 AM,11/17/2019 10:00:00 AM,11/17/2019 5:00:00 AM,PEPCO/MIDATL,3025
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 10:00:00 AM,11/17/2019 5:00:00 AM,11/17/2019 11:00:00 AM,11/17/2019 6:00:00 AM,PEPCO/MIDATL,3100
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 11:00:00 AM,11/17/2019 6:00:00 AM,11/17/2019 12:00:00 PM,11/17/2019 7:00:00 AM,PEPCO/MIDATL,3199
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 12:00:00 PM,11/17/2019 7:00:00 AM,11/17/2019 1:00:00 PM,11/17/2019 8:00:00 AM,PEPCO/MIDATL,3276
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 1:00:00 PM,11/17/2019 8:00:00 AM,11/17/2019 2:00:00 PM,11/17/2019 9:00:00 AM,PEPCO/MIDATL,3328
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 2:00:00 PM,11/17/2019 9:00:00 AM,11/17/2019 3:00:00 PM,11/17/2019 10:00:00 AM,PEPCO/MIDATL,3332
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 3:00:00 PM,11/17/2019 10:00:00 AM,11/17/2019 4:00:00 PM,11/17/2019 11:00:00 AM,PEPCO/MIDATL,3298
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 4:00:00 PM,11/17/2019 11:00:00 AM,11/17/2019 5:00:00 PM,11/17/2019 12:00:00 PM,PEPCO/MIDATL,3238
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 5:00:00 PM,11/17/2019 12:00:00 PM,11/17/2019 6:00:00 PM,11/17/2019 1:00:00 PM,PEPCO/MIDATL,3196
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 6:00:00 PM,11/17/2019 1:00:00 PM,11/17/2019 7:00:00 PM,11/17/2019 2:00:00 PM,PEPCO/MIDATL,3167
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 7:00:00 PM,11/17/2019 2:00:00 PM,11/17/2019 8:00:00 PM,11/17/2019 3:00:00 PM,PEPCO/MIDATL,3157
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 8:00:00 PM,11/17/2019 3:00:00 PM,11/17/2019 9:00:00 PM,11/17/2019 4:00:00 PM,PEPCO/MIDATL,3197
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 9:00:00 PM,11/17/2019 4:00:00 PM,11/17/2019 10:00:00 PM,11/17/2019 5:00:00 PM,PEPCO/MIDATL,3313
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 10:00:00 PM,11/17/2019 5:00:00 PM,11/17/2019 11:00:00 PM,11/17/2019 6:00:00 PM,PEPCO/MIDATL,3522
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/17/2019 11:00:00 PM,11/17/2019 6:00:00 PM,11/18/2019 12:00:00 AM,11/17/2019 7:00:00 PM,PEPCO/MIDATL,3595
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 12:00:00 AM,11/17/2019 7:00:00 PM,11/18/2019 1:00:00 AM,11/17/2019 8:00:00 PM,PEPCO/MIDATL,3604
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 1:00:00 AM,11/17/2019 8:00:00 PM,11/18/2019 2:00:00 AM,11/17/2019 9:00:00 PM,PEPCO/MIDATL,3561
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 2:00:00 AM,11/17/2019 9:00:00 PM,11/18/2019 3:00:00 AM,11/17/2019 10:00:00 PM,PEPCO/MIDATL,3451
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 3:00:00 AM,11/17/2019 10:00:00 PM,11/18/2019 4:00:00 AM,11/17/2019 11:00:00 PM,PEPCO/MIDATL,3282
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 4:00:00 AM,11/17/2019 11:00:00 PM,11/18/2019 5:00:00 AM,11/18/2019 12:00:00 AM,PEPCO/MIDATL,3095
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 5:00:00 AM,11/18/2019 12:00:00 AM,11/18/2019 6:00:00 AM,11/18/2019 1:00:00 AM,PEPCO/MIDATL,2915
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 6:00:00 AM,11/18/2019 1:00:00 AM,11/18/2019 7:00:00 AM,11/18/2019 2:00:00 AM,PEPCO/MIDATL,2843
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 7:00:00 AM,11/18/2019 2:00:00 AM,11/18/2019 8:00:00 AM,11/18/2019 3:00:00 AM,PEPCO/MIDATL,2824
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 8:00:00 AM,11/18/2019 3:00:00 AM,11/18/2019 9:00:00 AM,11/18/2019 4:00:00 AM,PEPCO/MIDATL,2849
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 9:00:00 AM,11/18/2019 4:00:00 AM,11/18/2019 10:00:00 AM,11/18/2019 5:00:00 AM,PEPCO/MIDATL,2973
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 10:00:00 AM,11/18/2019 5:00:00 AM,11/18/2019 11:00:00 AM,11/18/2019 6:00:00 AM,PEPCO/MIDATL,3253
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 11:00:00 AM,11/18/2019 6:00:00 AM,11/18/2019 12:00:00 PM,11/18/2019 7:00:00 AM,PEPCO/MIDATL,3606
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 12:00:00 PM,11/18/2019 7:00:00 AM,11/18/2019 1:00:00 PM,11/18/2019 8:00:00 AM,PEPCO/MIDATL,3771
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 1:00:00 PM,11/18/2019 8:00:00 AM,11/18/2019 2:00:00 PM,11/18/2019 9:00:00 AM,PEPCO/MIDATL,3744
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 2:00:00 PM,11/18/2019 9:00:00 AM,11/18/2019 3:00:00 PM,11/18/2019 10:00:00 AM,PEPCO/MIDATL,3683
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 3:00:00 PM,11/18/2019 10:00:00 AM,11/18/2019 4:00:00 PM,11/18/2019 11:00:00 AM,PEPCO/MIDATL,3617
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 4:00:00 PM,11/18/2019 11:00:00 AM,11/18/2019 5:00:00 PM,11/18/2019 12:00:00 PM,PEPCO/MIDATL,3559
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 5:00:00 PM,11/18/2019 12:00:00 PM,11/18/2019 6:00:00 PM,11/18/2019 1:00:00 PM,PEPCO/MIDATL,3519
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 6:00:00 PM,11/18/2019 1:00:00 PM,11/18/2019 7:00:00 PM,11/18/2019 2:00:00 PM,PEPCO/MIDATL,3509
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 7:00:00 PM,11/18/2019 2:00:00 PM,11/18/2019 8:00:00 PM,11/18/2019 3:00:00 PM,PEPCO/MIDATL,3494
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 8:00:00 PM,11/18/2019 3:00:00 PM,11/18/2019 9:00:00 PM,11/18/2019 4:00:00 PM,PEPCO/MIDATL,3533
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 9:00:00 PM,11/18/2019 4:00:00 PM,11/18/2019 10:00:00 PM,11/18/2019 5:00:00 PM,PEPCO/MIDATL,3640
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 10:00:00 PM,11/18/2019 5:00:00 PM,11/18/2019 11:00:00 PM,11/18/2019 6:00:00 PM,PEPCO/MIDATL,3794
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/18/2019 11:00:00 PM,11/18/2019 6:00:00 PM,11/19/2019 12:00:00 AM,11/18/2019 7:00:00 PM,PEPCO/MIDATL,3786
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 12:00:00 AM,11/18/2019 7:00:00 PM,11/19/2019 1:00:00 AM,11/18/2019 8:00:00 PM,PEPCO/MIDATL,3740
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 1:00:00 AM,11/18/2019 8:00:00 PM,11/19/2019 2:00:00 AM,11/18/2019 9:00:00 PM,PEPCO/MIDATL,3612
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 2:00:00 AM,11/18/2019 9:00:00 PM,11/19/2019 3:00:00 AM,11/18/2019 10:00:00 PM,PEPCO/MIDATL,3442
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 3:00:00 AM,11/18/2019 10:00:00 PM,11/19/2019 4:00:00 AM,11/18/2019 11:00:00 PM,PEPCO/MIDATL,3223
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 4:00:00 AM,11/18/2019 11:00:00 PM,11/19/2019 5:00:00 AM,11/19/2019 12:00:00 AM,PEPCO/MIDATL,3011
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 5:00:00 AM,11/19/2019 12:00:00 AM,11/19/2019 6:00:00 AM,11/19/2019 1:00:00 AM,PEPCO/MIDATL,2845
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 6:00:00 AM,11/19/2019 1:00:00 AM,11/19/2019 7:00:00 AM,11/19/2019 2:00:00 AM,PEPCO/MIDATL,2764
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 7:00:00 AM,11/19/2019 2:00:00 AM,11/19/2019 8:00:00 AM,11/19/2019 3:00:00 AM,PEPCO/MIDATL,2739
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 8:00:00 AM,11/19/2019 3:00:00 AM,11/19/2019 9:00:00 AM,11/19/2019 4:00:00 AM,PEPCO/MIDATL,2755
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 9:00:00 AM,11/19/2019 4:00:00 AM,11/19/2019 10:00:00 AM,11/19/2019 5:00:00 AM,PEPCO/MIDATL,2872
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 10:00:00 AM,11/19/2019 5:00:00 AM,11/19/2019 11:00:00 AM,11/19/2019 6:00:00 AM,PEPCO/MIDATL,3164
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 11:00:00 AM,11/19/2019 6:00:00 AM,11/19/2019 12:00:00 PM,11/19/2019 7:00:00 AM,PEPCO/MIDATL,3554
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 12:00:00 PM,11/19/2019 7:00:00 AM,11/19/2019 1:00:00 PM,11/19/2019 8:00:00 AM,PEPCO/MIDATL,3724
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 1:00:00 PM,11/19/2019 8:00:00 AM,11/19/2019 2:00:00 PM,11/19/2019 9:00:00 AM,PEPCO/MIDATL,3660
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 2:00:00 PM,11/19/2019 9:00:00 AM,11/19/2019 3:00:00 PM,11/19/2019 10:00:00 AM,PEPCO/MIDATL,3550
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 3:00:00 PM,11/19/2019 10:00:00 AM,11/19/2019 4:00:00 PM,11/19/2019 11:00:00 AM,PEPCO/MIDATL,3459
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 4:00:00 PM,11/19/2019 11:00:00 AM,11/19/2019 5:00:00 PM,11/19/2019 12:00:00 PM,PEPCO/MIDATL,3383
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 5:00:00 PM,11/19/2019 12:00:00 PM,11/19/2019 6:00:00 PM,11/19/2019 1:00:00 PM,PEPCO/MIDATL,3342
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 6:00:00 PM,11/19/2019 1:00:00 PM,11/19/2019 7:00:00 PM,11/19/2019 2:00:00 PM,PEPCO/MIDATL,3330
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 7:00:00 PM,11/19/2019 2:00:00 PM,11/19/2019 8:00:00 PM,11/19/2019 3:00:00 PM,PEPCO/MIDATL,3334
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 8:00:00 PM,11/19/2019 3:00:00 PM,11/19/2019 9:00:00 PM,11/19/2019 4:00:00 PM,PEPCO/MIDATL,3381
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 9:00:00 PM,11/19/2019 4:00:00 PM,11/19/2019 10:00:00 PM,11/19/2019 5:00:00 PM,PEPCO/MIDATL,3496
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 10:00:00 PM,11/19/2019 5:00:00 PM,11/19/2019 11:00:00 PM,11/19/2019 6:00:00 PM,PEPCO/MIDATL,3671
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/19/2019 11:00:00 PM,11/19/2019 6:00:00 PM,11/20/2019 12:00:00 AM,11/19/2019 7:00:00 PM,PEPCO/MIDATL,3678
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 12:00:00 AM,11/19/2019 7:00:00 PM,11/20/2019 1:00:00 AM,11/19/2019 8:00:00 PM,PEPCO/MIDATL,3626
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 1:00:00 AM,11/19/2019 8:00:00 PM,11/20/2019 2:00:00 AM,11/19/2019 9:00:00 PM,PEPCO/MIDATL,3520
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 2:00:00 AM,11/19/2019 9:00:00 PM,11/20/2019 3:00:00 AM,11/19/2019 10:00:00 PM,PEPCO/MIDATL,3377
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 3:00:00 AM,11/19/2019 10:00:00 PM,11/20/2019 4:00:00 AM,11/19/2019 11:00:00 PM,PEPCO/MIDATL,3175
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 4:00:00 AM,11/19/2019 11:00:00 PM,11/20/2019 5:00:00 AM,11/20/2019 12:00:00 AM,PEPCO/MIDATL,2974
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 5:00:00 AM,11/20/2019 12:00:00 AM,11/20/2019 6:00:00 AM,11/20/2019 1:00:00 AM,PEPCO/MIDATL,2800
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 6:00:00 AM,11/20/2019 1:00:00 AM,11/20/2019 7:00:00 AM,11/20/2019 2:00:00 AM,PEPCO/MIDATL,2724
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 7:00:00 AM,11/20/2019 2:00:00 AM,11/20/2019 8:00:00 AM,11/20/2019 3:00:00 AM,PEPCO/MIDATL,2700
11/15/2019 4:17:48 PM,11/15/2019 11:17:48 AM,11/20/2019 8:00:00 AM,11/20/2019 3:00:00 AM,11/20/2019 9:00:00 AM,11/20/2019 4:00:00 AM,PEPCO/MIDATL,2717
