Entity Type,site
Entity Id,3563490
field,GHIh_t_sum
timestamp,"Maret School - Expected Insolation Global Horizontal - TMY3, sum, (Wh/m&#178;)"
10/15/2018 00:00:00,3650.419
10/16/2018 00:00:00,3650.419
10/17/2018 00:00:00,3650.419
10/18/2018 00:00:00,3650.419
10/19/2018 00:00:00,3650.419
10/20/2018 00:00:00,3650.419
10/21/2018 00:00:00,3650.419
10/22/2018 00:00:00,3650.419
10/23/2018 00:00:00,3650.419
10/24/2018 00:00:00,3650.419
10/25/2018 00:00:00,3650.419
10/26/2018 00:00:00,3650.419
10/27/2018 00:00:00,3650.419
10/28/2018 00:00:00,3650.419
10/29/2018 00:00:00,3650.419
10/30/2018 00:00:00,3650.419
10/31/2018 00:00:00,3650.419
11/01/2018 00:00:00,2082.533
11/02/2018 00:00:00,2082.533
11/03/2018 00:00:00,2082.533
11/04/2018 00:00:00,2082.533
11/05/2018 00:00:00,2082.533
11/06/2018 00:00:00,2082.533
11/07/2018 00:00:00,2082.533
11/08/2018 00:00:00,2082.533
11/09/2018 00:00:00,2082.533
11/10/2018 00:00:00,2082.533
11/11/2018 00:00:00,2082.533
11/12/2018 00:00:00,2082.533
11/13/2018 00:00:00,2082.533
11/14/2018 00:00:00,2082.533
11/15/2018 00:00:00,2082.533
11/16/2018 00:00:00,2082.533
11/17/2018 00:00:00,2082.533
11/18/2018 00:00:00,2082.533
11/19/2018 00:00:00,2082.533
11/20/2018 00:00:00,2082.533
11/21/2018 00:00:00,2082.533
11/22/2018 00:00:00,2082.533
11/23/2018 00:00:00,2082.533
11/24/2018 00:00:00,2082.533
11/25/2018 00:00:00,2082.533
11/26/2018 00:00:00,2082.533
11/27/2018 00:00:00,2082.533
11/28/2018 00:00:00,2082.533
11/29/2018 00:00:00,2082.533
11/30/2018 00:00:00,2082.533
12/01/2018 00:00:00,1819.226
12/02/2018 00:00:00,1819.226
12/03/2018 00:00:00,1819.226
12/04/2018 00:00:00,1819.226
12/05/2018 00:00:00,1819.226
12/06/2018 00:00:00,1819.226
12/07/2018 00:00:00,1819.226
12/08/2018 00:00:00,1819.226
12/09/2018 00:00:00,1819.226
12/10/2018 00:00:00,1819.226
12/11/2018 00:00:00,1819.226
12/12/2018 00:00:00,1819.226
12/13/2018 00:00:00,1819.226
12/14/2018 00:00:00,1819.226
12/15/2018 00:00:00,1819.226
12/16/2018 00:00:00,1819.226
12/17/2018 00:00:00,1819.226
12/18/2018 00:00:00,1819.226
12/19/2018 00:00:00,1819.226
12/20/2018 00:00:00,1819.226
12/21/2018 00:00:00,1819.226
12/22/2018 00:00:00,1819.226
12/23/2018 00:00:00,1819.226
12/24/2018 00:00:00,1819.226
12/25/2018 00:00:00,1819.226
12/26/2018 00:00:00,1819.226
12/27/2018 00:00:00,1819.226
12/28/2018 00:00:00,1819.226
12/29/2018 00:00:00,1819.226
12/30/2018 00:00:00,1819.226
12/31/2018 00:00:00,1819.226
01/01/2019 00:00:00,1915.419
01/02/2019 00:00:00,1915.419
